code_pof;code_nat_acc;category_nat_acc
63003;1911;arroz e outros
63004;1911;arroz e outros
63004;1911;arroz e outros
63004;1911;arroz e outros
63006;1911;arroz e outros
63009;1911;arroz e outros
63009;1911;arroz e outros
63009;1911;arroz e outros
63009;1911;arroz e outros
63009;1911;arroz e outros
63018;1911;arroz e outros
63018;1911;arroz e outros
63043;1911;arroz e outros
63043;1911;arroz e outros
63043;1911;arroz e outros
63043;1911;arroz e outros
63043;1911;arroz e outros
63043;1911;arroz e outros
63043;1911;arroz e outros
63043;1911;arroz e outros
63043;1911;arroz e outros
63043;1911;arroz e outros
63043;1911;arroz e outros
63043;1911;arroz e outros
63043;1911;arroz e outros
63043;1911;arroz e outros
63043;1911;arroz e outros
63044;1911;arroz e outros
63044;1911;arroz e outros
63044;1911;arroz e outros
63044;1911;arroz e outros
63045;1911;arroz e outros
63047;1911;arroz e outros
63048;1911;arroz e outros
63049;1911;arroz e outros
63051;1911;arroz e outros
63052;1911;arroz e outros
63053;1911;arroz e outros
63054;1911;arroz e outros
63055;1911;arroz e outros
63007;1912;milho
63007;1912;milho
63007;1912;milho
63007;1912;milho
63007;1912;milho
63007;1912;milho
63007;1912;milho
63007;1912;milho
63007;1912;milho
63007;1912;milho
63007;1912;milho
63007;1912;milho
63007;1912;milho
63008;1912;milho
68025;1914;cana de açucar
63030;1915;soja
8017;1916;lavoura temporária 1
63010;1916;lavoura temporária 1
63011;1916;lavoura temporária 1
63012;1916;lavoura temporária 1
63013;1916;lavoura temporária 1
63014;1916;lavoura temporária 1
63015;1916;lavoura temporária 1
63016;1916;lavoura temporária 1
63017;1916;lavoura temporária 1
63019;1916;lavoura temporária 1
63021;1916;lavoura temporária 1
63022;1916;lavoura temporária 1
63023;1916;lavoura temporária 1
63024;1916;lavoura temporária 1
63025;1916;lavoura temporária 1
63026;1916;lavoura temporária 1
63027;1916;lavoura temporária 1
63028;1916;lavoura temporária 1
63029;1916;lavoura temporária 1
63031;1916;lavoura temporária 1
63032;1916;lavoura temporária 1
63037;1916;lavoura temporária 1
63038;1916;lavoura temporária 1
63039;1916;lavoura temporária 1
63040;1916;lavoura temporária 1
63041;1916;lavoura temporária 1
63046;1916;lavoura temporária 1
63050;1916;lavoura temporária 1
63056;1916;lavoura temporária 1
63057;1916;lavoura temporária 1
64001;1916;lavoura temporária 1
64002;1916;lavoura temporária 1
64003;1916;lavoura temporária 1
64004;1916;lavoura temporária 1
64005;1916;lavoura temporária 1
64006;1916;lavoura temporária 1
64007;1916;lavoura temporária 1
64008;1916;lavoura temporária 1
64009;1916;lavoura temporária 1
64010;1916;lavoura temporária 1
64011;1916;lavoura temporária 1
64012;1916;lavoura temporária 1
64013;1916;lavoura temporária 1
64014;1916;lavoura temporária 1
64015;1916;lavoura temporária 1
64016;1916;lavoura temporária 1
64017;1916;lavoura temporária 1
64018;1916;lavoura temporária 1
64019;1916;lavoura temporária 1
64020;1916;lavoura temporária 1
64022;1916;lavoura temporária 1
64023;1916;lavoura temporária 1
64024;1916;lavoura temporária 1
64025;1916;lavoura temporária 1
64026;1916;lavoura temporária 1
64027;1916;lavoura temporária 1
64028;1916;lavoura temporária 1
67001;1916;lavoura temporária 1
67002;1916;lavoura temporária 1
67003;1916;lavoura temporária 1
67004;1916;lavoura temporária 1
67005;1916;lavoura temporária 1
67006;1916;lavoura temporária 1
67007;1916;lavoura temporária 1
67008;1916;lavoura temporária 1
67009;1916;lavoura temporária 1
67010;1916;lavoura temporária 1
67011;1916;lavoura temporária 1
67012;1916;lavoura temporária 1
67013;1916;lavoura temporária 1
67014;1916;lavoura temporária 1
67015;1916;lavoura temporária 1
67016;1916;lavoura temporária 1
67017;1916;lavoura temporária 1
67018;1916;lavoura temporária 1
67019;1916;lavoura temporária 1
67020;1916;lavoura temporária 1
67021;1916;lavoura temporária 1
67022;1916;lavoura temporária 1
67023;1916;lavoura temporária 1
67024;1916;lavoura temporária 1
67025;1916;lavoura temporária 1
67026;1916;lavoura temporária 1
67027;1916;lavoura temporária 1
67028;1916;lavoura temporária 1
67029;1916;lavoura temporária 1
67030;1916;lavoura temporária 1
67031;1916;lavoura temporária 1
67032;1916;lavoura temporária 1
67033;1916;lavoura temporária 1
67034;1916;lavoura temporária 1
67035;1916;lavoura temporária 1
67036;1916;lavoura temporária 1
67037;1916;lavoura temporária 1
67038;1916;lavoura temporária 1
67039;1916;lavoura temporária 1
67040;1916;lavoura temporária 1
67041;1916;lavoura temporária 1
67042;1916;lavoura temporária 1
67043;1916;lavoura temporária 1
67045;1916;lavoura temporária 1
67046;1916;lavoura temporária 1
67047;1916;lavoura temporária 1
67048;1916;lavoura temporária 1
67049;1916;lavoura temporária 1
67050;1916;lavoura temporária 1
67051;1916;lavoura temporária 1
67052;1916;lavoura temporária 1
67054;1916;lavoura temporária 1
67055;1916;lavoura temporária 1
67056;1916;lavoura temporária 1
67057;1916;lavoura temporária 1
67058;1916;lavoura temporária 1
67059;1916;lavoura temporária 1
67060;1916;lavoura temporária 1
67062;1916;lavoura temporária 1
67063;1916;lavoura temporária 1
67064;1916;lavoura temporária 1
67065;1916;lavoura temporária 1
67066;1916;lavoura temporária 1
67067;1916;lavoura temporária 1
67068;1916;lavoura temporária 1
67069;1916;lavoura temporária 1
67070;1916;lavoura temporária 1
67071;1916;lavoura temporária 1
67072;1916;lavoura temporária 1
67073;1916;lavoura temporária 1
67074;1916;lavoura temporária 1
67075;1916;lavoura temporária 1
67076;1916;lavoura temporária 1
67077;1916;lavoura temporária 1
67078;1916;lavoura temporária 1
67079;1916;lavoura temporária 1
67080;1916;lavoura temporária 1
67081;1916;lavoura temporária 1
67082;1916;lavoura temporária 1
67083;1916;lavoura temporária 1
67084;1916;lavoura temporária 1
67085;1916;lavoura temporária 1
67086;1916;lavoura temporária 1
67087;1916;lavoura temporária 1
67088;1916;lavoura temporária 1
67089;1916;lavoura temporária 1
67090;1916;lavoura temporária 1
67091;1916;lavoura temporária 1
67092;1916;lavoura temporária 1
67093;1916;lavoura temporária 1
67094;1916;lavoura temporária 1
67096;1916;lavoura temporária 1
67097;1916;lavoura temporária 1
67098;1916;lavoura temporária 1
67099;1916;lavoura temporária 1
67100;1916;lavoura temporária 1
67101;1916;lavoura temporária 1
67102;1916;lavoura temporária 1
67103;1916;lavoura temporária 1
67104;1916;lavoura temporária 1
67105;1916;lavoura temporária 1
67106;1916;lavoura temporária 1
67107;1916;lavoura temporária 1
67108;1916;lavoura temporária 1
67109;1916;lavoura temporária 1
67110;1916;lavoura temporária 1
67111;1916;lavoura temporária 1
67112;1916;lavoura temporária 1
67113;1916;lavoura temporária 1
67114;1916;lavoura temporária 1
67115;1916;lavoura temporária 1
67116;1916;lavoura temporária 1
67117;1916;lavoura temporária 1
67118;1916;lavoura temporária 1
67119;1916;lavoura temporária 1
67120;1916;lavoura temporária 1
67121;1916;lavoura temporária 1
67122;1916;lavoura temporária 1
67123;1916;lavoura temporária 1
67124;1916;lavoura temporária 1
67125;1916;lavoura temporária 1
67126;1916;lavoura temporária 1
67127;1916;lavoura temporária 1
67128;1916;lavoura temporária 1
67129;1916;lavoura temporária 1
67130;1916;lavoura temporária 1
67131;1916;lavoura temporária 1
67133;1916;lavoura temporária 1
67134;1916;lavoura temporária 1
67135;1916;lavoura temporária 1
67136;1916;lavoura temporária 1
67137;1916;lavoura temporária 1
67138;1916;lavoura temporária 1
67139;1916;lavoura temporária 1
67140;1916;lavoura temporária 1
67141;1916;lavoura temporária 1
67142;1916;lavoura temporária 1
67143;1916;lavoura temporária 1
67144;1916;lavoura temporária 1
67145;1916;lavoura temporária 1
67146;1916;lavoura temporária 1
67147;1916;lavoura temporária 1
68026;1916;lavoura temporária 1
68034;1916;lavoura temporária 1
68035;1916;lavoura temporária 1
68052;1916;lavoura temporária 1
68082;1916;lavoura temporária 1
68087;1916;lavoura temporária 1
68088;1916;lavoura temporária 1
70025;1916;lavoura temporária 1
70102;1916;lavoura temporária 1
88001;1916;lavoura temporária 1
68012;1917;laranja
68012;1917;laranja
68012;1917;laranja
68012;1917;laranja
68012;1917;laranja
68012;1917;laranja
68012;1917;laranja
68012;1917;laranja
68012;1917;laranja
68012;1917;laranja
68012;1917;laranja
68012;1917;laranja
68012;1917;laranja
68012;1917;laranja
68013;1917;laranja
68013;1917;laranja
68013;1917;laranja
68013;1917;laranja
68013;1917;laranja
68013;1917;laranja
68013;1917;laranja
68013;1917;laranja
68013;1917;laranja
68013;1917;laranja
68013;1917;laranja
68013;1917;laranja
68013;1917;laranja
68013;1917;laranja
68014;1917;laranja
68014;1917;laranja
68014;1917;laranja
68014;1917;laranja
68014;1917;laranja
68014;1917;laranja
68014;1917;laranja
68014;1917;laranja
68014;1917;laranja
68014;1917;laranja
68014;1917;laranja
68014;1917;laranja
68014;1917;laranja
68014;1917;laranja
68014;1917;laranja
68014;1917;laranja
68015;1917;laranja
68015;1917;laranja
68015;1917;laranja
68015;1917;laranja
68015;1917;laranja
68015;1917;laranja
68015;1917;laranja
68015;1917;laranja
68015;1917;laranja
68017;1917;laranja
68017;1917;laranja
68017;1917;laranja
68017;1917;laranja
68017;1917;laranja
68017;1917;laranja
68017;1917;laranja
68018;1917;laranja
68018;1917;laranja
68024;1917;laranja
68024;1917;laranja
68024;1917;laranja
68024;1917;laranja
68095;1917;laranja
68095;1917;laranja
68097;1917;laranja
68097;1917;laranja
63020;1919;lavoura permanente
66001;1919;lavoura permanente
66005;1919;lavoura permanente
66006;1919;lavoura permanente
66007;1919;lavoura permanente
66008;1919;lavoura permanente
66013;1919;lavoura permanente
66015;1919;lavoura permanente
66020;1919;lavoura permanente
66022;1919;lavoura permanente
66024;1919;lavoura permanente
66025;1919;lavoura permanente
66027;1919;lavoura permanente
66029;1919;lavoura permanente
66031;1919;lavoura permanente
68001;1919;lavoura permanente
68002;1919;lavoura permanente
68003;1919;lavoura permanente
68004;1919;lavoura permanente
68005;1919;lavoura permanente
68006;1919;lavoura permanente
68007;1919;lavoura permanente
68008;1919;lavoura permanente
68009;1919;lavoura permanente
68010;1919;lavoura permanente
68011;1919;lavoura permanente
68019;1919;lavoura permanente
68020;1919;lavoura permanente
68021;1919;lavoura permanente
68022;1919;lavoura permanente
68023;1919;lavoura permanente
68027;1919;lavoura permanente
68028;1919;lavoura permanente
68029;1919;lavoura permanente
68030;1919;lavoura permanente
68031;1919;lavoura permanente
68032;1919;lavoura permanente
68033;1919;lavoura permanente
68036;1919;lavoura permanente
68037;1919;lavoura permanente
68038;1919;lavoura permanente
68039;1919;lavoura permanente
68041;1919;lavoura permanente
68042;1919;lavoura permanente
68043;1919;lavoura permanente
68044;1919;lavoura permanente
68045;1919;lavoura permanente
68046;1919;lavoura permanente
68047;1919;lavoura permanente
68048;1919;lavoura permanente
68049;1919;lavoura permanente
68050;1919;lavoura permanente
68051;1919;lavoura permanente
68053;1919;lavoura permanente
68054;1919;lavoura permanente
68055;1919;lavoura permanente
68057;1919;lavoura permanente
68058;1919;lavoura permanente
68060;1919;lavoura permanente
68061;1919;lavoura permanente
68062;1919;lavoura permanente
68063;1919;lavoura permanente
68068;1919;lavoura permanente
68069;1919;lavoura permanente
68074;1919;lavoura permanente
68075;1919;lavoura permanente
68076;1919;lavoura permanente
68077;1919;lavoura permanente
68078;1919;lavoura permanente
68079;1919;lavoura permanente
68080;1919;lavoura permanente
68083;1919;lavoura permanente
68084;1919;lavoura permanente
68085;1919;lavoura permanente
68086;1919;lavoura permanente
68090;1919;lavoura permanente
68091;1919;lavoura permanente
68092;1919;lavoura permanente
68093;1919;lavoura permanente
68094;1919;lavoura permanente
68096;1919;lavoura permanente
68098;1919;lavoura permanente
68099;1919;lavoura permanente
68100;1919;lavoura permanente
68101;1919;lavoura permanente
68102;1919;lavoura permanente
68103;1919;lavoura permanente
68104;1919;lavoura permanente
68105;1919;lavoura permanente
68106;1919;lavoura permanente
68107;1919;lavoura permanente
68108;1919;lavoura permanente
68109;1919;lavoura permanente
68111;1919;lavoura permanente
68112;1919;lavoura permanente
68113;1919;lavoura permanente
68114;1919;lavoura permanente
68115;1919;lavoura permanente
68116;1919;lavoura permanente
68117;1919;lavoura permanente
68118;1919;lavoura permanente
68119;1919;lavoura permanente
68120;1919;lavoura permanente
68121;1919;lavoura permanente
68122;1919;lavoura permanente
70030;1919;lavoura permanente
70031;1919;lavoura permanente
88002;1919;lavoura permanente
13001;1921;caças e outros
51007;1921;caças e outros
69016;1921;caças e outros
69016;1921;caças e outros
69016;1921;caças e outros
69016;1921;caças e outros
69016;1921;caças e outros
69016;1921;caças e outros
69016;1921;caças e outros
69016;1921;caças e outros
69090;1921;caças e outros
69090;1921;caças e outros
69090;1921;caças e outros
69090;1921;caças e outros
69090;1921;caças e outros
69090;1921;caças e outros
69090;1921;caças e outros
71055;1921;caças e outros
71055;1921;caças e outros
71057;1921;caças e outros
71057;1921;caças e outros
71067;1921;caças e outros
71067;1921;caças e outros
71067;1921;caças e outros
71067;1921;caças e outros
71067;1921;caças e outros
71067;1921;caças e outros
71067;1921;caças e outros
71067;1921;caças e outros
71067;1921;caças e outros
79001;1922;leite de vaca
79001;1922;leite de vaca
79001;1922;leite de vaca
79001;1922;leite de vaca
79001;1922;leite de vaca
79001;1922;leite de vaca
79001;1922;leite de vaca
79001;1922;leite de vaca
79001;1922;leite de vaca
79001;1922;leite de vaca
79001;1922;leite de vaca
79002;1922;leite de vaca
79002;1922;leite de vaca
79002;1922;leite de vaca
79002;1922;leite de vaca
79002;1922;leite de vaca
79043;1922;leite de vaca
79043;1922;leite de vaca
79043;1922;leite de vaca
79043;1922;leite de vaca
79043;1922;leite de vaca
79043;1922;leite de vaca
79043;1922;leite de vaca
79043;1922;leite de vaca
79043;1922;leite de vaca
79043;1922;leite de vaca
79043;1922;leite de vaca
79044;1922;leite de vaca
79044;1922;leite de vaca
79044;1922;leite de vaca
79045;1922;leite de vaca
79045;1922;leite de vaca
79045;1922;leite de vaca
71053;1923;suinos
77069;1924;aves e ovos
78014;1924;aves e ovos
78014;1924;aves e ovos
78014;1924;aves e ovos
78014;1924;aves e ovos
78022;1924;aves e ovos
78022;1924;aves e ovos
78033;1924;aves e ovos
78033;1924;aves e ovos
78033;1924;aves e ovos
78033;1924;aves e ovos
78033;1924;aves e ovos
78034;1924;aves e ovos
78035;1924;aves e ovos
78043;1924;aves e ovos
78044;1924;aves e ovos
78045;1924;aves e ovos
78065;1924;aves e ovos
7006;2801;produtos da exploração florestal
7007;2801;produtos da exploração florestal
7011;2801;produtos da exploração florestal
66003;2801;produtos da exploração florestal
66004;2801;produtos da exploração florestal
66009;2801;produtos da exploração florestal
66010;2801;produtos da exploração florestal
66011;2801;produtos da exploração florestal
66012;2801;produtos da exploração florestal
66014;2801;produtos da exploração florestal
66016;2801;produtos da exploração florestal
66018;2801;produtos da exploração florestal
66019;2801;produtos da exploração florestal
66021;2801;produtos da exploração florestal
66028;2801;produtos da exploração florestal
66030;2801;produtos da exploração florestal
67044;2801;produtos da exploração florestal
67053;2801;produtos da exploração florestal
68040;2801;produtos da exploração florestal
68056;2801;produtos da exploração florestal
68059;2801;produtos da exploração florestal
68064;2801;produtos da exploração florestal
68065;2801;produtos da exploração florestal
68066;2801;produtos da exploração florestal
68067;2801;produtos da exploração florestal
68070;2801;produtos da exploração florestal
68071;2801;produtos da exploração florestal
68072;2801;produtos da exploração florestal
68073;2801;produtos da exploração florestal
68081;2801;produtos da exploração florestal
68089;2801;produtos da exploração florestal
68110;2801;produtos da exploração florestal
86057;2801;produtos da exploração florestal
86078;2801;produtos da exploração florestal
72001;2802;pesca 1
72002;2802;pesca 1
72003;2802;pesca 1
72004;2802;pesca 1
72005;2802;pesca 1
72011;2802;pesca 1
72012;2802;pesca 1
72013;2802;pesca 1
72014;2802;pesca 1
72021;2802;pesca 1
72022;2802;pesca 1
72023;2802;pesca 1
72024;2802;pesca 1
72031;2802;pesca 1
72032;2802;pesca 1
72033;2802;pesca 1
72039;2802;pesca 1
72041;2802;pesca 1
72042;2802;pesca 1
72043;2802;pesca 1
72044;2802;pesca 1
72049;2802;pesca 1
72051;2802;pesca 1
72052;2802;pesca 1
72053;2802;pesca 1
72061;2802;pesca 1
72062;2802;pesca 1
72063;2802;pesca 1
72064;2802;pesca 1
72071;2802;pesca 1
72072;2802;pesca 1
72073;2802;pesca 1
72074;2802;pesca 1
72081;2802;pesca 1
72082;2802;pesca 1
72083;2802;pesca 1
72084;2802;pesca 1
72091;2802;pesca 1
72092;2802;pesca 1
72093;2802;pesca 1
72101;2802;pesca 1
72102;2802;pesca 1
72103;2802;pesca 1
72111;2802;pesca 1
72112;2802;pesca 1
72113;2802;pesca 1
72121;2802;pesca 1
72122;2802;pesca 1
72124;2802;pesca 1
72131;2802;pesca 1
72132;2802;pesca 1
72134;2802;pesca 1
72141;2802;pesca 1
72142;2802;pesca 1
72143;2802;pesca 1
72149;2802;pesca 1
72151;2802;pesca 1
72152;2802;pesca 1
72153;2802;pesca 1
72154;2802;pesca 1
72161;2802;pesca 1
72162;2802;pesca 1
72163;2802;pesca 1
72169;2802;pesca 1
72171;2802;pesca 1
72172;2802;pesca 1
72181;2802;pesca 1
72182;2802;pesca 1
72191;2802;pesca 1
72192;2802;pesca 1
72201;2802;pesca 1
72202;2802;pesca 1
72203;2802;pesca 1
72207;2802;pesca 1
72211;2802;pesca 1
72212;2802;pesca 1
72213;2802;pesca 1
72221;2802;pesca 1
72222;2802;pesca 1
72223;2802;pesca 1
72231;2802;pesca 1
72232;2802;pesca 1
72233;2802;pesca 1
72241;2802;pesca 1
72242;2802;pesca 1
72243;2802;pesca 1
72249;2802;pesca 1
72251;2802;pesca 1
72252;2802;pesca 1
72253;2802;pesca 1
72254;2802;pesca 1
72261;2802;pesca 1
72262;2802;pesca 1
72263;2802;pesca 1
72271;2802;pesca 1
72272;2802;pesca 1
72273;2802;pesca 1
72279;2802;pesca 1
72281;2802;pesca 1
72282;2802;pesca 1
72283;2802;pesca 1
72284;2802;pesca 1
72291;2802;pesca 1
72292;2802;pesca 1
72293;2802;pesca 1
72301;2802;pesca 1
72302;2802;pesca 1
72303;2802;pesca 1
72311;2802;pesca 1
72312;2802;pesca 1
72313;2802;pesca 1
72321;2802;pesca 1
72322;2802;pesca 1
72323;2802;pesca 1
72331;2802;pesca 1
72332;2802;pesca 1
72333;2802;pesca 1
72334;2802;pesca 1
72341;2802;pesca 1
72342;2802;pesca 1
72343;2802;pesca 1
72351;2802;pesca 1
72352;2802;pesca 1
72353;2802;pesca 1
72361;2802;pesca 1
72362;2802;pesca 1
72363;2802;pesca 1
72371;2802;pesca 1
72372;2802;pesca 1
72373;2802;pesca 1
72381;2802;pesca 1
72382;2802;pesca 1
72383;2802;pesca 1
72391;2802;pesca 1
72392;2802;pesca 1
72393;2802;pesca 1
72399;2802;pesca 1
72401;2802;pesca 1
72402;2802;pesca 1
72403;2802;pesca 1
72411;2802;pesca 1
72412;2802;pesca 1
72413;2802;pesca 1
72421;2802;pesca 1
72422;2802;pesca 1
72423;2802;pesca 1
72431;2802;pesca 1
72432;2802;pesca 1
72433;2802;pesca 1
72441;2802;pesca 1
72442;2802;pesca 1
72443;2802;pesca 1
72451;2802;pesca 1
72452;2802;pesca 1
72453;2802;pesca 1
72461;2802;pesca 1
72462;2802;pesca 1
72463;2802;pesca 1
72471;2802;pesca 1
72472;2802;pesca 1
72473;2802;pesca 1
72481;2802;pesca 1
72482;2802;pesca 1
72483;2802;pesca 1
72491;2802;pesca 1
72492;2802;pesca 1
72493;2802;pesca 1
72494;2802;pesca 1
72501;2802;pesca 1
72502;2802;pesca 1
72503;2802;pesca 1
72511;2802;pesca 1
72512;2802;pesca 1
72513;2802;pesca 1
72521;2802;pesca 1
72522;2802;pesca 1
72523;2802;pesca 1
72524;2802;pesca 1
72531;2802;pesca 1
72532;2802;pesca 1
72533;2802;pesca 1
72541;2802;pesca 1
72542;2802;pesca 1
72543;2802;pesca 1
72551;2802;pesca 1
72552;2802;pesca 1
72553;2802;pesca 1
72561;2802;pesca 1
72562;2802;pesca 1
72563;2802;pesca 1
72571;2802;pesca 1
72572;2802;pesca 1
72573;2802;pesca 1
72581;2802;pesca 1
72582;2802;pesca 1
72583;2802;pesca 1
72591;2802;pesca 1
72592;2802;pesca 1
72593;2802;pesca 1
72594;2802;pesca 1
72601;2802;pesca 1
72611;2802;pesca 1
72621;2802;pesca 1
72631;2802;pesca 1
72632;2802;pesca 1
72641;2802;pesca 1
72642;2802;pesca 1
72651;2802;pesca 1
72661;2802;pesca 1
72662;2802;pesca 1
72671;2802;pesca 1
72672;2802;pesca 1
72681;2802;pesca 1
72682;2802;pesca 1
72691;2802;pesca 1
72692;2802;pesca 1
72693;2802;pesca 2
72711;2802;pesca 2
72712;2802;pesca 2
72713;2802;pesca 2
72721;2802;pesca 2
72722;2802;pesca 2
72723;2802;pesca 2
72734;2802;pesca 2
72741;2802;pesca 2
72742;2802;pesca 2
72751;2802;pesca 2
72752;2802;pesca 2
72753;2802;pesca 2
72761;2802;pesca 2
72771;2802;pesca 2
72781;2802;pesca 2
72791;2802;pesca 2
72802;2802;pesca 2
72803;2802;pesca 2
72811;2802;pesca 2
72821;2802;pesca 2
72831;2802;pesca 2
74001;2802;pesca 2
74002;2802;pesca 2
74003;2802;pesca 2
74004;2802;pesca 2
74011;2802;pesca 2
74012;2802;pesca 2
74013;2802;pesca 2
74021;2802;pesca 2
74022;2802;pesca 2
74023;2802;pesca 2
74031;2802;pesca 2
74032;2802;pesca 2
74033;2802;pesca 2
74041;2802;pesca 2
74042;2802;pesca 2
74043;2802;pesca 2
74047;2802;pesca 2
74049;2802;pesca 2
74051;2802;pesca 2
74052;2802;pesca 2
74053;2802;pesca 2
74061;2802;pesca 2
74062;2802;pesca 2
74063;2802;pesca 2
74071;2802;pesca 2
74072;2802;pesca 2
74073;2802;pesca 2
74074;2802;pesca 2
74081;2802;pesca 2
74082;2802;pesca 2
74083;2802;pesca 2
74091;2802;pesca 2
74092;2802;pesca 2
74093;2802;pesca 2
74101;2802;pesca 2
74102;2802;pesca 2
74103;2802;pesca 2
74109;2802;pesca 2
74111;2802;pesca 2
74112;2802;pesca 2
74113;2802;pesca 2
74121;2802;pesca 2
74122;2802;pesca 2
74123;2802;pesca 2
74124;2802;pesca 2
74131;2802;pesca 2
74132;2802;pesca 2
74133;2802;pesca 2
74141;2802;pesca 2
74142;2802;pesca 2
74143;2802;pesca 2
74151;2802;pesca 2
74152;2802;pesca 2
74153;2802;pesca 2
74161;2802;pesca 2
74162;2802;pesca 2
74163;2802;pesca 2
74164;2802;pesca 2
74171;2802;pesca 2
74172;2802;pesca 2
74173;2802;pesca 2
74181;2802;pesca 2
74182;2802;pesca 2
74183;2802;pesca 2
74191;2802;pesca 2
74192;2802;pesca 2
74201;2802;pesca 2
74202;2802;pesca 2
74203;2802;pesca 2
74211;2802;pesca 2
74212;2802;pesca 2
74213;2802;pesca 2
74221;2802;pesca 2
74222;2802;pesca 2
74223;2802;pesca 2
74227;2802;pesca 2
74229;2802;pesca 2
74231;2802;pesca 2
74232;2802;pesca 2
74233;2802;pesca 2
74234;2802;pesca 2
74241;2802;pesca 2
74242;2802;pesca 2
74243;2802;pesca 2
74244;2802;pesca 2
74251;2802;pesca 2
74252;2802;pesca 2
74253;2802;pesca 2
74254;2802;pesca 2
74261;2802;pesca 2
74262;2802;pesca 2
74263;2802;pesca 2
74271;2802;pesca 2
74272;2802;pesca 2
74273;2802;pesca 2
74276;2802;pesca 2
74281;2802;pesca 2
74282;2802;pesca 2
74283;2802;pesca 2
74284;2802;pesca 2
74291;2802;pesca 2
74292;2802;pesca 2
74293;2802;pesca 2
74301;2802;pesca 2
74302;2802;pesca 2
74303;2802;pesca 2
74311;2802;pesca 2
74312;2802;pesca 2
74313;2802;pesca 2
74321;2802;pesca 2
74322;2802;pesca 2
74323;2802;pesca 2
74329;2802;pesca 2
74331;2802;pesca 2
74332;2802;pesca 2
74333;2802;pesca 2
74341;2802;pesca 2
74342;2802;pesca 2
74343;2802;pesca 2
74349;2802;pesca 2
74351;2802;pesca 2
74352;2802;pesca 2
74353;2802;pesca 2
74361;2802;pesca 2
74362;2802;pesca 2
74363;2802;pesca 2
74371;2802;pesca 2
74372;2802;pesca 2
74373;2802;pesca 2
74381;2802;pesca 2
74382;2802;pesca 2
74383;2802;pesca 2
74391;2802;pesca 2
74392;2802;pesca 2
74393;2802;pesca 2
74394;2802;pesca 2
74401;2802;pesca 2
74402;2802;pesca 2
74403;2802;pesca 2
74404;2802;pesca 2
74411;2802;pesca 2
74412;2802;pesca 2
74413;2802;pesca 2
74421;2802;pesca 2
74422;2802;pesca 2
74423;2802;pesca 2
74431;2802;pesca 2
74432;2802;pesca 2
74441;2802;pesca 2
74442;2802;pesca 2
74443;2802;pesca 2
74451;2802;pesca 2
74452;2802;pesca 2
74453;2802;pesca 2
74461;2802;pesca 2
74462;2802;pesca 2
74463;2802;pesca 2
74471;2802;pesca 2
74472;2802;pesca 2
74475;2802;pesca 2
74481;2802;pesca 2
74482;2802;pesca 2
74483;2802;pesca 2
74491;2802;pesca 2
74492;2802;pesca 2
74493;2802;pesca 2
74501;2802;pesca 2
74502;2802;pesca 2
74511;2802;pesca 2
74512;2802;pesca 2
74513;2802;pesca 2
74519;2802;pesca 2
74521;2802;pesca 2
74531;2802;pesca 2
74541;2802;pesca 2
74551;2802;pesca 2
74553;2802;pesca 2
74561;2802;pesca 2
74571;2802;pesca 2
74581;2802;pesca 2
74591;2802;pesca 2
74601;2802;pesca 2
74611;2802;pesca 2
74621;2802;pesca 2
76001;2802;pesca 2
76002;2802;pesca 2
76003;2802;pesca 2
76004;2802;pesca 2
76007;2802;pesca 2
76009;2802;pesca 2
77053;2802;pesca 2
81080;2802;pesca 2
8005;5802;minerais nao metalicos
8006;5802;minerais nao metalicos
8053;5802;minerais nao metalicos
11001;5802;minerais nao metalicos
11001;5802;minerais nao metalicos
11001;5802;minerais nao metalicos
11001;5802;minerais nao metalicos
11001;5802;minerais nao metalicos
11002;5802;minerais nao metalicos
11002;5802;minerais nao metalicos
11003;5802;minerais nao metalicos
11003;5802;minerais nao metalicos
11003;5802;minerais nao metalicos
11003;5802;minerais nao metalicos
11005;5802;minerais nao metalicos
11006;5802;minerais nao metalicos
11007;5802;minerais nao metalicos
11036;5802;minerais nao metalicos
11036;5802;minerais nao metalicos
11036;5802;minerais nao metalicos
11036;5802;minerais nao metalicos
11036;5802;minerais nao metalicos
11036;5802;minerais nao metalicos
11036;5802;minerais nao metalicos
11036;5802;minerais nao metalicos
11078;5802;minerais nao metalicos
11087;5802;minerais nao metalicos
11088;5802;minerais nao metalicos
18024;5802;minerais nao metalicos
18024;5802;minerais nao metalicos
18024;5802;minerais nao metalicos
37001;5802;minerais nao metalicos
39092;5802;minerais nao metalicos
86095;5802;minerais nao metalicos
71001;10911;bovinos
71002;10911;bovinos
71003;10911;bovinos
71004;10911;bovinos
71005;10911;bovinos
71006;10911;bovinos
71007;10911;bovinos
71008;10911;bovinos
71009;10911;bovinos
71010;10911;bovinos
71011;10911;bovinos
71012;10911;bovinos
71013;10911;bovinos
71014;10911;bovinos
71015;10911;bovinos
71016;10911;bovinos
71017;10911;bovinos
71018;10911;bovinos
71019;10911;bovinos
71020;10911;bovinos
71021;10911;bovinos
71022;10911;bovinos
71023;10911;bovinos
71024;10911;bovinos
71025;10911;bovinos
71026;10911;bovinos
71027;10911;bovinos
71028;10911;bovinos
71029;10911;bovinos
71030;10911;bovinos
71031;10911;bovinos
71032;10911;bovinos
71038;10911;bovinos
71039;10911;bovinos
71040;10911;bovinos
71043;10911;bovinos
71044;10911;bovinos
71045;10911;bovinos
71046;10911;bovinos
71047;10911;bovinos
