idhh	idorighh	dwt	drgur	ils_origy	yem	yse	yiy	ypt	yprrt	poa	bun_s	tin_s	tscee_s	tscse_s	tscot_s	tscer_s	ils_dispy	bot_s	bfa02_s	bdioa_s	bchmt_s	ils_benmt	ils_bennt	ils_ben	ils_bensim	ils_tax	ils_taxsim	ils_sicdy	ils_pen
35	0	1	0	330	330	0	0	0	0	0	0	0	0	0	0	0	3046,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
36	0	1	0	340	340	0	0	0	0	0	0	0	0	0	0	0	3056,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
37	0	1	0	350	350	0	0	0	0	0	0	0	0	0	0	0	3066,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
38	0	1	0	360	360	0	0	0	0	0	0	0	0	0	0	0	3076,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
39	0	1	0	370	370	0	0	0	0	0	0	0	0	0	0	0	3086,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
40	0	1	0	380	380	0	0	0	0	0	0	0	0	0	0	0	3096,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
41	0	1	0	390	390	0	0	0	0	0	0	0	0	0	0	0	3106,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
42	0	1	0	400	400	0	0	0	0	0	0	0	0	0	0	0	3116,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
43	0	1	0	410	410	0	0	0	0	0	0	0	0	0	0	0	3126,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
44	0	1	0	420	420	0	0	0	0	0	0	0	0	0	0	0	3136,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
45	0	1	0	430	430	0	0	0	0	0	0	0	0	0	0	0	3146,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
46	0	1	0	440	440	0	0	0	0	0	0	0	0	0	0	0	3156,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
47	0	1	0	450	450	0	0	0	0	0	0	0	0	0	0	0	3166,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
48	0	1	0	460	460	0	0	0	0	0	0	0	0	0	0	0	3176,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
49	0	1	0	470	470	0	0	0	0	0	0	0	0	0	0	0	3186,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
50	0	1	0	480	480	0	0	0	0	0	0	0	0	0	0	0	3196,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
51	0	1	0	490	490	0	0	0	0	0	0	0	0	0	0	0	3206,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
52	0	1	0	500	500	0	0	0	0	0	0	0	0	0	0	0	3216,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
53	0	1	0	510	510	0	0	0	0	0	0	0	0	0	0	0	3226,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
54	0	1	0	520	520	0	0	0	0	0	0	0	0	0	0	0	3236,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
55	0	1	0	530	530	0	0	0	0	0	0	0	0	0	0	0	3246,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
56	0	1	0	540	540	0	0	0	0	0	0	0	0	0	0	0	3256,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
57	0	1	0	550	550	0	0	0	0	0	0	0	0	0	0	0	3266,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
58	0	1	0	560	560	0	0	0	0	0	0	0	0	0	0	0	3276,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
59	0	1	0	570	570	0	0	0	0	0	0	0	0	0	0	0	3286,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
60	0	1	0	580	580	0	0	0	0	0	0	0	0	0	0	0	3296,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
61	0	1	0	590	590	0	0	0	0	0	0	0	0	0	0	0	3306,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
62	0	1	0	600	600	0	0	0	0	0	0	0	0	0	0	0	3316,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
63	0	1	0	610	610	0	0	0	0	0	0	0	0	0	0	0	3326,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
64	0	1	0	620	620	0	0	0	0	0	0	0	0	0	0	0	3336,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
65	0	1	0	630	630	0	0	0	0	0	0	0	0	0	0	0	3346,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
66	0	1	0	640	640	0	0	0	0	0	0	0	0	0	0	0	3356,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
67	0	1	0	650	650	0	0	0	0	0	0	0	0	0	0	0	3366,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
68	0	1	0	660	660	0	0	0	0	0	0	0	0	0	0	0	3376,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
69	0	1	0	670	670	0	0	0	0	0	0	0	0	0	0	0	3386,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
70	0	1	0	680	680	0	0	0	0	0	0	0	0	0	0	0	3396,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
71	0	1	0	690	690	0	0	0	0	0	0	0	0	0	0	0	3406,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
72	0	1	0	700	700	0	0	0	0	0	0	0	0	0	0	0	3416,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
73	0	1	0	710	710	0	0	0	0	0	0	0	0	0	0	0	3426,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
74	0	1	0	720	720	0	0	0	0	0	0	0	0	0	0	0	3436,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
75	0	1	0	730	730	0	0	0	0	0	0	0	0	0	0	0	3446,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
76	0	1	0	740	740	0	0	0	0	0	0	0	0	0	0	0	3456,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
77	0	1	0	750	750	0	0	0	0	0	0	0	0	0	0	0	3466,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
78	0	1	0	760	760	0	0	0	0	0	0	0	0	0	0	0	3476,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
79	0	1	0	770	770	0	0	0	0	0	0	0	0	0	0	0	3486,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
80	0	1	0	780	780	0	0	0	0	0	0	0	0	0	0	0	3496,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
81	0	1	0	790	790	0	0	0	0	0	0	0	0	0	0	0	3506,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
82	0	1	0	800	800	0	0	0	0	0	0	0	0	0	0	0	3516,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
83	0	1	0	810	810	0	0	0	0	0	0	0	0	0	0	0	3526,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
84	0	1	0	820	820	0	0	0	0	0	0	0	0	0	0	0	3536,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
85	0	1	0	830	830	0	0	0	0	0	0	0	0	0	0	0	3546,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
86	0	1	0	840	840	0	0	0	0	0	0	0	0	0	0	0	3556,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
87	0	1	0	850	850	0	0	0	0	0	0	0	0	0	0	0	3566,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
88	0	1	0	860	860	0	0	0	0	0	0	0	0	0	0	0	3576,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
89	0	1	0	870	870	0	0	0	0	0	0	0	0	0	0	0	3586,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
90	0	1	0	880	880	0	0	0	0	0	0	0	0	0	0	0	3596,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
91	0	1	0	890	890	0	0	0	0	0	0	0	0	0	0	0	3606,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
92	0	1	0	900	900	0	0	0	0	0	0	0	0	0	0	0	3616,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
93	0	1	0	910	910	0	0	0	0	0	0	0	0	0	0	0	3626,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
94	0	1	0	920	920	0	0	0	0	0	0	0	0	0	0	0	3636,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
95	0	1	0	930	930	0	0	0	0	0	0	0	0	0	0	0	3646,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
96	0	1	0	940	940	0	0	0	0	0	0	0	0	0	0	0	3656,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
97	0	1	0	950	950	0	0	0	0	0	0	0	0	0	0	0	3666,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
98	0	1	0	960	960	0	0	0	0	0	0	0	0	0	0	0	3676,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
99	0	1	0	970	970	0	0	0	0	0	0	0	0	0	0	0	3686,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
100	0	1	0	980	980	0	0	0	0	0	0	0	0	0	0	0	3696,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
101	0	1	0	990	990	0	0	0	0	0	0	0	0	0	0	0	3706,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
102	0	1	0	1000	1000	0	0	0	0	0	0	0	0	0	0	0	3716,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
103	0	1	0	1010	1010	0	0	0	0	0	0	0	0	0	0	0	3726,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
104	0	1	0	1020	1020	0	0	0	0	0	0	0	0	0	0	0	3736,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
105	0	1	0	1030	1030	0	0	0	0	0	0	0	0	0	0	0	3746,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
106	0	1	0	1040	1040	0	0	0	0	0	0	0	0	0	0	0	3756,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
107	0	1	0	1050	1050	0	0	0	0	0	0	0	0	0	0	0	3766,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
108	0	1	0	1060	1060	0	0	0	0	0	0	0	0	0	0	0	3776,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
109	0	1	0	1070	1070	0	0	0	0	0	0	0	0	0	0	0	3786,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
110	0	1	0	1080	1080	0	0	0	0	0	0	0	0	0	0	0	3796,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
111	0	1	0	1090	1090	0	0	0	0	0	0	0	0	0	0	0	3806,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
112	0	1	0	1100	1100	0	0	0	0	0	0	0	0	0	0	0	3816,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
113	0	1	0	1110	1110	0	0	0	0	0	0	0	0	0	0	0	3826,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
114	0	1	0	1120	1120	0	0	0	0	0	0	0	0	0	0	0	3836,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
115	0	1	0	1130	1130	0	0	0	0	0	0	0	0	0	0	0	3846,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
116	0	1	0	1140	1140	0	0	0	0	0	0	0	0	0	0	0	3856,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
117	0	1	0	1150	1150	0	0	0	0	0	0	0	0	0	0	0	3866,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
118	0	1	0	1160	1160	0	0	0	0	0	0	0	0	0	0	0	3876,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
119	0	1	0	1170	1170	0	0	0	0	0	0	0	0	0	0	0	3886,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
120	0	1	0	1180	1180	0	0	0	0	0	0	0	0	0	0	0	3896,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
121	0	1	0	1190	1190	0	0	0	0	0	0	0	0	0	0	0	3906,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
122	0	1	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	3916,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
123	0	1	0	1210	1210	0	0	0	0	0	0	0	0	0	0	0	3926,94	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	0	0
124	0	1	0	1220	1220	0	0	0	0	0	0	0	91,62	0	0	244	3845,32	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	335,62	0
125	0	1	0	1230	1230	0	0	0	0	0	0	0	92,52	0	0	246	3854,42	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	338,52	0
126	0	1	0	1240	1240	0	0	0	0	0	0	0	93,42	0	0	248	3863,52	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	341,42	0
127	0	1	0	1250	1250	0	0	0	0	0	0	0	94,32	0	0	250	3872,62	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	344,32	0
128	0	1	0	1260	1260	0	0	0	0	0	0	0	95,22	0	0	252	3881,72	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	347,22	0
129	0	1	0	1270	1270	0	0	0	0	0	0	0	96,12	0	0	254	3890,82	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	350,12	0
130	0	1	0	1280	1280	0	0	0	0	0	0	0	97,02	0	0	256	3899,92	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	353,02	0
131	0	1	0	1290	1290	0	0	0	0	0	0	0	97,92	0	0	258	3909,02	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	355,92	0
132	0	1	0	1300	1300	0	0	0	0	0	0	0	98,82	0	0	260	3918,12	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	358,82	0
133	0	1	0	1310	1310	0	0	0	0	0	0	0	99,72	0	0	262	3927,22	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	361,72	0
134	0	1	0	1320	1320	0	0	0	0	0	0	0	100,62	0	0	264	3936,32	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	364,62	0
135	0	1	0	1330	1330	0	0	0	0	0	0	0	101,52	0	0	266	3945,42	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	367,52	0
136	0	1	0	1340	1340	0	0	0	0	0	0	0	102,42	0	0	268	3954,52	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	370,42	0
137	0	1	0	1350	1350	0	0	0	0	0	0	0	103,32	0	0	270	3963,62	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	373,32	0
138	0	1	0	1360	1360	0	0	0	0	0	0	0	104,22	0	0	272	3972,72	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	376,22	0
139	0	1	0	1370	1370	0	0	0	0	0	0	0	105,12	0	0	274	3981,82	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	379,12	0
140	0	1	0	1380	1380	0	0	0	0	0	0	0	106,02	0	0	276	3990,92	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	382,02	0
141	0	1	0	1390	1390	0	0	0	0	0	0	0	106,92	0	0	278	4000,02	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	384,92	0
142	0	1	0	1400	1400	0	0	0	0	0	0	0	107,82	0	0	280	4009,12	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	387,82	0
143	0	1	0	1410	1410	0	0	0	0	0	0	0	108,72	0	0	282	4018,22	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	390,72	0
144	0	1	0	1420	1420	0	0	0	0	0	0	0	109,62	0	0	284	4027,32	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	393,62	0
145	0	1	0	1430	1430	0	0	0	0	0	0	0	110,52	0	0	286	4036,42	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	396,52	0
146	0	1	0	1440	1440	0	0	0	0	0	0	0	111,42	0	0	288	4045,52	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	399,42	0
147	0	1	0	1450	1450	0	0	0	0	0	0	0	112,32	0	0	290	4054,62	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	402,32	0
148	0	1	0	1460	1460	0	0	0	0	0	0	0	113,22	0	0	292	4063,72	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	405,22	0
149	0	1	0	1470	1470	0	0	0	0	0	0	0	114,12	0	0	294	4072,82	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	408,12	0
150	0	1	0	1480	1480	0	0	0	0	0	0	0	115,02	0	0	296	4081,92	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	411,02	0
151	0	1	0	1490	1490	0	0	0	0	0	0	0	115,92	0	0	298	4091,02	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	413,92	0
152	0	1	0	1500	1500	0	0	0	0	0	0	0	116,82	0	0	300	4100,12	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	416,82	0
153	0	1	0	1510	1510	0	0	0	0	0	0	0	117,72	0	0	302	4109,22	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	419,72	0
154	0	1	0	1520	1520	0	0	0	0	0	0	0	118,62	0	0	304	4118,32	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	422,62	0
155	0	1	0	1530	1530	0	0	0	0	0	0	0	119,52	0	0	306	4127,42	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	425,52	0
156	0	1	0	1540	1540	0	0	0	0	0	0	0	120,42	0	0	308	4136,52	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	428,42	0
157	0	1	0	1550	1550	0	0	0	0	0	0	0	121,32	0	0	310	4145,62	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	431,32	0
158	0	1	0	1560	1560	0	0	0	0	0	0	0	122,22	0	0	312	4154,72	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	434,22	0
159	0	1	0	1570	1570	0	0	0	0	0	0	0	123,12	0	0	314	4163,82	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	437,12	0
160	0	1	0	1580	1580	0	0	0	0	0	0	0	124,02	0	0	316	4172,92	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	440,02	0
161	0	1	0	1590	1590	0	0	0	0	0	0	0	124,92	0	0	318	4182,02	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	442,92	0
162	0	1	0	1600	1600	0	0	0	0	0	0	0	125,82	0	0	320	4191,12	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	445,82	0
163	0	1	0	1610	1610	0	0	0	0	0	0	0	126,72	0	0	322	4200,22	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	448,72	0
164	0	1	0	1620	1620	0	0	0	0	0	0	0	127,62	0	0	324	4209,32	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	451,62	0
165	0	1	0	1630	1630	0	0	0	0	0	0	0	128,52	0	0	326	4218,42	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	454,52	0
166	0	1	0	1640	1640	0	0	0	0	0	0	0	129,42	0	0	328	4227,52	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	457,42	0
167	0	1	0	1650	1650	0	0	0	0	0	0	0	130,32	0	0	330	4236,62	0	0	2604	112,94	2716,94	0	2716,94	2716,94	0	0	460,32	0
168	0	1	0	1660	1660	0	0	0	0	0	0	0	131,22	0	0	332	4132,78	0	0	2604	0	2604	0	2604	2604	0	0	463,22	0
169	0	1	0	1670	1670	0	0	0	0	0	0	0	132,12	0	0	334	4141,88	0	0	2604	0	2604	0	2604	2604	0	0	466,12	0
170	0	1	0	1680	1680	0	0	0	0	0	0	0	133,02	0	0	336	4150,98	0	0	2604	0	2604	0	2604	2604	0	0	469,02	0
171	0	1	0	1690	1690	0	0	0	0	0	0	0	133,92	0	0	338	4160,08	0	0	2604	0	2604	0	2604	2604	0	0	471,92	0
172	0	1	0	1700	1700	0	0	0	0	0	0	0	134,82	0	0	340	4169,18	0	0	2604	0	2604	0	2604	2604	0	0	474,82	0
173	0	1	0	1710	1710	0	0	0	0	0	0	0	135,72	0	0	342	4178,28	0	0	2604	0	2604	0	2604	2604	0	0	477,72	0
174	0	1	0	1720	1720	0	0	0	0	0	0	0	136,62	0	0	344	4187,38	0	0	2604	0	2604	0	2604	2604	0	0	480,62	0
175	0	1	0	1730	1730	0	0	0	0	0	0	0	137,52	0	0	346	4196,48	0	0	2604	0	2604	0	2604	2604	0	0	483,52	0
176	0	1	0	1740	1740	0	0	0	0	0	0	0	138,42	0	0	348	4205,58	0	0	2604	0	2604	0	2604	2604	0	0	486,42	0
177	0	1	0	1750	1750	0	0	0	0	0	0	0	139,32	0	0	350	4214,68	0	0	2604	0	2604	0	2604	2604	0	0	489,32	0
178	0	1	0	1760	1760	0	0	0	0	0	0	0	140,22	0	0	352	4223,78	0	0	2604	0	2604	0	2604	2604	0	0	492,22	0
179	0	1	0	1770	1770	0	0	0	0	0	0	0	141,12	0	0	354	4232,88	0	0	2604	0	2604	0	2604	2604	0	0	495,12	0
180	0	1	0	1780	1780	0	0	0	0	0	0	0	142,02	0	0	356	4241,98	0	0	2604	0	2604	0	2604	2604	0	0	498,02	0
181	0	1	0	1790	1790	0	0	0	0	0	0	0	142,92	0	0	358	4251,08	0	0	2604	0	2604	0	2604	2604	0	0	500,92	0
182	0	1	0	1800	1800	0	0	0	0	0	0	0	143,82	0	0	360	4260,18	0	0	2604	0	2604	0	2604	2604	0	0	503,82	0
183	0	1	0	1810	1810	0	0	0	0	0	0	0	144,72	0	0	362	4269,28	0	0	2604	0	2604	0	2604	2604	0	0	506,72	0
184	0	1	0	1820	1820	0	0	0	0	0	0	0	145,62	0	0	364	4278,38	0	0	2604	0	2604	0	2604	2604	0	0	509,62	0
185	0	1	0	1830	1830	0	0	0	0	0	0	0	146,52	0	0	366	4287,48	0	0	2604	0	2604	0	2604	2604	0	0	512,52	0
186	0	1	0	1840	1840	0	0	0	0	0	0	0	147,42	0	0	368	4296,58	0	0	2604	0	2604	0	2604	2604	0	0	515,42	0
187	0	1	0	1850	1850	0	0	0	0	0	0	0	148,32	0	0	370	4305,68	0	0	2604	0	2604	0	2604	2604	0	0	518,32	0
188	0	1	0	1860	1860	0	0	0	0	0	0	0	149,22	0	0	372	4314,78	0	0	2604	0	2604	0	2604	2604	0	0	521,22	0
189	0	1	0	1870	1870	0	0	0	0	0	0	0	150,12	0	0	374	4323,88	0	0	2604	0	2604	0	2604	2604	0	0	524,12	0
190	0	1	0	1880	1880	0	0	0	0	0	0	0	151,02	0	0	376	4332,98	0	0	2604	0	2604	0	2604	2604	0	0	527,02	0
191	0	1	0	1890	1890	0	0	0	0	0	0	0	151,92	0	0	378	4342,08	0	0	2604	0	2604	0	2604	2604	0	0	529,92	0
192	0	1	0	1900	1900	0	0	0	0	0	0	0	152,82	0	0	380	4351,18	0	0	2604	0	2604	0	2604	2604	0	0	532,82	0
193	0	1	0	1910	1910	0	0	0	0	0	0	0	153,72	0	0	382	4360,28	0	0	2604	0	2604	0	2604	2604	0	0	535,72	0
194	0	1	0	1920	1920	0	0	0	0	0	0	0	154,62	0	0	384	4369,38	0	0	2604	0	2604	0	2604	2604	0	0	538,62	0
195	0	1	0	1930	1930	0	0	0	0	0	0	0	155,52	0	0	386	4378,48	0	0	2604	0	2604	0	2604	2604	0	0	541,52	0
196	0	1	0	1940	1940	0	0	0	0	0	0	0	156,42	0	0	388	4387,58	0	0	2604	0	2604	0	2604	2604	0	0	544,42	0
197	0	1	0	1950	1950	0	0	0	0	0	0	0	157,32	0	0	390	4396,68	0	0	2604	0	2604	0	2604	2604	0	0	547,32	0
198	0	1	0	1960	1960	0	0	0	0	0	0	0	158,22	0	0	392	4405,78	0	0	2604	0	2604	0	2604	2604	0	0	550,22	0
199	0	1	0	1970	1970	0	0	0	0	0	0	0	159,12	0	0	394	4414,88	0	0	2604	0	2604	0	2604	2604	0	0	553,12	0
200	0	1	0	1980	1980	0	0	0	0	0	0	0	160,02	0	0	396	4423,98	0	0	2604	0	2604	0	2604	2604	0	0	556,02	0
201	0	1	0	1990	1990	0	0	0	0	0	0	0	160,92	0	0	398	4433,08	0	0	2604	0	2604	0	2604	2604	0	0	558,92	0
202	0	1	0	2000	2000	0	0	0	0	0	0	0	161,82	0	0	400	4442,18	0	0	2604	0	2604	0	2604	2604	0	0	561,82	0
203	0	1	0	2010	2010	0	0	0	0	0	0	0	162,72	0	0	402	4451,28	0	0	2604	0	2604	0	2604	2604	0	0	564,72	0
204	0	1	0	2020	2020	0	0	0	0	0	0	0	163,62	0	0	404	4460,38	0	0	2604	0	2604	0	2604	2604	0	0	567,62	0
205	0	1	0	2030	2030	0	0	0	0	0	0	0	164,52	0	0	406	4469,48	0	0	2604	0	2604	0	2604	2604	0	0	570,52	0
206	0	1	0	2040	2040	0	0	0	0	0	0	0	165,42	0	0	408	4478,58	0	0	2604	0	2604	0	2604	2604	0	0	573,42	0
207	0	1	0	2050	2050	0	0	0	0	0	0	0	166,32	0	0	410	4487,68	0	0	2604	0	2604	0	2604	2604	0	0	576,32	0
208	0	1	0	2060	2060	0	0	0	0	0	0	0	167,22	0	0	412	4496,78	0	0	2604	0	2604	0	2604	2604	0	0	579,22	0
209	0	1	0	2070	2070	0	0	0	0	0	0	0	168,12	0	0	414	4505,88	0	0	2604	0	2604	0	2604	2604	0	0	582,12	0
210	0	1	0	2080	2080	0	0	0	0	0	0	0	169,02	0	0	416	4514,98	0	0	2604	0	2604	0	2604	2604	0	0	585,02	0
211	0	1	0	2090	2090	0	0	0	0	0	0	0	169,92	0	0	418	4524,08	0	0	2604	0	2604	0	2604	2604	0	0	587,92	0
212	0	1	0	2100	2100	0	0	0	0	0	0	0	170,82	0	0	420	4533,18	0	0	2604	0	2604	0	2604	2604	0	0	590,82	0
213	0	1	0	2110	2110	0	0	0	0	0	0	0	171,72	0	0	422	4542,28	0	0	2604	0	2604	0	2604	2604	0	0	593,72	0
214	0	1	0	2120	2120	0	0	0	0	0	0	0	172,62	0	0	424	4551,38	0	0	2604	0	2604	0	2604	2604	0	0	596,62	0
215	0	1	0	2130	2130	0	0	0	0	0	0	0	173,52	0	0	426	4560,48	0	0	2604	0	2604	0	2604	2604	0	0	599,52	0
