idhh	idorighh	dwt	drgur	ils_origy	yem	yse	yiy	ypt	yprrt	poa	bun_s	tin_s	tscee_s	tscse_s	tscot_s	tscer_s	ils_dispy	bot_s	bfa02_s	bdioa_s	bchmt_s	ils_benmt	ils_bennt	ils_ben	ils_bensim	ils_tax	ils_taxsim	ils_sicdy	ils_pen
216	0	1	0	2140	2140	0	0	0	0	0	0	0	174,42	0	0	428	4569,58	0	0	2604	0	2604	0	2604	2604	0	0	602,42	0
217	0	1	0	2150	2150	0	0	0	0	0	0	0	175,32	0	0	430	4578,68	0	0	2604	0	2604	0	2604	2604	0	0	605,32	0
218	0	1	0	2160	2160	0	0	0	0	0	0	0	176,22	0	0	432	4587,78	0	0	2604	0	2604	0	2604	2604	0	0	608,22	0
219	0	1	0	2170	2170	0	0	0	0	0	0	0	177,12	0	0	434	4596,88	0	0	2604	0	2604	0	2604	2604	0	0	611,12	0
220	0	1	0	2180	2180	0	0	0	0	0	0	0	178,02	0	0	436	4605,98	0	0	2604	0	2604	0	2604	2604	0	0	614,02	0
221	0	1	0	2190	2190	0	0	0	0	0	0	0	178,92	0	0	438	4615,08	0	0	2604	0	2604	0	2604	2604	0	0	616,92	0
222	0	1	0	2200	2200	0	0	0	0	0	0	0	179,82	0	0	440	4624,18	0	0	2604	0	2604	0	2604	2604	0	0	619,82	0
223	0	1	0	2210	2210	0	0	0	0	0	0	0	180,72	0	0	442	4633,28	0	0	2604	0	2604	0	2604	2604	0	0	622,72	0
224	0	1	0	2220	2220	0	0	0	0	0	0	0	181,62	0	0	444	4642,38	0	0	2604	0	2604	0	2604	2604	0	0	625,62	0
225	0	1	0	2230	2230	0	0	0	0	0	0	0	182,52	0	0	446	4651,48	0	0	2604	0	2604	0	2604	2604	0	0	628,52	0
226	0	1	0	2240	2240	0	0	0	0	0	0	0	183,42	0	0	448	4660,58	0	0	2604	0	2604	0	2604	2604	0	0	631,42	0
227	0	1	0	2250	2250	0	0	0	0	0	0	0	184,32	0	0	450	4669,68	0	0	2604	0	2604	0	2604	2604	0	0	634,32	0
228	0	1	0	2260	2260	0	0	0	0	0	0	0	185,22	0	0	452	4678,78	0	0	2604	0	2604	0	2604	2604	0	0	637,22	0
229	0	1	0	2270	2270	0	0	0	0	0	0	0	186,12	0	0	454	4687,88	0	0	2604	0	2604	0	2604	2604	0	0	640,12	0
230	0	1	0	2280	2280	0	0	0	0	0	0	0	187,02	0	0	456	2092,98	0	0	0	0	0	0	0	0	0	0	643,02	0
231	0	1	0	2290	2290	0	0	0	0	0	0	0	187,92	0	0	458	2102,08	0	0	0	0	0	0	0	0	0	0	645,92	0
232	0	1	0	2300	2300	0	0	0	0	0	0	0	188,82	0	0	460	2111,18	0	0	0	0	0	0	0	0	0	0	648,82	0
233	0	1	0	2310	2310	0	0	0	0	0	0	0	189,72	0	0	462	2120,28	0	0	0	0	0	0	0	0	0	0	651,72	0
234	0	1	0	2320	2320	0	0	0	0	0	0	0	190,62	0	0	464	2129,38	0	0	0	0	0	0	0	0	0	0	654,62	0
235	0	1	0	2330	2330	0	0	0	0	0	0	0	191,52	0	0	466	2138,48	0	0	0	0	0	0	0	0	0	0	657,52	0
236	0	1	0	2340	2340	0	0	0	0	0	0	0	192,42	0	0	468	2147,58	0	0	0	0	0	0	0	0	0	0	660,42	0
237	0	1	0	2350	2350	0	0	0	0	0	0	0	193,32	0	0	470	2156,68	0	0	0	0	0	0	0	0	0	0	663,32	0
238	0	1	0	2360	2360	0	0	0	0	0	0	0	194,22	0	0	472	2165,78	0	0	0	0	0	0	0	0	0	0	666,22	0
239	0	1	0	2370	2370	0	0	0	0	0	0	0	195,12	0	0	474	2174,88	0	0	0	0	0	0	0	0	0	0	669,12	0
240	0	1	0	2380	2380	0	0	0	0	0	0	0	196,02	0	0	476	2183,98	0	0	0	0	0	0	0	0	0	0	672,02	0
241	0	1	0	2390	2390	0	0	0	0	0	0	0	196,92	0	0	478	2193,08	0	0	0	0	0	0	0	0	0	0	674,92	0
242	0	1	0	2400	2400	0	0	0	0	0	0	0	197,82	0	0	480	2202,18	0	0	0	0	0	0	0	0	0	0	677,82	0
243	0	1	0	2410	2410	0	0	0	0	0	0	0	198,72	0	0	482	2211,28	0	0	0	0	0	0	0	0	0	0	680,72	0
244	0	1	0	2420	2420	0	0	0	0	0	0	0	199,62	0	0	484	2220,38	0	0	0	0	0	0	0	0	0	0	683,62	0
245	0	1	0	2430	2430	0	0	0	0	0	0	0	200,6	0	0	486	2229,4	0	0	0	0	0	0	0	0	0	0	686,6	0
246	0	1	0	2440	2440	0	0	0	0	0	0	0	201,8	0	0	488	2238,2	0	0	0	0	0	0	0	0	0	0	689,8	0
247	0	1	0	2450	2450	0	0	0	0	0	0	0	203	0	0	490	2247	0	0	0	0	0	0	0	0	0	0	693	0
248	0	1	0	2460	2460	0	0	0	0	0	0	0	204,2	0	0	492	2255,8	0	0	0	0	0	0	0	0	0	0	696,2	0
249	0	1	0	2470	2470	0	0	0	0	0	0	0	205,4	0	0	494	2264,6	0	0	0	0	0	0	0	0	0	0	699,4	0
250	0	1	0	2480	2480	0	0	0	0	0	0	0	206,6	0	0	496	2273,4	0	0	0	0	0	0	0	0	0	0	702,6	0
251	0	1	0	2490	2490	0	0	0	0	0	0	0	207,8	0	0	498	2282,2	0	0	0	0	0	0	0	0	0	0	705,8	0
252	0	1	0	2500	2500	0	0	0	0	0	0	0	209	0	0	500	2291	0	0	0	0	0	0	0	0	0	0	709	0
253	0	1	0	2510	2510	0	0	0	0	0	0	0	210,2	0	0	502	2299,8	0	0	0	0	0	0	0	0	0	0	712,2	0
254	0	1	0	2520	2520	0	0	0	0	0	0	0	211,4	0	0	504	2308,6	0	0	0	0	0	0	0	0	0	0	715,4	0
255	0	1	0	2530	2530	0	0	0	0	0	0	0	212,6	0	0	506	2317,4	0	0	0	0	0	0	0	0	0	0	718,6	0
256	0	1	0	2540	2540	0	0	0	0	0	0	0	213,8	0	0	508	2326,2	0	0	0	0	0	0	0	0	0	0	721,8	0
257	0	1	0	2550	2550	0	0	0	0	0	0	0	215	0	0	510	2335	0	0	0	0	0	0	0	0	0	0	725	0
258	0	1	0	2560	2560	0	0	0	0	0	0	0	216,2	0	0	512	2343,8	0	0	0	0	0	0	0	0	0	0	728,2	0
259	0	1	0	2570	2570	0	0	0	0	0	0	0	217,4	0	0	514	2352,6	0	0	0	0	0	0	0	0	0	0	731,4	0
260	0	1	0	2580	2580	0	0	0	0	0	0	0	218,6	0	0	516	2361,4	0	0	0	0	0	0	0	0	0	0	734,6	0
261	0	1	0	2590	2590	0	0	0	0	0	0	0	219,8	0	0	518	2370,2	0	0	0	0	0	0	0	0	0	0	737,8	0
262	0	1	0	2600	2600	0	0	0	0	0	0	0	221	0	0	520	2379	0	0	0	0	0	0	0	0	0	0	741	0
263	0	1	0	2610	2610	0	0	0	0	0	0	0,47	222,2	0	0	522	2387,33	0	0	0	0	0	0	0	0	0,47	0,47	744,2	0
264	0	1	0	2620	2620	0	0	0	0	0	0	1	223,4	0	0	524	2395,6	0	0	0	0	0	0	0	0	1	1	747,4	0
265	0	1	0	2630	2630	0	0	0	0	0	0	1,53	224,6	0	0	526	2403,87	0	0	0	0	0	0	0	0	1,53	1,53	750,6	0
266	0	1	0	2640	2640	0	0	0	0	0	0	2,05	225,8	0	0	528	2412,15	0	0	0	0	0	0	0	0	2,05	2,05	753,8	0
267	0	1	0	2650	2650	0	0	0	0	0	0	2,58	227	0	0	530	2420,42	0	0	0	0	0	0	0	0	2,58	2,58	757	0
268	0	1	0	2660	2660	0	0	0	0	0	0	3,11	228,2	0	0	532	2428,69	0	0	0	0	0	0	0	0	3,11	3,11	760,2	0
269	0	1	0	2670	2670	0	0	0	0	0	0	3,64	229,4	0	0	534	2436,96	0	0	0	0	0	0	0	0	3,64	3,64	763,4	0
270	0	1	0	2680	2680	0	0	0	0	0	0	4,17	230,6	0	0	536	2445,23	0	0	0	0	0	0	0	0	4,17	4,17	766,6	0
271	0	1	0	2690	2690	0	0	0	0	0	0	4,69	231,8	0	0	538	2453,51	0	0	0	0	0	0	0	0	4,69	4,69	769,8	0
272	0	1	0	2700	2700	0	0	0	0	0	0	5,22	233	0	0	540	2461,78	0	0	0	0	0	0	0	0	5,22	5,22	773	0
273	0	1	0	2710	2710	0	0	0	0	0	0	5,75	234,2	0	0	542	2470,05	0	0	0	0	0	0	0	0	5,75	5,75	776,2	0
274	0	1	0	2720	2720	0	0	0	0	0	0	6,28	235,4	0	0	544	2478,32	0	0	0	0	0	0	0	0	6,28	6,28	779,4	0
275	0	1	0	2730	2730	0	0	0	0	0	0	6,81	236,6	0	0	546	2486,59	0	0	0	0	0	0	0	0	6,81	6,81	782,6	0
276	0	1	0	2740	2740	0	0	0	0	0	0	7,33	237,8	0	0	548	2494,87	0	0	0	0	0	0	0	0	7,33	7,33	785,8	0
277	0	1	0	2750	2750	0	0	0	0	0	0	7,86	239	0	0	550	2503,14	0	0	0	0	0	0	0	0	7,86	7,86	789	0
278	0	1	0	2760	2760	0	0	0	0	0	0	8,39	240,2	0	0	552	2511,41	0	0	0	0	0	0	0	0	8,39	8,39	792,2	0
279	0	1	0	2770	2770	0	0	0	0	0	0	8,92	241,4	0	0	554	2519,68	0	0	0	0	0	0	0	0	8,92	8,92	795,4	0
280	0	1	0	2780	2780	0	0	0	0	0	0	9,45	242,6	0	0	556	2527,95	0	0	0	0	0	0	0	0	9,45	9,45	798,6	0
281	0	1	0	2790	2790	0	0	0	0	0	0	9,97	243,8	0	0	558	2536,23	0	0	0	0	0	0	0	0	9,97	9,97	801,8	0
282	0	1	0	2800	2800	0	0	0	0	0	0	10,5	245	0	0	560	2544,5	0	0	0	0	0	0	0	0	10,5	10,5	805	0
283	0	1	0	2810	2810	0	0	0	0	0	0	11,03	246,2	0	0	562	2552,77	0	0	0	0	0	0	0	0	11,03	11,03	808,2	0
284	0	1	0	2820	2820	0	0	0	0	0	0	11,56	247,4	0	0	564	2561,04	0	0	0	0	0	0	0	0	11,56	11,56	811,4	0
285	0	1	0	2830	2830	0	0	0	0	0	0	12,09	248,6	0	0	566	2569,31	0	0	0	0	0	0	0	0	12,09	12,09	814,6	0
286	0	1	0	2840	2840	0	0	0	0	0	0	12,61	249,8	0	0	568	2577,59	0	0	0	0	0	0	0	0	12,61	12,61	817,8	0
287	0	1	0	2850	2850	0	0	0	0	0	0	13,14	251	0	0	570	2585,86	0	0	0	0	0	0	0	0	13,14	13,14	821	0
288	0	1	0	2860	2860	0	0	0	0	0	0	13,67	252,2	0	0	572	2594,13	0	0	0	0	0	0	0	0	13,67	13,67	824,2	0
289	0	1	0	2870	2870	0	0	0	0	0	0	14,2	253,4	0	0	574	2602,4	0	0	0	0	0	0	0	0	14,2	14,2	827,4	0
290	0	1	0	2880	2880	0	0	0	0	0	0	14,73	254,6	0	0	576	2610,67	0	0	0	0	0	0	0	0	14,73	14,73	830,6	0
291	0	1	0	2890	2890	0	0	0	0	0	0	15,25	255,8	0	0	578	2618,95	0	0	0	0	0	0	0	0	15,25	15,25	833,8	0
292	0	1	0	2900	2900	0	0	0	0	0	0	15,78	257	0	0	580	2627,22	0	0	0	0	0	0	0	0	15,78	15,78	837	0
293	0	1	0	2910	2910	0	0	0	0	0	0	16,31	258,2	0	0	582	2635,49	0	0	0	0	0	0	0	0	16,31	16,31	840,2	0
294	0	1	0	2920	2920	0	0	0	0	0	0	16,84	259,4	0	0	584	2643,76	0	0	0	0	0	0	0	0	16,84	16,84	843,4	0
295	0	1	0	2930	2930	0	0	0	0	0	0	17,37	260,6	0	0	586	2652,03	0	0	0	0	0	0	0	0	17,37	17,37	846,6	0
296	0	1	0	2940	2940	0	0	0	0	0	0	17,89	261,8	0	0	588	2660,31	0	0	0	0	0	0	0	0	17,89	17,89	849,8	0
297	0	1	0	2950	2950	0	0	0	0	0	0	18,42	263	0	0	590	2668,58	0	0	0	0	0	0	0	0	18,42	18,42	853	0
298	0	1	0	2960	2960	0	0	0	0	0	0	18,95	264,2	0	0	592	2676,85	0	0	0	0	0	0	0	0	18,95	18,95	856,2	0
299	0	1	0	2970	2970	0	0	0	0	0	0	19,48	265,4	0	0	594	2685,12	0	0	0	0	0	0	0	0	19,48	19,48	859,4	0
300	0	1	0	2980	2980	0	0	0	0	0	0	20,01	266,6	0	0	596	2693,39	0	0	0	0	0	0	0	0	20,01	20,01	862,6	0
301	0	1	0	2990	2990	0	0	0	0	0	0	20,53	267,8	0	0	598	2701,67	0	0	0	0	0	0	0	0	20,53	20,53	865,8	0
302	0	1	0	3000	3000	0	0	0	0	0	0	21,06	269	0	0	600	2709,94	0	0	0	0	0	0	0	0	21,06	21,06	869	0
303	0	1	0	3010	3010	0	0	0	0	0	0	21,59	270,2	0	0	602	2718,21	0	0	0	0	0	0	0	0	21,59	21,59	872,2	0
304	0	1	0	3020	3020	0	0	0	0	0	0	22,12	271,4	0	0	604	2726,48	0	0	0	0	0	0	0	0	22,12	22,12	875,4	0
305	0	1	0	3030	3030	0	0	0	0	0	0	22,65	272,6	0	0	606	2734,75	0	0	0	0	0	0	0	0	22,65	22,65	878,6	0
306	0	1	0	3040	3040	0	0	0	0	0	0	23,17	273,8	0	0	608	2743,03	0	0	0	0	0	0	0	0	23,17	23,17	881,8	0
307	0	1	0	3050	3050	0	0	0	0	0	0	23,7	275	0	0	610	2751,3	0	0	0	0	0	0	0	0	23,7	23,7	885	0
308	0	1	0	3060	3060	0	0	0	0	0	0	24,23	276,2	0	0	612	2759,57	0	0	0	0	0	0	0	0	24,23	24,23	888,2	0
309	0	1	0	3070	3070	0	0	0	0	0	0	24,76	277,4	0	0	614	2767,84	0	0	0	0	0	0	0	0	24,76	24,76	891,4	0
310	0	1	0	3080	3080	0	0	0	0	0	0	25,29	278,6	0	0	616	2776,11	0	0	0	0	0	0	0	0	25,29	25,29	894,6	0
311	0	1	0	3090	3090	0	0	0	0	0	0	25,81	279,8	0	0	618	2784,39	0	0	0	0	0	0	0	0	25,81	25,81	897,8	0
312	0	1	0	3100	3100	0	0	0	0	0	0	26,34	281	0	0	620	2792,66	0	0	0	0	0	0	0	0	26,34	26,34	901	0
313	0	1	0	3110	3110	0	0	0	0	0	0	26,87	282,2	0	0	622	2800,93	0	0	0	0	0	0	0	0	26,87	26,87	904,2	0
314	0	1	0	3120	3120	0	0	0	0	0	0	27,4	283,4	0	0	624	2809,2	0	0	0	0	0	0	0	0	27,4	27,4	907,4	0
315	0	1	0	3130	3130	0	0	0	0	0	0	27,93	284,6	0	0	626	2817,47	0	0	0	0	0	0	0	0	27,93	27,93	910,6	0
316	0	1	0	3140	3140	0	0	0	0	0	0	28,45	285,8	0	0	628	2825,75	0	0	0	0	0	0	0	0	28,45	28,45	913,8	0
317	0	1	0	3150	3150	0	0	0	0	0	0	28,98	287	0	0	630	2834,02	0	0	0	0	0	0	0	0	28,98	28,98	917	0
318	0	1	0	3160	3160	0	0	0	0	0	0	29,51	288,2	0	0	632	2842,29	0	0	0	0	0	0	0	0	29,51	29,51	920,2	0
319	0	1	0	3170	3170	0	0	0	0	0	0	30,04	289,4	0	0	634	2850,56	0	0	0	0	0	0	0	0	30,04	30,04	923,4	0
320	0	1	0	3180	3180	0	0	0	0	0	0	30,57	290,6	0	0	636	2858,83	0	0	0	0	0	0	0	0	30,57	30,57	926,6	0
321	0	1	0	3190	3190	0	0	0	0	0	0	31,09	291,8	0	0	638	2867,11	0	0	0	0	0	0	0	0	31,09	31,09	929,8	0
322	0	1	0	3200	3200	0	0	0	0	0	0	31,62	293	0	0	640	2875,38	0	0	0	0	0	0	0	0	31,62	31,62	933	0
323	0	1	0	3210	3210	0	0	0	0	0	0	32,15	294,2	0	0	642	2883,65	0	0	0	0	0	0	0	0	32,15	32,15	936,2	0
324	0	1	0	3220	3220	0	0	0	0	0	0	32,68	295,4	0	0	644	2891,92	0	0	0	0	0	0	0	0	32,68	32,68	939,4	0
325	0	1	0	3230	3230	0	0	0	0	0	0	33,21	296,6	0	0	646	2900,19	0	0	0	0	0	0	0	0	33,21	33,21	942,6	0
326	0	1	0	3240	3240	0	0	0	0	0	0	33,73	297,8	0	0	648	2908,47	0	0	0	0	0	0	0	0	33,73	33,73	945,8	0
327	0	1	0	3250	3250	0	0	0	0	0	0	34,26	299	0	0	650	2916,74	0	0	0	0	0	0	0	0	34,26	34,26	949	0
328	0	1	0	3260	3260	0	0	0	0	0	0	34,79	300,2	0	0	652	2925,01	0	0	0	0	0	0	0	0	34,79	34,79	952,2	0
329	0	1	0	3270	3270	0	0	0	0	0	0	35,32	301,4	0	0	654	2933,28	0	0	0	0	0	0	0	0	35,32	35,32	955,4	0
330	0	1	0	3280	3280	0	0	0	0	0	0	35,85	302,6	0	0	656	2941,55	0	0	0	0	0	0	0	0	35,85	35,85	958,6	0
331	0	1	0	3290	3290	0	0	0	0	0	0	36,37	303,8	0	0	658	2949,83	0	0	0	0	0	0	0	0	36,37	36,37	961,8	0
332	0	1	0	3300	3300	0	0	0	0	0	0	36,9	305	0	0	660	2958,1	0	0	0	0	0	0	0	0	36,9	36,9	965	0
333	0	1	0	3310	3310	0	0	0	0	0	0	37,43	306,2	0	0	662	2966,37	0	0	0	0	0	0	0	0	37,43	37,43	968,2	0
334	0	1	0	3320	3320	0	0	0	0	0	0	37,96	307,4	0	0	664	2974,64	0	0	0	0	0	0	0	0	37,96	37,96	971,4	0
335	0	1	0	3330	3330	0	0	0	0	0	0	38,49	308,6	0	0	666	2982,91	0	0	0	0	0	0	0	0	38,49	38,49	974,6	0
336	0	1	0	3340	3340	0	0	0	0	0	0	39,01	309,8	0	0	668	2991,19	0	0	0	0	0	0	0	0	39,01	39,01	977,8	0
337	0	1	0	3350	3350	0	0	0	0	0	0	39,54	311	0	0	670	2999,46	0	0	0	0	0	0	0	0	39,54	39,54	981	0
338	0	1	0	3360	3360	0	0	0	0	0	0	40,07	312,2	0	0	672	3007,73	0	0	0	0	0	0	0	0	40,07	40,07	984,2	0
339	0	1	0	3370	3370	0	0	0	0	0	0	40,6	313,4	0	0	674	3016	0	0	0	0	0	0	0	0	40,6	40,6	987,4	0
340	0	1	0	3380	3380	0	0	0	0	0	0	41,13	314,6	0	0	676	3024,27	0	0	0	0	0	0	0	0	41,13	41,13	990,6	0
341	0	1	0	3390	3390	0	0	0	0	0	0	41,65	315,8	0	0	678	3032,55	0	0	0	0	0	0	0	0	41,65	41,65	993,8	0
342	0	1	0	3400	3400	0	0	0	0	0	0	42,18	317	0	0	680	3040,82	0	0	0	0	0	0	0	0	42,18	42,18	997	0
343	0	1	0	3410	3410	0	0	0	0	0	0	42,71	318,2	0	0	682	3049,09	0	0	0	0	0	0	0	0	42,71	42,71	1000,2	0
344	0	1	0	3420	3420	0	0	0	0	0	0	43,24	319,4	0	0	684	3057,36	0	0	0	0	0	0	0	0	43,24	43,24	1003,4	0
345	0	1	0	3430	3430	0	0	0	0	0	0	43,77	320,6	0	0	686	3065,63	0	0	0	0	0	0	0	0	43,77	43,77	1006,6	0
346	0	1	0	3440	3440	0	0	0	0	0	0	44,29	321,8	0	0	688	3073,91	0	0	0	0	0	0	0	0	44,29	44,29	1009,8	0
347	0	1	0	3450	3450	0	0	0	0	0	0	44,82	323	0	0	690	3082,18	0	0	0	0	0	0	0	0	44,82	44,82	1013	0
348	0	1	0	3460	3460	0	0	0	0	0	0	45,35	324,2	0	0	692	3090,45	0	0	0	0	0	0	0	0	45,35	45,35	1016,2	0
349	0	1	0	3470	3470	0	0	0	0	0	0	45,88	325,4	0	0	694	3098,72	0	0	0	0	0	0	0	0	45,88	45,88	1019,4	0
350	0	1	0	3480	3480	0	0	0	0	0	0	46,41	326,6	0	0	696	3106,99	0	0	0	0	0	0	0	0	46,41	46,41	1022,6	0
351	0	1	0	3490	3490	0	0	0	0	0	0	46,93	327,8	0	0	698	3115,27	0	0	0	0	0	0	0	0	46,93	46,93	1025,8	0
352	0	1	0	3500	3500	0	0	0	0	0	0	47,46	329	0	0	700	3123,54	0	0	0	0	0	0	0	0	47,46	47,46	1029	0
353	0	1	0	3510	3510	0	0	0	0	0	0	47,99	330,2	0	0	702	3131,81	0	0	0	0	0	0	0	0	47,99	47,99	1032,2	0
354	0	1	0	3520	3520	0	0	0	0	0	0	48,52	331,4	0	0	704	3140,08	0	0	0	0	0	0	0	0	48,52	48,52	1035,4	0
355	0	1	0	3530	3530	0	0	0	0	0	0	49,05	332,6	0	0	706	3148,35	0	0	0	0	0	0	0	0	49,05	49,05	1038,6	0
356	0	1	0	3540	3540	0	0	0	0	0	0	49,57	333,8	0	0	708	3156,63	0	0	0	0	0	0	0	0	49,57	49,57	1041,8	0
357	0	1	0	3550	3550	0	0	0	0	0	0	50,1	335	0	0	710	3164,9	0	0	0	0	0	0	0	0	50,1	50,1	1045	0
358	0	1	0	3560	3560	0	0	0	0	0	0	50,63	336,2	0	0	712	3173,17	0	0	0	0	0	0	0	0	50,63	50,63	1048,2	0
359	0	1	0	3570	3570	0	0	0	0	0	0	51,16	337,4	0	0	714	3181,44	0	0	0	0	0	0	0	0	51,16	51,16	1051,4	0
360	0	1	0	3580	3580	0	0	0	0	0	0	51,69	338,6	0	0	716	3189,71	0	0	0	0	0	0	0	0	51,69	51,69	1054,6	0
361	0	1	0	3590	3590	0	0	0	0	0	0	52,21	339,8	0	0	718	3197,99	0	0	0	0	0	0	0	0	52,21	52,21	1057,8	0
362	0	1	0	3600	3600	0	0	0	0	0	0	52,74	341	0	0	720	3206,26	0	0	0	0	0	0	0	0	52,74	52,74	1061	0
363	0	1	0	3610	3610	0	0	0	0	0	0	53,27	342,2	0	0	722	3214,53	0	0	0	0	0	0	0	0	53,27	53,27	1064,2	0
364	0	1	0	3620	3620	0	0	0	0	0	0	53,8	343,4	0	0	724	3222,8	0	0	0	0	0	0	0	0	53,8	53,8	1067,4	0
