idhh	dwt	ils_dispy	ils_origy	ils_ben	ils_bensim	ils_tax	ils_taxsim	ils_sicee	ils_sicer	ils_sicse
28803	1118,75	914,6	965	-2	0	0	0	48,4	96,8	0
28804	1118,75	2650,14	2798,27	-3	0	4,97	4,97	140,16	280,33	0
28805	1877,18	91,04	107,54	-2	0	0	0	0	0	14,5
28806	1877,18	1719,6	1811,21	-1	0	0	0	90,61	181,22	0
28807	1877,18	1036,09	1097,46	-6	0	0	0	55,37	110,75	0
28808	1877,18	-12	-8	-4	0	0	0	0	0	0
28809	1877,18	1922,27	2026,81	-3	0	0	0	101,54	203,08	0
28810	1520,32	3500,23	3687,77	-3	0	0	0	184,54	369,08	0
28811	1520,32	4524,28	4790,59	-2	0	24,78	24,78	239,53	479,06	0
28812	1520,32	9335,03	10175,37	949,07	0	1151,87	1151,87	428,45	856,9	209,09
28813	1520,32	470,63	499,98	-4	0	0	0	25,35	50,7	0
28814	1520,32	4295	4525,53	-4	0	0	0	226,53	453,05	0
28815	1520,32	5353,1	5637	-2	0	0	0	281,9	563,8	0
28816	1520,32	4906,86	5171,9	-4	0	2,14	2,14	258,9	517,79	0
28817	1520,32	2783,5	1939,26	941,36	0	0	0	97,11	194,23	0
28818	1520,32	5851,94	6293	-4	0	122,16	122,16	314,9	629,8	0
28819	6747,25	2221,99	2342,31	-3	0	0	0	117,32	234,63	0
28820	6747,25	301,69	341,08	-3	0	0	0	5,38	10,75	31,01
28821	6747,25	2105,95	2219	-2	0	0	0	111,05	222,1	0
28822	6747,25	13320,52	15351,76	-4	0	1343,87	1343,87	358,37	716,74	325
28823	6747,25	6443,93	7358,46	-3	0	543,46	543,46	368,07	736,15	0
28824	6747,25	9748,47	11508,68	-4	0	1025,65	1025,65	478,89	957,78	251,67
28825	6747,25	440,22	507,45	-1	0	0	0	0	0	66,23
28826	1633,17	6030,99	1272,9	5116,59	0	212,59	212,59	12,8	25,6	133,11
28827	1633,17	5934,2	5421,77	957,41	0	43,18	43,18	76,79	153,59	325
28828	1633,17	4222,3	3472,32	950	0	25,95	25,95	174,07	348,13	0
28829	1633,17	3633,91	468,36	3189,42	283,45	0	0	23,87	47,74	0
28830	1633,17	10304,75	11474,7	-3	0	592,97	592,97	573,99	1147,97	0
28831	1633,17	1359,71	1433,48	-2	0	0	0	71,77	143,55	0
28832	1633,17	1069,92	142,31	947,41	0	0	0	0	0	19,8
28833	1003,37	443,37	513,97	-3	0	0	0	0	0	67,6
28834	1003,37	-12	-8	-4	0	0	0	0	0	0
28835	1003,37	1424,52	1502,92	-3	0	0	0	75,4	150,79	0
28836	1003,37	1145,73	1207,14	-1	0	0	0	60,41	120,81	0
28837	1003,37	6038,41	2042,33	4098,65	0	0	0	102,57	205,13	0
28838	1003,37	1323,55	1396,63	-3	0	0	0	70,08	140,16	0
28839	1003,37	3830,96	4038,27	-5	0	0	0	202,31	404,63	0
28840	1003,37	1865,94	1998,51	-3	0	0	0	0	0	129,57
28841	1647,9	1891,83	1832,04	151,5	0	0	0	91,7	183,4	0
28842	1647,9	1574,82	1663,89	-3	0	0	0	81,64	163,28	4,43
28843	1647,9	1805,09	1902,36	-2	0	0	0	95,27	190,54	0
28844	1647,9	1776,08	1872,92	-3	0	0	0	93,85	187,69	0
28845	1647,9	12278,46	14091,58	-3	0	1105,34	1105,34	704,78	1409,56	0
28846	1647,9	2962,19	3123,73	-5	0	0	0	156,54	313,07	0
28847	178,75	1065,99	1124,31	-2	0	0	0	56,32	112,63	0
28848	178,75	4314,82	4577,15	-3	0	30,33	30,33	229,01	458,02	0
28849	178,75	2913,66	3069,17	-2	0	0	0	153,51	307,02	0
28850	178,75	1915,82	-3	1918,82	0	0	0	0	0	0
28851	178,75	5601,12	2077,97	3658,48	0	31,23	31,23	104,1	208,2	0
28852	178,75	5749,78	959,26	4979,41	0	188,9	188,9	0	0	0
28853	178,75	2577,52	739,09	1909,44	0	0	0	4,79	9,58	66,23
28854	178,75	952,72	-2	954,72	0	0	0	0	0	0
28855	178,75	4251,47	2177,6	2390,44	0	32,19	32,19	0	0	284,39
28856	795,55	2670,69	3003,78	-2	0	6,09	6,09	0	0	325
28857	795,55	9139,61	10020,92	-3	0	302,67	302,67	250,65	501,3	325
28858	795,55	927,41	-4	931,41	0	0	0	0	0	0
28859	795,55	1735,51	1999,18	-3	0	0	0	0	0	260,67
28860	795,55	3857,31	2998,78	1008,92	0	0	0	150,39	300,78	0
28861	795,55	691,37	732,34	-4	0	0	0	36,97	73,93	0
28862	795,55	-6	-4	-2	0	0	0	0	0	0
28863	795,55	975,62	1028,07	-1	0	0	0	51,45	102,91	0
28864	1101,42	2747,09	2906,84	-3	0	11,16	11,16	145,59	291,18	0
28865	1101,42	2974,4	3140,24	-2	0	6,68	6,68	157,16	314,32	0
28866	1101,42	3636,82	3894,78	-3	0	59,97	59,97	194,99	389,98	0
28867	1101,42	2682,54	-2	2703,85	0	19,31	19,31	0	0	0
28868	1101,42	99,38	117,13	-2	0	0	0	0	0	15,75
28869	1101,42	4306,81	4668,11	-3	0	124,69	124,69	233,61	467,21	0
28870	1101,42	2686,66	-2	2695,57	0	6,91	6,91	0	0	0
28871	1101,42	2652,54	2798,24	-1	0	4,74	4,74	139,96	279,92	0
28872	1493,85	1314,87	1512,79	-1	0	0	0	0	0	196,92
28873	1493,85	601,26	694	-2	0	0	0	0	0	90,74
28874	1493,85	3209,62	3584,54	-4	0	0	0	59,83	119,66	311,08
28875	1493,85	7043,81	7676,38	-3	0	176,58	176,58	127,99	255,98	325
28876	1493,85	2571,97	2712,92	-5	0	0	0	135,95	271,89	0
28877	2658,94	3503,16	3690,9	-3	0	0	0	184,75	369,49	0
28878	2658,94	4621,52	4994,37	-4	0	0	0	175,75	351,5	193,1
28879	2658,94	2198,87	2527,87	-4	0	0	0	0	0	325
28880	2658,94	4642,7	3420,07	1549,45	0	155,67	155,67	171,15	342,31	0
28881	2658,94	7633,35	8051,28	-4	0	11,21	11,21	402,71	805,43	0
28882	2658,94	5633,37	5134,5	940,36	0	144,14	144,14	231,91	463,81	65,44
28883	2658,94	1941,28	2046,83	-3	0	0	0	102,54	205,08	0
28884	1441,66	1977,72	1117,33	947,07	0	0	0	37,18	74,36	49,5
28885	1441,66	3986,93	4202,89	-4	0	1,57	1,57	210,39	420,79	0
28886	1441,66	915,1	965,53	-2	0	0	0	48,43	96,85	0
28887	1441,66	2805,15	2956,11	-3	0	0	0	147,96	295,91	0
28888	1441,66	2767,2	1655,17	1207,14	0	12,25	12,25	82,86	165,72	0
28889	1441,66	805,98	851,77	-3	0	0	0	42,79	85,58	0
28890	1441,66	940,76	-3	943,76	0	0	0	0	0	0
28891	2166,93	703,1	745,25	-1	0	0	0	34,83	69,66	6,32
28892	2166,93	2801,07	549,5	2279,29	0	0	0	27,73	55,45	0
28893	2166,93	3443,86	3608,87	-4	0	1,81	1,81	159,2	318,41	0
28894	2166,93	9046,49	-3	10124,9	0	1075,41	1075,41	0	0	0
28895	2166,93	4332,46	401,15	4059,5	0	128,19	128,19	0	0	0
28896	438,4	4894,8	5511,25	-2	0	17,91	17,91	75,19	150,39	521,35
28897	438,4	1664,81	1753,54	-1	0	0	0	87,73	175,45	0
28898	438,4	1969,11	2202,71	-3	0	0	0	35,09	70,18	195,51
28899	438,4	3345,78	3525,14	-3	0	0	0	176,36	352,71	0
28900	438,4	805,43	852,4	-4	0	0	0	42,97	85,94	0
28901	438,4	2898,51	3054,38	-3	0	0	0	152,87	305,74	0
28902	438,4	1084,12	532,61	578,69	584,69	0	0	27,18	54,36	0
28903	438,4	9049,66	9991	-5	0	286,35	286,35	0	0	650
28904	1150,71	5756,4	4184,62	1861,82	0	0	0	158,97	317,93	131,08
28905	1150,71	959,91	1016,11	-5	0	0	0	51,21	102,41	0
28906	1150,71	2320,53	2448,35	-5	0	0	0	122,82	245,63	0
28907	1150,71	2953,2	3178,33	-2	0	0	0	118,86	237,73	104,27
28908	1150,71	4705,21	2991,41	1921,55	0	0	0	113,69	227,39	94,06
28909	1150,71	2235	2356	-3	0	0	0	118	236	0
28910	1150,71	1371	497	939	0	0	0	0	0	65
28911	1150,71	2679,36	2798	-2	0	6,64	6,64	110	220	0
28912	1124,92	3267,32	2287,73	1094,28	0	0	0	114,69	229,37	0
28913	1124,92	1919,51	2023,9	-3	0	0	0	101,4	202,79	0
28914	1124,92	2892,63	3168,66	-5	0	0	0	71,99	143,98	199,04
28915	1124,92	3150,01	3321,43	-5	0	0	0	166,42	332,84	0
28916	1124,92	5641,47	3511,68	2350,89	0	45,46	45,46	175,63	351,27	0
28917	1124,92	9878,84	10908,12	155,23	0	679,24	679,24	180,27	360,53	325
28918	1124,92	3200,65	1240,41	2022,66	0	0	0	62,42	124,84	0
28919	1124,92	712,46	754,48	-4	0	0	0	38,02	76,05	0
28920	1961,53	12777,99	6908,44	9214,26	0	3019,71	3019,71	0	0	325
28921	1961,53	-7	-4	-3	0	0	0	0	0	0
28922	1961,53	1742,46	1943,5	-4	0	0	0	35,33	70,65	161,72
28923	1961,53	18169,79	21697,75	-4	0	2317,6	2317,6	881,36	1762,71	325
28924	1961,53	1446,6	1525	-2	0	0	0	76,4	152,8	0
28925	1961,53	1526,36	1527,36	-1	0	0	0	0	0	0
28926	857,17	587,75	661,94	-6	0	0	0	12,06	24,12	56,13
28927	857,17	869,65	-2	871,65	0	0	0	0	0	0
28928	857,17	-6	-4	-2	0	0	0	0	0	0
28929	857,17	2228,79	2555,79	-2	0	0	0	0	0	325
28930	857,17	976,99	-1	977,99	0	0	0	0	0	0
28931	857,17	2116,52	2233,6	-5	0	0	0	112,08	224,16	0
28932	857,17	2863,2	2029,82	935,43	0	0,16	0,16	101,89	203,78	0
28933	857,17	21,2	28,71	-3	0	0	0	0	0	4,51
28934	888,52	2049,14	1030,55	1032,59	0	0	0	14,01	28,01	0
28935	888,52	2478,62	-2	2480,62	0	0	0	0	0	0
28936	888,52	4391,71	3460	1129,98	0	25,02	25,02	173,25	346,5	0
28937	888,52	1272,21	1331,65	-2	0	0	0	57,44	114,88	0
28938	888,52	7774,67	8613,29	-2	0	186,62	186,62	0	0	650
28939	888,52	396,59	418,57	-1	0	0	0	20,98	41,96	0
28940	888,52	2340,62	2693,26	-2	0	0	0	0	0	350,64
28941	888,52	1956,51	2062,9	-3	0	0	0	103,4	206,79	0
28942	1476,96	2294,1	405,73	1908,9	0	0	0	20,54	41,07	0
28943	1476,96	2236,62	2357,71	-3	0	0	0	118,09	236,17	0
28944	1476,96	2287,83	-2	2289,83	0	0	0	0	0	0
28945	1476,96	5638,22	4514,05	1640,93	0	119,88	119,88	71,88	143,76	325
28946	1476,96	12109,89	14169,25	-2	0	1348,84	1348,84	708,51	1417,03	0
28947	1476,96	555,37	590,28	-5	0	0	0	29,91	59,83	0
28948	1476,96	930,33	-1	931,33	0	0	0	0	0	0
28949	1476,96	1440,86	-4	1444,86	0	0	0	0	0	0
28950	1476,96	2755,1	593,29	2191,72	0	0	0	29,91	59,83	0
28951	2278,42	2434,72	2565,08	-2	0	0	0	128,35	256,71	0
28952	2278,42	8517,89	9459,61	-3	0	319,68	319,68	294,05	588,09	325
28953	2278,42	10592,27	-4	11263,09	0	666,82	666,82	0	0	0
28954	2278,42	6181,86	1328,09	5078,63	0	158,3	158,3	66,55	133,11	0
28955	1195,92	1967,15	2078,58	-7	0	0	0	104,43	208,86	0
28956	1195,92	3118,26	2162,94	1063,76	0	0	0	108,45	216,89	0
28957	1195,92	1957,42	2065,02	-4	0	0	0	103,6	207,2	0
28958	1195,92	6308,07	5464,47	1334,79	0	217,82	217,82	273,37	546,75	0
28959	1195,92	3461	1695	1907	0	0	0	50	100	91
28960	1195,92	2496,8	1627,43	951	0	0	0	81,62	163,24	0
28961	1195,92	1902	-5	1907	0	0	0	0	0	0
28962	1195,92	2681,49	2902,46	-3	0	0	0	100	200	117,97
28963	852,7	908,81	958,9	-2	0	0	0	48,1	96,19	0
28964	852,7	2249,68	1352,17	965,47	0	0	0	67,96	135,92	0
28965	852,7	1787,87	1891,02	-8	0	0	0	95,15	190,3	0
28966	852,7	176	191	-5	0	0	0	10	20	0
28967	852,7	1591	1695	-3	0	0	0	75	150	26
28968	852,7	962,24	-2	964,24	0	0	0	0	0	0
28969	852,7	1751,71	1847,33	-3	0	0	0	92,62	185,23	0
28970	852,7	1902,06	-4	1906,06	0	0	0	0	0	0
28971	852,7	1732,23	1993,97	-2	0	0	0	0	0	259,74
28972	381,53	413,23	462,08	-1	0	0	0	7,72	15,44	40,13
28973	381,53	2226,79	2554,79	-3	0	0	0	0	0	325
28974	381,53	4009,78	4419,07	-4	0	21,06	21,06	119,31	238,63	264,92
28975	381,53	9822,38	10748,13	940,14	0	1540,88	1540,88	0	0	325
28976	381,53	920,72	1018,31	-3	0	0	0	23,94	47,89	70,64
28977	381,53	2265,93	2419,88	-2	0	0	0	101,89	203,78	50,06
28978	899,84	95,2	109,76	-1	0	0	0	0,53	1,05	13,03
28979	899,84	856,14	-4	860,14	0	0	0	0	0	0
28980	899,84	828,34	877,62	-5	0	0	0	44,28	88,56	0
28981	899,84	956,48	1055,29	-3	0	0	0	26,27	52,54	69,54
28982	899,84	1034	1093	-4	0	0	0	55	110	0
28983	899,84	3507,24	1693	1899,24	0	0	0	85	170	0
28984	899,84	2995	3156	-3	0	0	0	158	316	0
28985	899,84	1122,5	1185	-3	0	0	0	59,5	119	0
28986	1249,62	181,68	210,27	-1	0	0	0	0	0	27,6
28987	1249,62	1132,95	1197,11	-4	0	0	0	60,16	120,31	0
28988	1249,62	1435,59	498	1002,59	0	0	0	0	0	65
28989	1249,62	3874,94	3956	-3	0	10,31	10,31	59,95	119,9	7,8
28990	1249,62	1912,5	37,95	1880	0	0	0	0	0	5,45
28991	1249,62	1942,06	2047,69	-3	0	0	0	102,63	205,27	0
28992	1249,62	2388,64	2517,72	-3	0	0	0	126,09	252,17	0
28993	1249,62	3053,63	3217,66	-3	0	0	0	161,03	322,07	0
28994	1239,29	363,74	282	96,09	99,09	0	0	14,35	28,7	0
28995	1239,29	5292,07	5584,65	-3	0	10,15	10,15	279,43	558,87	0
28996	1239,29	2783,4	-2	2798,49	0	13,09	13,09	0	0	0
28997	1239,29	1578,67	1665,13	-3	0	0	0	83,46	166,91	0
28998	1239,29	2068,04	2183,73	-6	0	0	0	109,69	219,37	0
28999	1239,29	1936,1	2144,45	-5	0	0	0	47,79	95,59	155,56
29000	1239,29	2231,71	394,1	1857,46	0	0	0	19,86	39,71	0
29001	1089,31	1881,94	-4	1885,94	0	0	0	0	0	0
29002	1089,31	954,44	1005,78	-1	0	0	0	50,34	100,68	0
29003	1089,31	1682,72	1774,66	-3	0	0	0	88,93	177,87	0
29004	1089,31	1807,22	1002,79	935,31	0	0	0	0	0	130,88
29005	1089,31	1897,88	-4	1901,88	0	0	0	0	0	0
29006	1089,31	952,88	1005,29	-2	0	0	0	50,41	100,83	0
29007	1089,31	969,53	1053,7	-3	0	0	0	35,29	70,58	45,88
29008	728,04	1444,97	500,72	952,24	0	0	0	0	0	7,99
29009	728,04	2375,58	1225,7	1309,61	0	0	0	0	0	159,73
29010	728,04	1060,97	1223,7	-3	0	0	0	0	0	159,73
29011	728,04	1992,71	2243,81	-5	0	0	0	29,23	58,45	216,88
29012	728,04	7895,88	9390,76	-2	0	1167,88	1167,88	0	0	325
29013	728,04	1101,42	177,11	947,59	0	0	0	0	0	23,28
29014	728,04	1894,18	-1	1895,18	0	0	0	0	0	0
29015	728,04	3451,83	1832,04	1895,18	0	36,96	36,96	0	0	238,43
29016	728,04	1542,74	1627,25	-3	0	0	0	81,51	163,03	0
29017	2367,52	4597,62	5068,74	-1	0	145,12	145,12	0	0	325
29018	2367,52	900,57	949,07	-1	0	0	0	47,5	95,01	0
29019	2367,52	1816,18	1917,5	-5	0	0	0	96,33	192,65	0
29020	2367,52	916,2	967,84	-3	0	0	0	48,64	97,28	0
29021	2367,52	2786,09	1909,89	971,84	0	0	0	95,64	191,29	0
29022	2367,52	4187,5	4417,74	-4	0	5,05	5,05	221,19	442,37	0
29023	2367,52	943,53	994,29	-1	0	0	0	49,76	99,53	0
29024	2367,52	1428,81	1507,43	-3	0	0	0	75,62	151,24	0
29025	2367,52	2397,57	2528,28	-4	0	0	0	126,71	253,43	0
29026	3730,93	1892,08	1996,03	-4	0	0	0	99,95	199,9	0
29027	3730,93	2731,84	2903,09	-3	0	22,84	22,84	145,4	290,81	0
29028	3730,93	1891,46	2040,6	-3	0	0	0	74,79	149,57	71,35
29029	3730,93	3530,49	3738,46	-5	0	15,69	15,69	187,27	374,55	0
29030	1138,13	2642,82	2787,36	-1	0	4,12	4,12	139,42	278,84	0
29031	1138,13	3000,66	2135,08	972,43	0	0	0	106,85	213,71	0
29032	1138,13	1489,19	544,22	972,43	0	0	0	27,46	54,92	0
29033	1138,13	935,36	-6	941,36	0	0	0	0	0	0
29034	1138,13	-12	-8	-4	0	0	0	0	0	0
29035	1138,13	938,84	454,12	507,88	354,65	0	0	23,16	46,31	0
29036	1138,13	821,34	949,87	-4	0	0	0	0	0	124,52
29037	706,09	1926,44	-4	1930,44	0	0	0	0	0	0
29038	706,09	1955,2	-4	1959,2	0	0	0	0	0	0
29039	706,09	4645,89	2767,44	1928,44	0	14,05	14,05	35,94	71,88	0
29040	706,09	303,96	319,91	-1	0	0	0	14,96	29,91	0
29041	706,09	1726,03	1988,29	-3	0	0	0	0	0	259,26
29042	706,09	6294,86	5978,88	950,28	0	309,3	309,3	0	0	325
29043	2173,77	3773,21	2990	949,07	0	16,01	16,01	149,85	299,7	0
29044	2173,77	5334,91	5683,45	-4	0	110,02	110,02	234,52	469,05	0
29045	2173,77	4689,62	1992,95	2992,92	0	36,78	36,78	0	0	259,47
29046	2173,77	3258,31	3442	-2	0	9,54	9,54	172,15	344,3	0
29047	2173,77	2329,32	492,57	1901,56	0	0	0	0	0	64,81
29048	2173,77	3025,33	3187,87	-3	0	0	0	159,54	319,09	0
29049	1654,56	842,97	889,54	-2	0	0	0	44,58	89,15	0
29050	1654,56	6339,46	4285	2598	0	185,04	185,04	124,5	249	234
29051	1654,56	5873,66	2340,67	3898	0	60,07	60,07	0	0	304,94
29052	1654,56	1834,43	1934,35	-3	0	0	0	96,92	193,84	0
29053	1654,56	5703,16	70	5740	0	106,84	106,84	0	0	0
29054	3897,83	2502,92	-2	2504,92	0	0	0	0	0	0
29055	3897,83	2501,48	-4	2505,48	0	0	0	0	0	0
29056	3897,83	2585,73	2728,98	-3	0	0	0	134,4	268,8	5,85
29057	415,9	1022,07	1180,59	-4	0	0	0	0	0	154,52
29058	415,9	329,71	112,02	232,78	0	0	0	0	0	15,08
29059	415,9	1331,01	1534,24	-3	0	0	0	0	0	200,23
29060	415,9	5309,82	4985,86	951,07	0	302,11	302,11	0	0	325
29061	415,9	294,63	343	-3	0	0	0	0	0	45,37
29062	415,9	2037,15	2148,84	-4	0	0	0	107,69	215,38	0
29063	415,9	3139,6	3485,01	-3	0	17,41	17,41	0	0	325
29064	415,9	5913,62	6700,12	-1	0	460,5	460,5	0	0	325
29065	1643,63	1181,53	246,65	967,47	0	0	0	0	0	32,58
29066	1643,63	2953,81	3113,59	-4	0	0	0	155,78	311,56	0
29067	1643,63	2178,13	996,3	1231,89	0	0	0	50,07	100,13	0
29068	1643,63	1956,55	328,72	1644,52	0	0	0	16,69	33,37	0
29069	1643,63	781,21	899,09	-1	0	0	0	0	0	116,88
29070	1643,63	3426,42	3790,14	-3	0	35,72	35,72	0	0	325
29071	982,77	79,06	84,33	-1	0	0	0	4,27	8,53	0
29072	982,77	2727,48	2899,16	-4	0	0	0	131,25	262,5	36,43
29073	982,77	3012,69	3175,78	-4	0	0	0	159,09	318,18	0
29074	982,77	5315,92	5670	-4	0	1,42	1,42	243,1	486,2	105,56
29075	1434,27	185,49	-3	188,49	0	0	0	0	0	0
29076	1434,27	12124,89	15499,86	-3	0	2596,78	2596,78	775,19	1550,39	0
29077	1434,27	31,04	37,25	-4	0	0	0	2,21	4,43	0
29078	1434,27	281,73	328,17	-3	0	0	0	0	0	43,44
29079	1434,27	1704,55	1800	-5	0	0	0	90,45	180,9	0
29080	1434,27	155,17	-1	156,17	0	0	0	0	0	0
29081	1434,27	1199,32	1264,71	-2	0	0	0	63,39	126,77	0
29082	1434,27	1127,84	1191,78	-4	0	0	0	59,94	119,88	0
29083	1488,59	18172,06	13508,44	7439,86	0	2100,57	2100,57	675,67	1351,34	0
29084	1488,59	2465,43	717	1748,43	0	0	0	0	0	0
29085	1488,59	1519,82	-2	1521,82	0	0	0	0	0	0
29086	1488,59	1979,2	66	1922,3	0	0	0	0	0	9,1
29087	1488,59	1824,5	1945	-3	0	0	0	85	170	32,5
29088	2150,32	964,72	1018,92	-3	0	0	0	51,2	102,39	0
29089	2150,32	2759,14	2920,33	-3	0	11,92	11,92	146,27	292,53	0
29090	2150,32	2195,79	-2	2197,79	0	0	0	0	0	0
29091	2150,32	4144,63	4470,99	-1	0	101,76	101,76	223,6	447,2	0
29092	2150,32	2213,27	2541,27	-3	0	0	0	0	0	325
29093	2150,32	2967,47	3153,62	-3	0	25,22	25,22	157,93	315,86	0
29094	2150,32	952,72	-2	954,72	0	0	0	0	0	0
29095	2150,32	946,41	-4	950,41	0	0	0	0	0	0
29096	1100,77	1577,61	1822,04	-6	0	0	0	0	0	238,43
29097	1100,77	1021,92	-2	1023,92	0	0	0	0	0	0
29098	1100,77	2409,63	2542,27	-3	0	2,28	2,28	127,36	254,73	0
29099	1100,77	464,77	493,81	-4	0	0	0	25,04	50,08	0
29100	1100,77	2729,2	1903,35	953,72	0	0	0	74,89	149,78	52,98
29101	1100,77	2445,31	1537,53	1040,24	0	0	0	0	0	132,46
29102	1100,77	2749,08	3100,35	-3	0	0	0	23,27	46,54	325
29103	1100,77	2042,78	2153,67	-3	0	0	0	107,88	215,77	0
29104	2789,23	1717,63	437,99	1301,79	0	0	0	22,15	44,3	0
29105	2789,23	1225,08	1290,61	-1	0	0	0	64,53	129,06	0
29106	2789,23	2424,93	1512,43	988,12	0	0	0	75,62	151,24	0
29107	2789,23	6830,39	7258,65	-2	0	63,27	63,27	362,98	725,97	0
29108	1425,74	8669,67	1620,31	8110,59	0	939,55	939,55	55,77	111,53	65,91
29109	1425,74	3961,07	1001,79	3018,36	0	8,74	8,74	50,34	100,68	0
29110	1425,74	2902,66	-3	2907,76	0	2,1	2,1	0	0	0
29111	1425,74	7268,93	8261,51	-4	0	575,25	575,25	413,33	826,65	0
29112	1425,74	3743,29	4022,14	-3	0	74,49	74,49	201,36	402,71	0
29113	1425,74	3509,19	3696,05	-2	0	0	0	184,85	369,7	0
29114	1425,74	5404,47	6034,71	-4	0	324,21	324,21	302,04	604,07	0
29115	1429,3	4013,16	4248,34	-3	0	5,34	5,34	203,65	407,3	23,18
29116	1429,3	2017,24	79,2	1948,86	0	0	0	0	0	10,82
29117	1429,3	3502,79	2719,01	941,36	0	0	0	122,68	245,35	34,9
29118	1429,3	4016,65	2336,88	1899,14	0	5,04	5,04	56,16	112,31	158,18
29119	1429,3	818,29	863,62	-2	0	0	0	43,33	86,66	0
29120	1429,3	1941,68	-4	1945,68	0	0	0	0	0	0
29121	1429,3	2062,91	2303,24	-4	0	0	0	40	80,01	196,32
29122	1429,3	3422,8	2753,05	968,84	0	0	0	37,32	74,65	261,76
29123	1601,31	901,35	-8	909,35	0	0	0	0	0	0
29124	1601,31	2829,62	2981,71	-3	0	0	0	149,09	298,17	0
29125	1601,31	3051,45	3220	-7	0	0	0	161,55	323,1	0
29126	1601,31	930	987	-7	0	0	0	50	100	0
29127	1601,31	2179	2297	-3	0	0	0	115	230	0
29128	3360,25	1668,51	1760,9	-4	0	0	0	88,4	176,79	0
29129	3360,25	8349,81	9119,54	-4	0	212,59	212,59	228,14	456,28	325
29130	3360,25	5517,08	4021,14	1898,14	0	77,2	77,2	0	0	325
29131	3360,25	2802,08	2952,93	-3	0	0	0	147,85	295,69	0
29132	3360,25	960,49	1105,46	-1	0	0	0	0	0	143,97
29133	3360,25	3419,06	3771,95	-3	0	0	0	88,12	176,24	261,76
29134	3360,25	2099,32	2213,23	-3	0	0	0	110,91	221,82	0
29135	1105,79	1281,62	1352,44	-3	0	0	0	67,82	135,64	0
29136	1105,79	2478,19	2611,99	-3	0	0	0	130,8	261,6	0
29137	1105,79	3009,52	3239,64	-3	0	0	0	121,67	243,35	105,45
29138	1105,79	5323,97	5932,03	-5	0	0	0	105,71	211,43	497,35
29139	1105,79	1013,81	1073,06	-3	0	0	0	52,35	104,71	3,9
29140	1105,79	4994,12	2357,98	2754,34	0	0	0	118,2	236,4	0
29141	1105,79	1792,13	1892,14	-5	0	0	0	95,01	190,01	0
29142	1105,79	3580,69	3770,3	-1	0	0	0	188,62	377,23	0
29143	1001,39	3862,3	1284,33	2706	0	63,67	63,67	64,37	128,73	0
29144	1001,39	3559,54	3755,72	-3	0	5,19	5,19	187,99	375,97	0
29145	1001,39	1735,51	1999,18	-3	0	0	0	0	0	260,67
29146	1001,39	37,15	41,37	-2	0	0	0	2,22	4,44	0
29147	1001,39	999	1055	-3	0	0	0	53	106	0
29148	1001,39	2751	2898	-2	0	0	0	145	290	0
29149	1001,39	5779,55	6375	-2	0	114,71	114,71	219	438	259,74
29150	1001,39	3201,4	3546,17	-3	0	0	0	74,92	149,85	266,85
29151	2716,99	2565,88	2704,24	-3	0	0	0	135,36	270,72	0
29152	2716,99	2179,47	2298,71	-4	0	0	0	115,24	230,47	0
29153	2716,99	1299,26	368,78	949,07	0	0	0	18,59	37,18	0
29154	2716,99	2184,96	2512,96	-3	0	0	0	0	0	325
29155	2716,99	4959,5	5482,96	-1	0	248,26	248,26	274,2	548,4	0
29156	2716,99	3572,44	3764,99	-4	0	0	0	188,55	377,1	0
29157	2716,99	4644,59	5055,56	-2	0	156,09	156,09	252,88	505,76	0
29158	2313	851,46	907,68	-2	0	0	0	40,1	80,21	14,12
29159	2313	1732,51	1997,18	-4	0	0	0	0	0	260,67
29160	2313	1296	1494	-3	0	0	0	0	0	195
29161	2313	2052,5	2247	-2	0	0	0	62,5	125	130
29162	2313	3685,49	4112,29	-2	0	99,8	99,8	0	0	325
29163	2313	3746,66	3994,94	-1	0	47,49	47,49	199,8	399,59	0
29164	2313	2932,01	3090,85	-4	0	0	0	154,84	309,69	0
29165	1912,36	11898,66	13364,38	-4	0	793,4	793,4	668,32	1336,64	0
29166	1912,36	7371,45	8110,59	-2	0	331,56	331,56	405,58	811,16	0
29167	1912,36	1186,25	271,77	950,07	0	0	0	0	0	35,59
29168	1912,36	7035,21	7877,79	-4	0	444,43	444,43	394,14	788,28	0
29169	1912,36	1786,7	2054,01	-3	0	0	0	2,1	4,2	262,21
29170	1912,36	2690,17	2009,57	942,36	0	0	0	0	0	261,76
29171	1912,36	1623,38	1711,08	-2	0	0	0	85,7	171,41	0
29172	1620,32	957,43	-12	969,43	0	0	0	0	0	0
29173	1620,32	768,63	813,61	-4	0	0	0	40,98	81,96	0
29174	1620,32	1150,9	1213,74	-2	0	0	0	60,84	121,67	0
29175	1620,32	3302,87	3482,34	-5	0	0	0	174,47	348,93	0
29176	1620,32	2246,09	2432,52	-3	0	0	0	83,32	166,64	100,12
29177	1620,32	942,36	-2	944,36	0	0	0	0	0	0
29178	1620,32	1666,78	1757,87	-3	0	0	0	88,09	176,19	0
29179	1620,32	2614,69	2755,67	-3	0	0	0	137,98	275,97	0
29180	618,56	182,49	195,52	-3	0	0	0	10,03	20,05	0
29181	618,56	2897,3	3248,43	-5	0	21,13	21,13	0	0	325
29182	618,56	7221,64	7696	-3	0	86,36	86,36	385	770	0
