idhh	dwt	ils_dispy	ils_origy	ils_ben	ils_bensim	ils_tax	ils_taxsim	ils_sicee	ils_sicer	ils_sicse
13645	1013,02	1904,68	-4	1908,68	0	0	0	0	0	0
13646	1013,02	2401,62	2531,44	-3	0	0	0	126,82	253,64	0
13647	1013,02	1982,06	93,7	1901,32	0	0	0	0	0	12,96
13648	1013,02	423,17	243,26	212,31	215,31	0	0	0	0	32,4
13649	1013,02	-9	-6	-3	0	0	0	0	0	0
13650	1013,02	163,2	191,93	-3	0	0	0	0	0	25,73
13651	2854,69	99,53	118,75	-3	0	0	0	0	0	16,22
13652	2854,69	2175,79	2294,83	-4	0	0	0	115,04	230,08	0
13653	2854,69	2438,72	-3	2441,72	0	0	0	0	0	0
13654	658,65	817,98	946	-4	0	0	0	0	0	124,02
13655	658,65	1016,48	1112,52	-6	0	0	0	35,01	70,02	55,03
13656	658,65	2601,87	2995	-3	0	0	0	0	0	390,13
13657	658,65	42,62	62,02	-9	0	0	0	0	0	10,4
13658	658,65	2103,57	1255,34	935,25	0	0	0	48,01	96,03	39,01
13659	658,65	1555	1793	-4	0	0	0	0	0	234
13660	658,65	2166,02	2285,55	-5	0	0	0	114,53	229,05	0
13661	658,65	952	-2	954	0	0	0	0	0	0
13662	734,35	1039,85	1100,32	-5	0	0	0	55,47	110,93	0
13663	734,35	2991,13	-4	2995,13	0	0	0	0	0	0
13664	734,35	1400,74	1477,83	-3	0	0	0	74,09	148,18	0
13665	734,35	1477,26	-12	1489,26	0	0	0	0	0	0
13666	734,35	3348,14	-4	3352,14	0	0	0	0	0	0
13667	734,35	1942,21	2102	-6	0	0	0	75,4	150,8	78,39
13668	734,35	3696,65	238,13	3471,58	3478,58	0	0	0	0	13,06
13669	1034,57	13611,56	14764,74	945,92	0	1472,54	1472,54	626,57	1253,13	0
13670	1034,57	18409,25	2492,03	20208,83	0	4232,5	4232,5	59,11	118,23	0
13671	1034,57	815,98	860,03	-1	0	0	0	43,05	86,1	0
13672	1034,57	6165,75	7055	-3	0	533,3	533,3	352,95	705,9	0
13673	824,27	2015,84	147,15	1888,34	0	0	0	0	0	19,65
13674	824,27	1086,76	150,15	944,17	0	0	0	7,56	15,12	0
13675	824,27	93,2	112,92	-4	0	0	0	0	0	15,72
13676	824,27	936,17	-6	942,17	0	0	0	0	0	0
13677	824,27	1415,33	546,21	941,17	0	0	0	0	0	72,05
13678	824,27	942,17	-2	944,17	0	0	0	0	0	0
13679	824,27	1883,34	-4	1887,34	0	0	0	0	0	0
13680	616,1	121,11	143,55	-3	0	0	0	0	0	19,44
13681	616,1	1178,95	-8	1186,95	0	0	0	0	0	0
13682	616,1	1898,32	-4	1902,32	0	0	0	0	0	0
13683	616,1	1898,32	-4	1902,32	0	0	0	0	0	0
13684	616,1	2861,16	9,43	2853,48	0	0	0	0	0	1,75
13685	616,1	1895,32	-6	1901,32	0	0	0	0	0	0
13686	622,43	611,95	626,3	-3	0	0	0	11,35	22,69	0
13687	622,43	347,95	401,39	-1	0	0	0	0	0	52,44
13688	622,43	2468,95	2705,28	-4	0	0	0	75,01	150,01	157,32
13689	622,43	-12	-8	-4	0	0	0	0	0	0
13690	622,43	2940,48	3116,74	-4	0	36,29	36,29	135,97	271,94	0
13691	622,43	10422,66	11480,95	-3	0	279,76	279,76	448,2	896,4	327,34
13692	622,43	2224	2345,63	-4	0	0	0	117,63	235,26	0
13693	622,43	1760,48	1855,4	-2	0	0	0	92,92	185,84	0
13694	622,43	2559,1	2816,75	-4	0	0	0	70,82	141,64	182,83
13695	752,15	15998,42	3645,17	13774,41	0	1224,77	1224,77	174,08	348,15	22,32
13696	752,15	7940,74	9151,11	-5	0	747,46	747,46	457,91	915,81	0
13697	752,15	7,47	10,13	-2	0	0	0	0,66	1,31	0
13698	752,15	894,96	943,17	-1	0	0	0	47,21	94,42	0
13699	752,15	11223,81	12609,11	-3	0	751,64	751,64	630,66	1261,31	0
13700	752,15	11938,92	14398,96	-2	0	1738,04	1738,04	720	1440	0
13701	752,15	2686,38	2012,29	943,17	0	7,09	7,09	0	0	261,99
13702	1454,18	5485,01	6196,24	-4	0	397,12	397,12	310,11	620,22	0
13703	1454,18	936,52	-4	940,52	0	0	0	0	0	0
13704	1454,18	-3	-2	-1	0	0	0	0	0	0
13705	1454,18	3783,03	4159,9	-2	0	0	0	103,94	207,88	270,93
13706	1454,18	1476,08	1041,88	486,54	0	0	0	52,34	104,69	0
13707	1454,18	82,49	90,25	-3	0	0	0	4,76	9,53	0
13708	1454,18	2022,43	2134,61	-5	0	0	0	107,18	214,36	0
13709	1454,18	2379,27	1517,13	938,25	0	0	0	76,11	152,21	0
13710	716,68	1173,57	1239,68	-2	0	0	0	60,82	121,64	3,28
13711	716,68	60,92	71,48	-1	0	0	0	0	0	9,55
13712	716,68	2070,08	1193,98	936,45	0	0	0	60,35	120,7	0
13713	716,68	2357,51	291,74	2105	1166,55	0	0	0	0	39,23
13714	1818,36	940,27	994,28	-4	0	0	0	50,01	100,03	0
13715	1818,36	2524,68	689,19	1870,5	0	0	0	35,01	70,02	0
13716	1818,36	1537,33	1648,03	-4	0	0	0	67,7	135,4	39
13717	1818,36	728,44	770,2	-3	0	0	0	38,76	77,52	0
13718	856,8	2675,14	901,54	1891,84	0	0	0	0	0	118,24
13719	856,8	111,23	130,75	-2	0	0	0	0	0	17,52
13720	856,8	96,2	114,92	-3	0	0	0	0	0	15,72
13721	856,8	69,66	88,76	-6	0	0	0	0	0	13,1
13722	856,8	143,17	160,94	-4	0	0	0	5,04	10,08	8,73
13723	856,8	942,17	-2	944,17	0	0	0	0	0	0
13724	856,8	157,01	189,16	-6	0	0	0	0	0	26,15
13725	856,8	937,45	-4	941,45	0	0	0	0	0	0
13726	856,8	108,54	130,55	-4	0	0	0	0	0	18,01
13727	1192,19	935,25	-2	937,25	0	0	0	0	0	0
13728	1192,19	6918,66	7994,17	-4	0	746,51	746,51	0	0	325
13729	1192,19	165	194	-3	0	0	0	0	0	26
13730	1192,19	3421,38	3795	-3	0	5,62	5,62	40	80	325
13731	1192,19	23,01	29,34	-2	0	0	0	0	0	4,33
13732	1292,83	1847,47	1990,05	-3	0	0	0	74,78	149,55	64,81
13733	1292,83	939,89	-2	941,89	0	0	0	0	0	0
13734	1292,83	878,5	927	-2	0	0	0	46,5	93	0
13735	1292,83	1873,22	-6	1879,22	0	0	0	0	0	0
13736	784,07	2161,71	-4	2165,71	0	0	0	0	0	0
13737	784,07	1872,2	2100,45	-1	0	0	0	28,63	57,27	198,61
13738	784,07	9767,36	10769,91	-4	0	277,99	277,99	424,95	849,91	295,6
13739	784,07	5484,38	6001,95	-3	0	141,92	141,92	47,65	95,3	325
13740	784,07	6588,69	6326,74	951,23	0	372,89	372,89	316,39	632,77	0
13741	784,07	-6	-4	-2	0	0	0	0	0	0
13742	784,07	2565,85	1507,73	1254,25	0	0	0	0	0	196,13
13743	1121,86	1648,18	1901,7	-5	0	0	0	0	0	248,52
13744	1121,86	4938,22	5438,09	-5	0	222,52	222,52	272,35	544,71	0
13745	1121,86	406,93	469,18	-1	0	0	0	0	0	61,25
13746	1121,86	938,92	-6	944,92	0	0	0	0	0	0
13747	1121,86	4286,85	1036,91	3424	0	121,97	121,97	52,1	104,19	0
13748	896,88	1188,14	1260,39	-3	0	0	0	59,45	118,9	9,79
13749	896,88	3961,09	3295,9	935,25	0	0,98	0,98	100,03	200,05	169,05
13750	896,88	1892,51	1007,91	935,25	0	0	0	50,65	101,29	0
13751	896,88	1811,51	1005,19	937,25	0	0	0	0	0	130,93
13752	896,88	513	594	-3	0	0	0	0	0	78
13753	896,88	1813,06	1911,8	-3	0	0	0	95,74	191,48	0
13754	998,36	2235,75	1421	952	0	0	0	30	60	107,25
13755	998,36	2859,3	3012	-2	0	0	0	150,7	301,4	0
13756	998,36	937	-12	949	0	0	0	0	0	0
13757	998,36	463,17	233,5	241,59	244,59	0	0	11,93	23,85	0
13758	1589,83	3298,94	1586,92	1888,84	0	0	0	19,16	38,32	157,65
13759	1589,83	2075,54	1231,73	945,92	0	0	0	36,42	72,84	65,69
13760	1589,83	-3	-2	-1	0	0	0	0	0	0
13761	1589,83	1774,32	1872,18	-4	0	0	0	93,86	187,72	0
13762	1589,83	4744,4	-4	4926,4	0	178	178	0	0	0
13763	1589,83	1429,9	1508,47	-3	0	0	0	75,57	151,15	0
13764	1589,83	2630,02	2814,19	-3	0	0	0	115,67	231,34	65,5
13765	2797,56	661,24	698,25	-2	0	0	0	35,01	70,03	0
13766	2797,56	774,29	894,33	-3	0	0	0	0	0	117,04
13767	2797,56	1046,84	803,56	284,16	292,16	0	0	40,88	81,76	0
13768	2797,56	746,31	817,48	-4	0	0	0	24,93	49,85	42,25
13769	2797,56	2071,81	195,41	1902,32	0	0	0	0	0	25,92
13770	2797,56	942,11	-2	944,11	0	0	0	0	0	0
13771	2797,56	3233,3	1549,57	1886,22	0	0	0	0	0	202,48
13772	2797,56	1027,17	1183,55	-2	0	0	0	0	0	154,38
13773	756,51	1906,66	2010,38	-3	0	0	0	100,72	201,44	0
13774	756,51	6169,01	5614,23	940,94	0	24,38	24,38	230,69	461,38	131,1
13775	756,51	4733,26	5286,48	-4	0	60,34	60,34	0	0	488,88
13776	756,51	2402,55	2591,81	-3	0	0	0	94,49	188,99	91,77
13777	756,51	990,45	1052,25	-6	0	0	0	51,43	102,86	4,37
13778	756,51	807,53	903,16	-2	0	0	0	15,11	30,22	78,52
13779	756,51	2397,33	2595,33	-3	0	0	0	89,24	178,48	105,76
13780	756,51	1893,22	1010,52	939,74	0	0	0	47,19	94,37	9,85
13781	756,51	3641,53	3957,3	-5	0	0	0	127,79	255,57	182,98
13782	979,44	4249,18	4632,35	-7	0	4,76	4,76	145,14	290,29	226,26
13783	979,44	1480,28	496	1049,28	0	0	0	0	0	65
13784	979,44	2882,23	-12	2895,79	0	1,56	1,56	0	0	0
13785	979,44	932,25	-4	936,25	0	0	0	0	0	0
13786	979,44	1410,47	1593,44	-3	0	0	0	17,31	34,62	162,66
13787	979,44	736,79	777,83	-2	0	0	0	39,04	78,08	0
13788	801,93	1784,72	1943,78	-5	0	0	0	62,29	124,59	91,77
13789	801,93	-4,69	0,4	-4	0	0	0	0	0	1,09
13790	801,93	2252	2375	-4	0	0	0	119	238	0
13791	801,93	2326,35	2452,11	-3	0	0	0	122,76	245,51	0
13792	801,93	477,83	534,75	-3	0	0	0	10,08	20,15	43,84
13793	801,93	1730,4	1909,66	-3	0	0	0	45,32	90,65	130,93
13794	801,93	1185,4	1252,32	-4	0	0	0	62,92	125,83	0
13795	801,93	457,28	482,45	-1	0	0	0	24,17	48,35	0
13796	1754	139,55	159,66	-3	0	0	0	2,69	5,38	14,42
13797	1754	946,95	243,07	703,88	707,88	0	0	0	0	0
13798	1754	3091,33	1405,05	1870,5	0	0	0	0	0	184,22
13799	1754	371,73	431,62	-3	0	0	0	0	0	56,89
13800	1754	423,12	492,14	-4	0	0	0	0	0	65,02
13801	1754	1036	96	953	0	0	0	0	0	13
13802	1754	1421,25	290	1170,25	1175,25	0	0	0	0	39
13803	1609,27	1927,7	2031,37	-2	0	0	0	101,67	203,34	0
13804	1609,27	2,11	6,77	-3	0	0	0	0	0	1,66
13805	1609,27	1355,06	500	920,58	0	0	0	0	0	65,52
13806	1609,27	5782,38	6539,73	-4	0	426,02	426,02	327,34	654,67	0
13807	721,46	1728,63	1992,72	-4	0	0	0	0	0	260,09
13808	721,46	1028,02	1084,39	-2	0	0	0	54,37	108,74	0
13809	721,46	2474,42	597,84	1906,68	0	0	0	30,09	60,18	0
13810	721,46	560,31	593,22	-3	0	0	0	29,91	59,82	0
13811	721,46	1458,61	589,22	947,16	0	0	0	0	0	77,77
13812	721,46	514,45	594,22	-2	0	0	0	0	0	77,77
13813	721,46	1089,04	1148,57	-2	0	0	0	57,53	115,06	0
13814	721,46	1962,32	2170,18	-4	0	0	0	49,48	98,96	154,38
13815	721,46	1780,81	1880,22	-5	0	0	0	94,41	188,82	0
13816	307,62	2015,39	1125,82	945,92	0	0	0	56,34	112,68	0
13817	307,62	2830,76	-8	2838,76	0	0	0	0	0	0
13818	307,62	3783,68	-4	3787,68	0	0	0	0	0	0
13819	307,62	4879,21	2674,07	2321,36	0	0	0	116,22	232,44	0
13820	307,62	20736,06	8277,85	15044,71	0	2261,5	2261,5	0	0	325
13821	307,62	10962,67	12286,29	-4	0	705,01	705,01	614,61	1229,23	0
13822	307,62	3337,12	2521,16	942,17	0	0	0	126,21	252,42	0
13823	307,62	1853,05	2138,64	-6	0	0	0	0	0	279,58
13824	720,27	936,17	-6	942,17	0	0	0	0	0	0
13825	720,27	2041,68	2151,35	-2	0	0	0	107,67	215,34	0
13826	720,27	4017,25	4234,26	-5	0	0	0	212,01	424,03	0
13827	720,27	936,17	-6	942,17	0	0	0	0	0	0
13828	720,27	902,18	955,94	-3	0	0	0	46,35	92,7	4,41
13829	720,27	1661,1	1845,09	-7	0	0	0	40,35	80,7	136,64
13830	720,27	1956,02	-8	1964,02	0	0	0	0	0	0
13831	720,27	1549,23	597,59	981,87	0	0	0	30,23	60,46	0
13832	830,85	-2	-1	-1	0	0	0	0	0	0
13833	830,85	1725,47	1990,54	-5	0	0	0	0	0	260,07
13834	830,85	942	995	-3	0	0	0	50	100	0
13835	830,85	1626,65	794	936,65	0	0	0	0	0	104
13836	830,85	2564,06	797	1779	0	11,94	11,94	0	0	0
13837	830,85	1749,73	839,93	952	0	0	0	42,2	84,39	0
13838	830,85	2128,87	2243,9	-2	0	0	0	111,84	223,67	1,19
13839	830,85	490,65	493,65	-3	0	0	0	0	0	0
13840	1057,74	1833,48	2111,79	-3	0	0	0	0	0	275,31
13841	1057,74	357,76	100,58	262,2	0	0	0	5,03	10,06	0
13842	1057,74	1025,68	95,85	942,94	0	0	0	0	0	13,11
13843	1057,74	939,94	-4	943,94	0	0	0	0	0	0
13844	1057,74	6026,85	7041,33	-5	0	495,82	495,82	251,8	503,6	261,87
13845	1057,74	417,62	245,86	204,5	207,5	0	0	0	0	32,74
13846	1057,74	1542,17	601	971,32	0	0	0	30,15	60,3	0
13847	560,95	1342,08	418,09	944,94	0	0	0	20,95	41,91	0
13848	560,95	1832,63	937,94	941,94	0	0	0	47,25	94,49	0
13849	560,95	2208,63	2327,09	-2	0	0	0	116,45	232,91	0
13850	560,95	1146,2	1207,63	-1	0	0	0	60,43	120,86	0
13851	560,95	103,82	113,86	-4	0	0	0	6,04	12,09	0
13852	560,95	6961,46	6466,09	941,74	0	122,87	122,87	323,5	647,01	0
13853	560,95	942,74	-1	943,74	0	0	0	0	0	0
13854	560,95	1766,45	1862,84	-3	0	0	0	93,39	186,78	0
13855	560,95	880,19	932,25	-5	0	0	0	47,06	94,13	0
13856	622,15	2650,77	1827,42	940,94	0	0	0	75,64	151,27	41,95
13857	622,15	2392,39	2547,43	-7	0	0	0	115,27	230,53	32,78
13858	622,15	2088,95	1204,62	944,76	0	0	0	60,43	120,86	0
13859	622,15	1677,36	1776,32	-2	0	0	0	83,89	167,79	13,06
13860	622,15	4092,09	1358,29	2913,95	0	2,53	2,53	0	0	177,62
13861	1056,48	1878,77	2118,25	-3	0	0	0	0	0	236,48
13862	1056,48	6133,1	5599,71	934,11	0	120,48	120,48	280,24	560,47	0
13863	1056,48	3736,38	2248,41	1611,24	0	0	0	105,8	211,61	17,47
13864	1056,48	4425,56	3817,1	940,45	0	140,88	140,88	191,11	382,21	0
13865	1056,48	2982,83	3215,62	-3	0	0,46	0,46	85,49	170,99	143,83
13866	755,4	864,39	995	-1	0	0	0	0	0	129,61
13867	755,4	123,39	133,3	-3	0	0	0	6,92	13,83	0
13868	755,4	1838,5	2024	-4	0	0	0	51,5	103	130
13869	755,4	1439,43	1518,5	-3	0	0	0	76,08	152,15	0
13870	755,4	148,6	161	-4	0	0	0	8,4	16,8	0
13871	755,4	133,54	142,83	-2	0	0	0	7,29	14,58	0
13872	755,4	4250,45	3112,8	1293,49	0	0	0	155,84	311,68	0
13873	852,54	571,04	603,36	-2	0	0	0	30,32	60,64	0
13874	852,54	2495,66	2823,66	-3	0	0	0	0	0	325
13875	852,54	1472,45	604,36	946,92	0	0	0	0	0	78,83
13876	852,54	615,78	494,82	146,15	151,15	0	0	25,19	50,38	0
13877	852,54	891,96	941,17	-2	0	0	0	47,21	94,42	0
13878	852,54	1060,73	1120,18	-2	0	0	0	55,27	110,54	2,18
13879	852,54	-12	-8	-4	0	0	0	0	0	0
13880	852,54	141,59	150,15	-1	0	0	0	7,56	15,12	0
13881	852,54	1990,53	1104,4	941,45	0	0	0	55,32	110,64	0
13882	630,24	929,25	-6	935,25	0	0	0	0	0	0
13883	630,24	1045,28	1177,32	-2	0	0	0	0	0	130,04
13884	630,24	1723,37	1817,39	-3	0	0	0	91,02	182,04	0
13885	630,24	2958,5	3203,5	-2	0	3,79	3,79	111,02	222,04	128,19
13886	630,24	6045,71	5094	1707	0	500,29	500,29	255	510	0
13887	630,24	1987,59	2288,78	-3	0	0	0	0	0	298,19
13888	1611,78	10233,86	11270,52	-4	0	468,88	468,88	563,78	1127,55	0
13889	1611,78	7611,06	9001,44	-1	0	939,26	939,26	450,12	900,24	0
13890	1611,78	-3	-2	-1	0	0	0	0	0	0
13891	1611,78	11367,53	12967	-4	0	927,72	927,72	342,75	685,5	325
13892	1611,78	3156,14	3368,73	-3	0	0	0	142,96	285,92	66,63
13893	1254,97	1589,39	1676,31	-3	0	0	0	83,92	167,83	0
13894	1254,97	2066,74	176	1899,69	0	0	0	8,95	17,9	0
13895	1254,97	1840,96	939	949,16	0	0	0	47,2	94,4	0
13896	1254,97	1646,07	792,62	949,16	0	0	0	4,99	9,97	90,73
13897	1254,97	98	117,29	-5	0	0	0	1,33	2,66	12,96
13898	1254,97	1435,55	493	1007,42	0	0	0	0	0	64,87
13899	1015,03	2198,15	660,67	1570,92	0	0	0	33,43	66,87	0
13900	1015,03	1150,87	1212,55	-1	0	0	0	60,68	121,36	0
13901	1015,03	1704,97	1798,13	-3	0	0	0	90,16	180,31	0
13902	1015,03	1892,35	1000,47	942,15	0	0	0	50,27	100,55	0
13903	1015,03	1202,93	1275,61	-3	0	0	0	60,5	121	9,18
13904	1015,03	3912,96	4165,28	-3	0	40,86	40,86	208,46	416,93	0
13905	1015,03	1154,15	1290,47	-3	0	0	0	21,85	43,7	111,47
13906	1015,03	718,54	757,47	-1	0	0	0	37,92	75,85	0
13907	1015,03	1103,92	1208,48	-5	0	0	0	36,62	73,23	62,94
13908	455,66	1957,32	1081	937,3	0	0	0	50,12	100,25	10,86
13909	455,66	3928,71	-8	3944,67	0	7,96	7,96	0	0	0
13910	455,66	2360,98	1499,93	936,3	0	0	0	75,25	150,49	0
13911	455,66	1573,42	655,57	956,95	0	0	0	0	0	39,1
13912	455,66	929	-6	935	0	0	0	0	0	0
13913	455,66	594	690	-5	0	0	0	0	0	91
13914	1894,55	1233,52	1302,87	-4	0	0	0	65,34	130,69	0
13915	1894,55	761,16	292	508,16	512,16	0	0	0	0	39
13916	1894,55	2499,78	493,73	2031,18	156,58	0	0	25,14	50,27	0
13917	1894,55	574,75	608,42	-3	0	0	0	30,67	61,34	0
13918	1894,55	1420,8	1499	-3	0	0	0	75,2	150,4	0
13919	1894,55	1343,44	406,94	956,95	0	0	0	20,45	40,89	0
13920	1894,55	-9	-6	-3	0	0	0	0	0	0
13921	1894,55	1421,8	1501,21	-4	0	0	0	75,41	150,82	0
13922	1894,55	-12	-8	-4	0	0	0	0	0	0
13923	398,4	987,64	1060,7	-3	0	0	0	42,8	85,6	27,26
13924	398,4	4581,14	4952,89	-4	0	0	0	173,07	346,13	194,68
13925	398,4	5929,71	6528,33	-4	0	267,91	267,91	326,72	653,43	0
13926	398,4	1123,44	1187,15	-4	0	0	0	59,71	119,42	0
13927	398,4	2588,26	2979,36	-3	0	0	0	0	0	388,1
13928	398,4	4456,02	4929,06	-3	0	145,04	145,04	0	0	325
13929	398,4	2986,07	1081,71	2071,72	0	26,22	26,22	0	0	141,14
13930	398,4	402,24	465,24	-2	0	0	0	0	0	61
13931	2880,98	985,63	1043,19	-5	0	0	0	52,56	105,12	0
13932	2880,98	1307,73	1508,93	-4	0	0	0	0	0	197,2
13933	2880,98	2492,81	1694,05	941,13	0	0	0	48,83	97,65	93,54
13934	2880,98	3375,57	3706,86	-3	0	0	0	96,25	192,49	232,04
13935	2880,98	134,03	145,61	-4	0	0	0	7,58	15,16	0
13936	2880,98	3195,46	3423,56	-4	0	52,63	52,63	171,48	342,96	0
13937	2880,98	682,02	721,34	-3	0	0	0	36,32	72,63	0
13938	2880,98	1229,24	1296,2	-2	0	0	0	64,96	129,92	0
13939	473,02	932,58	-10	942,58	0	0	0	0	0	0
13940	473,02	1424,94	503,64	946,58	0	0	0	25,28	50,56	0
13941	473,02	1080,04	1245,62	-3	0	0	0	0	0	162,58
13942	473,02	1855,71	935,5	967,23	0	0	0	47,03	94,05	0
13943	473,02	2232,33	1445,63	940,58	0	0	0	22,42	44,83	131,47
13944	473,02	2079,42	1999,26	180,23	0	0	0	100,06	200,13	0
13945	473,02	6496,91	6977,93	-4	0	127,93	127,93	349,1	698,19	0
13946	473,02	1010,4	1068	-4	0	0	0	53,6	107,2	0
13947	473,02	4591,24	4251,72	629,9	0	77,44	77,44	212,94	425,87	0
13948	333,03	1134,8	1197,95	-3	0	0	0	60,15	120,3	0
13949	333,03	436,42	462,81	-3	0	0	0	23,39	46,78	0
13950	333,03	1070,16	138,37	951,34	0	0	0	0	0	19,55
13951	333,03	880,14	1016	-3	0	0	0	0	0	132,86
13952	333,03	467,37	496,5	-4	0	0	0	25,12	50,25	0
13953	333,03	1908,68	-4	1912,68	0	0	0	0	0	0
13954	1175,63	1560,39	1644,78	-2	0	0	0	82,39	164,78	0
13955	1175,63	-9	-6	-3	0	0	0	0	0	0
13956	1175,63	1505,11	-2	1507,11	0	0	0	0	0	0
13957	1175,63	1155,17	873,45	325,54	0	0	0	43,82	87,65	0
13958	390,68	1073,5	-12	1085,5	0	0	0	0	0	0
13959	390,68	939,58	-6	945,58	0	0	0	0	0	0
13960	390,68	1831,6	1930,21	-2	0	0	0	96,61	193,22	0
13961	390,68	927,58	-14	941,58	0	0	0	0	0	0
13962	390,68	889,89	940,15	-3	0	0	0	47,26	94,52	0
13963	390,68	4148,61	2678,85	1645,88	0	41,98	41,98	134,14	268,29	0
13964	390,68	-9	-6	-3	0	0	0	0	0	0
13965	390,68	1167,95	1234	-4	0	0	0	62,05	124,1	0
13966	355,73	1218,88	339	925,25	930,25	0	0	0	0	45,37
13967	355,73	589,33	676,84	-4	0	0	0	3,37	6,73	80,15
13968	355,73	937,3	-2	939,3	0	0	0	0	0	0
13969	355,73	762,64	808,51	-5	0	0	0	40,88	81,75	0
13970	355,73	2717,97	1874,6	937,3	0	0	0	93,93	187,86	0
13971	355,73	923	-10	933	0	0	0	0	0	0
13972	355,73	1174,35	1266	-4	0	0	0	48,65	97,3	39
13973	355,73	1475,58	973,88	550,64	0	0	0	48,94	97,89	0
13974	757,97	6330,81	4133,04	3101,78	0	579,01	579,01	0	0	325
13975	757,97	4146,2	1237,11	3101,78	0	31,35	31,35	0	0	161,34
13976	757,97	4614,41	5018,71	-3	0	150,12	150,12	251,19	502,37	0
13977	757,97	1875,88	-6	1881,88	0	0	0	0	0	0
13978	757,97	1873,26	-8	1881,26	0	0	0	0	0	0
13979	757,97	7382,45	5019,37	2825,39	0	137,31	137,31	0	0	325
13980	757,97	1023,8	1082,27	-4	0	0	0	54,46	108,93	0
13981	557,66	925,62	978,86	-4	0	0	0	49,24	98,49	0
13982	557,66	1907,34	-4	1911,34	0	0	0	0	0	0
13983	557,66	1939,38	393,77	1565,5	0	0	0	19,89	39,78	0
13984	557,66	-2	-1	-1	0	0	0	0	0	0
13985	557,66	1608,67	1696,65	-3	0	0	0	84,98	169,97	0
13986	557,66	930,09	-6	936,09	0	0	0	0	0	0
13987	1659,34	1265,92	-4	1269,92	0	0	0	0	0	0
13988	1659,34	1897,88	-6	1903,88	0	0	0	0	0	0
13989	1659,34	1818,51	-6	1824,51	0	0	0	0	0	0
13990	1659,34	2930,99	1095,2	1902,88	0	0	0	47,62	95,24	19,47
13991	1659,34	1742,14	-4	1746,14	0	0	0	0	0	0
13992	1659,34	862,24	-6	868,24	0	0	0	0	0	0
13993	1659,34	1816,59	-3	1819,59	0	0	0	0	0	0
13994	1659,34	1896,7	-2	1898,7	0	0	0	0	0	0
13995	1659,34	-9	-6	-3	0	0	0	0	0	0
13996	422,53	653,91	692,86	-4	0	0	0	34,94	69,89	0
13997	422,53	4028,35	4439,08	-3	0	35,34	35,34	47,39	94,78	325
13998	422,53	923,29	991,09	-2	0	0	0	39,57	79,13	26,23
13999	422,53	1417,6	1532,64	-3	0	0	0	54,91	109,82	57,13
14000	422,53	1362,43	1440,5	-2	0	0	0	69,66	139,32	6,41
14001	422,53	3856,74	4313,83	-4	0	30,16	30,16	86,58	173,15	336,35
14002	630,15	3863,51	2352,45	1590,2	0	4,5	4,5	74,63	149,27	0
14003	630,15	962,43	-4	966,43	0	0	0	0	0	0
14004	630,15	944,35	-4	948,35	0	0	0	0	0	0
14005	630,15	314,45	-2	316,45	0	0	0	0	0	0
14006	630,15	1746,05	1842,37	-4	0	0	0	92,32	184,64	0
14007	630,15	1635,96	792,1	947,35	0	0	0	0	0	103,49
14008	630,15	2005,44	2115,51	-4	0	0	0	106,08	212,15	0
14009	630,15	254,61	294,1	-1	0	0	0	0	0	38,49
14010	664,96	2861,42	-6	2867,42	0	0	0	0	0	0
14011	664,96	947,44	-4	951,44	0	0	0	0	0	0
14012	664,96	2669,87	1982,25	946,35	0	0	0	0	0	258,73
14013	664,96	2430,92	395	2055,92	0	0	0	20	40	0
14014	664,96	932,35	-12	944,35	0	0	0	0	0	0
14015	405,72	4849,79	-8	5083,94	0	226,15	226,15	0	0	0
14016	405,72	951,72	12,2	942,15	0	0	0	0	0	2,63
14017	405,72	1159,05	781,12	417,29	0	0	0	39,36	78,71	0
14018	405,72	67,76	-8	75,76	0	0	0	0	0	0
14019	405,72	104,28	-4	108,28	0	0	0	0	0	0
14020	405,72	1426,67	1523,32	-3	0	0	0	65,57	131,13	28,08
14021	405,72	2328,28	2454,19	-3	0	0	0	122,91	245,82	0
14022	405,72	1294,73	1492,24	-3	0	0	0	0	0	194,51
14023	405,72	34,91	42,44	-5	0	0	0	2,52	5,04	0
14024	405,72	964,33	-8	972,33	0	0	0	0	0	0
14025	495,5	-9	-6	-3	0	0	0	0	0	0
14026	495,5	964,15	20,51	944,72	0	0	0	1,08	2,15	0
14027	495,5	2109,85	1260,92	938,44	0	0	0	47,07	94,14	42,44
14028	495,5	3635,45	2841,53	936,44	0	0	0	142,53	285,05	0
14029	495,5	1378,03	1586,84	-2	0	0	0	0	0	206,81
14030	495,5	2343,85	2638,76	-2	0	0	0	31,49	62,98	261,42
14031	495,5	-15	-10	-5	0	0	0	0	0	0
14032	440,13	941,67	-10	951,67	0	0	0	0	0	0
14033	440,13	2719,02	2865,44	-3	0	0	0	143,42	286,84	0
14034	440,13	976,98	1109,44	-4	0	0	0	10,42	20,84	118,04
14035	440,13	963,38	-10	973,38	0	0	0	0	0	0
14036	440,13	1957,32	631,5	1357,74	0	0	0	31,93	63,85	0
14037	440,13	959,24	-10	969,24	0	0	0	0	0	0
14038	440,13	930,47	981,65	-2	0	0	0	49,18	98,37	0
14039	440,13	979,43	-2	981,43	0	0	0	0	0	0
14040	562,2	669,15	748,84	-2	0	0	0	12,53	25,06	65,16
14041	562,2	1155,33	248,61	939,3	0	0	0	0	0	32,58
14042	562,2	750,38	793,29	-3	0	0	0	39,91	79,83	0
