idhh	dwt	ils_dispy	ils_origy	ils_ben	ils_bensim	ils_tax	ils_taxsim	ils_sicee	ils_sicer	ils_sicse
1	690,88	3435,36	1150,96	2341,95	0	0	0	57,55	115,1	0
2	690,88	2877,19	3307,12	0	0	0	0	0	0	429,93
3	690,88	1891,44	0	1891,44	0	0	0	0	0	0
4	690,88	5534,54	5825,83	0	0	0	0	291,29	582,58	0
5	690,88	4387,86	4618,8	0	0	0	0	230,94	461,88	0
6	690,88	9423,81	10050	0	0	123,69	123,69	502,5	1005	0
7	690,88	970	1099,96	0	0	0	0	8,15	16,3	121,81
8	656,28	1426,19	1501,25	0	0	0	0	75,06	150,13	0
9	656,28	5986,26	6805,67	0	0	0	0	0	0	819,41
10	656,28	3602,8	1988	1873,24	0	0	0	0	0	258,44
11	656,28	3610	3800	0	0	0	0	190	380	0
12	656,28	6357,11	6827,03	0	0	4,26	4,26	140,66	281,33	325
13	405,88	1875,56	0	1875,56	0	0	0	0	0	0
14	405,88	1394,16	1501,25	0	0	0	0	55,05	110,09	52,04
15	405,88	503,92	530,44	0	0	0	0	26,52	53,04	0
16	405,88	4032,21	4280	0	0	9,79	9,79	199	398	39
17	405,88	3937,5	4250	0	0	0	0	150	300	162,5
18	405,88	931	980	0	0	0	0	49	98	0
19	405,88	2711,3	2854	0	0	0	0	142,7	285,4	0
20	405,88	998,91	1105,3	0	0	0	0	2,98	5,97	103,41
21	967,57	549,64	578,56	0	0	0	0	28,93	57,86	0
22	967,57	1129,55	1189	0	0	0	0	59,45	118,9	0
23	967,57	496,95	523,11	0	0	0	0	26,16	52,31	0
24	967,57	1334,36	1404,59	0	0	0	0	70,23	140,46	0
25	967,57	4259,6	4220,51	350	0	0	0	148,6	297,2	162,31
26	810,1	0	0	0	0	0	0	0	0	0
27	810,1	884,83	931,4	0	0	0	0	46,57	93,14	0
28	810,1	600,58	632,19	0	0	0	0	31,61	63,22	0
29	810,1	975,61	22,09	956,39	0	0	0	0	0	2,87
30	810,1	3666,87	3863,16	0	0	3,13	3,13	193,16	386,32	0
31	810,1	4918,65	5228,32	0	0	38,35	38,35	255,22	510,45	16,1
32	484,77	958,75	0	958,75	0	0	0	0	0	0
33	484,77	1957,01	85,39	1882,72	0	0	0	0	0	11,1
34	484,77	0	0	0	0	0	0	0	0	0
35	484,77	988,07	50,18	940,4	0	0	0	2,51	5,02	0
36	484,77	6613,62	7255,27	0	0	3,57	3,57	190,69	381,38	447,4
37	484,77	1907,02	0	1907,02	0	0	0	0	0	0
38	529,17	7052,67	3873,23	3376,81	0	3,71	3,71	193,66	387,32	0
39	529,17	1728,51	1486,94	316,05	0	0	0	74,26	148,53	0,22
40	529,17	935,78	0	935,78	0	0	0	0	0	0
41	529,17	0	0	0	0	0	0	0	0	0
42	529,17	87,54	100,62	0	0	0	0	0	0	13,08
43	529,17	950	0	950	0	0	0	0	0	0
44	529,17	570	600	0	0	0	0	30	60	0
45	529,17	1339,41	1409,91	0	0	0	0	70,5	140,99	0
46	625,11	1049,86	1105,12	0	0	0	0	55,26	110,51	0
47	625,11	1544,15	602,79	941,36	0	0	0	0	0	0
48	625,11	7011,1	7472,5	0	0	11,5	11,5	325,95	651,91	123,95
49	625,11	22901,63	13287,72	14351,81	0	4025,69	4025,69	62,21	124,42	650
50	625,11	5509,63	6021,74	0	0	211,02	211,02	301,09	602,17	0
51	625,11	1885	0	1885	0	0	0	0	0	0
52	222,26	3256,23	3581,23	0	0	0	0	0	0	325
53	222,26	2622,14	3013,95	0	0	0	0	0	0	391,81
54	222,26	4082,38	4484,42	156,73	0	0	0	15,12	30,25	543,65
55	222,26	4474,32	4936,29	0	0	0	0	102,98	205,95	359
56	222,26	253,29	253,57	0	0	0	0	0	0	0,27
57	222,26	761,98	802,08	0	0	0	0	40,1	80,21	0
58	434,55	1847,35	0	1847,35	0	0	0	0	0	0
59	434,55	3318,36	3493,01	0	0	0	0	174,65	349,3	0
60	434,55	939,44	0	939,44	0	0	0	0	0	0
61	434,55	79,13	0	79,13	0	0	0	0	0	0
62	434,55	3037,19	3197,04	0	0	0	0	159,85	319,7	0
63	434,55	0	0	0	0	0	0	0	0	0
64	268,32	1888,64	1988,04	0	0	0	0	99,4	198,8	0
65	268,32	3618,97	3809,52	0	0	0,08	0,08	190,48	380,95	0
66	268,32	2729,57	2982,05	0	0	0	0	84,49	168,98	167,99
67	268,32	3716,09	2045,11	1904,76	0	0	0	20,05	40,1	213,73
68	268,32	1933,34	2035,09	0	0	0	0	101,75	203,51	0
69	268,32	1882,05	1981,11	0	0	0	0	99,06	198,11	0
70	268,32	1129,24	1188,67	0	0	0	0	59,43	118,87	0
71	253,68	0	0	0	0	0	0	0	0	0
72	253,68	1875,56	0	1875,56	0	0	0	0	0	0
73	253,68	2001	2300	0	0	0	0	0	0	299
74	253,68	435	500	0	0	0	0	0	0	65
75	253,68	954	0	954	0	0	0	0	0	0
76	764,56	831,72	956	0	0	0	0	0	0	124,28
77	764,56	2579,79	2715,57	0	0	0	0	135,78	271,56	0
78	764,56	1482,16	1571,91	0	0	0	0	71,62	143,25	18,12
79	764,56	21629,96	13462,31	11267,56	0	2426,8	2426,8	673,12	1346,23	0
80	764,56	262,22	301,4	0	0	0	0	0	0	39,18
81	764,56	556,5	585,79	0	0	0	0	29,29	58,58	0
82	764,56	941,36	0	941,36	0	0	0	0	0	0
83	764,56	2868,75	1075,88	1846,66	0	0	0	53,79	107,59	0
84	400,37	0	0	0	0	0	0	0	0	0
85	400,37	1730,15	1838,1	0	0	0	0	81,88	163,76	26,07
86	400,37	1873,14	0	1873,14	0	0	0	0	0	0
87	400,37	4380,98	3728,28	936,57	0	0	0	88,96	177,92	194,91
88	400,37	2809,71	0	2809,71	0	0	0	0	0	0
89	400,37	612,79	704,36	0	0	0	0	0	0	91,57
90	400,37	1950,16	2052,81	0	0	0	0	102,64	205,28	0
91	525,1	2667,7	2808,11	0	0	0	0	140,41	280,81	0
92	525,1	3312,32	3486,65	0	0	0	0	174,33	348,67	0
93	525,1	772,62	888,07	0	0	0	0	0	0	115,45
94	525,1	2070,27	1188,67	941,03	0	0	0	59,43	118,87	0
95	525,1	101,94	107,31	0	0	0	0	5,37	10,73	0
96	525,1	944,99	0	944,99	0	0	0	0	0	0
97	525,1	893,98	941,03	0	0	0	0	47,05	94,1	0
98	651,06	4052,64	2502,08	1875,56	0	0	0	0	0	325
99	651,06	961,97	27,8	937,78	0	0	0	0	0	3,61
100	651,06	1842,54	1000,84	931,78	0	0	0	25,02	50,04	65,05
101	651,06	4614,32	4003,34	957,28	0	21,3	21,3	0	0	325
102	651,06	3605,99	1989	1875,56	0	0	0	0	0	258,57
103	651,06	950	1000	0	0	0	0	50	100	0
104	651,06	3914,3	3134	937	0	0	0	156,7	313,4	0
105	651,06	3074,5	2250	937	0	0	0	112,5	225	0
106	324,67	3793,88	4160,97	0	0	0	0	108,65	217,29	258,45
107	324,67	1272,69	350,88	939,35	0	0	0	17,54	35,09	0
108	324,67	827,31	950,93	0	0	0	0	0	0	123,62
109	324,67	193,9	222,87	0	0	0	0	0	0	28,97
110	324,67	944,99	0	944,99	0	0	0	0	0	0
111	324,67	3177,15	1442,5	1889,98	0	0	0	0	0	155,33
112	1230,6	0	0	0	0	0	0	0	0	0
113	1230,6	1585,52	1822,44	0	0	0	0	0	0	236,92
114	576,54	267,55	281,63	0	0	0	0	14,08	28,16	0
115	576,54	1596,64	751,95	942,44	0	0	0	0	0	97,75
116	576,54	15268,41	18414,4	0	0	2495,99	2495,99	0	0	650
117	576,54	9068,93	10597,98	0	0	1169,97	1169,97	34,08	68,17	325
118	576,54	2207,52	2399,51	0	0	0	0	74,97	149,93	117,03
119	576,54	869,6	999,54	0	0	0	0	0	0	129,94
120	576,54	1483,8	1561,9	0	0	0	0	78,09	156,19	0
121	1033,68	3878,68	4082,82	0	0	0	0	204,14	408,28	0
122	1033,68	1290,57	1358,49	0	0	0	0	67,92	135,85	0
123	1033,68	1723,57	1981,11	0	0	0	0	0	0	257,54
124	1033,68	0	0	0	0	0	0	0	0	0
125	1033,68	6655,34	3467	3513,34	0	0	0	0	0	325
126	1033,68	1716,52	1806,86	0	0	0	0	90,34	180,69	0
127	1033,68	2158,19	0	2158,19	0	0	0	0	0	0
128	454,11	900,88	948,29	0	0	0	0	47,41	94,83	0
129	454,11	691,83	795,21	0	0	0	0	0	0	103,38
130	454,11	2248,47	2584,45	0	0	0	0	0	0	335,98
131	454,11	878,01	1009,2	0	0	0	0	0	0	131,2
132	454,11	981,45	41,91	944,99	0	0	0	0	0	5,45
133	454,11	71,82	82,55	0	0	0	0	0	0	10,73
134	454,11	1889,98	0	1889,98	0	0	0	0	0	0
135	454,11	1034,14	1188,67	0	0	0	0	0	0	154,53
136	454,11	861,78	990,55	0	0	0	0	0	0	128,77
137	550,4	4268,82	4493,49	0	0	0	0	224,67	449,35	0
138	550,4	5449,54	3102,59	2502,08	0	0	0	155,13	310,26	0
139	550,4	1000,83	0	1000,83	0	0	0	0	0	0
140	550,4	3979,5	2610	1500	0	0	0	130,5	261	0
141	550,4	5717,86	6137	0	0	112,29	112,29	306,85	613,7	0
142	550,4	10261,46	8819,55	1882,89	0	0	0	440,98	881,96	0
143	372,98	0	0	0	0	0	0	0	0	0
144	372,98	9262,84	10828,07	0	0	1200,13	1200,13	40,1	80,21	325
145	372,98	1139,47	1199,44	0	0	0	0	59,97	119,94	0
146	372,98	2105,46	0	2105,46	0	0	0	0	0	0
147	372,98	1139,47	1199,44	0	0	0	0	59,97	119,94	0
148	372,98	158,26	166,59	0	0	0	0	8,33	16,66	0
149	372,98	1873,14	0	1873,14	0	0	0	0	0	0
150	372,98	1632,25	799,63	936,57	0	0	0	0	0	103,95
151	564,11	1010,44	80,07	940,78	0	0	0	0	0	10,41
152	564,11	1238,48	1303,66	0	0	0	0	65,18	130,37	0
153	564,11	2446,25	2575	0	0	0	0	128,75	257,5	0
154	564,11	1944,26	2046,59	0	0	0	0	102,33	204,66	0
155	564,11	2807,73	2955,51	0	0	0	0	147,78	295,55	0
156	511,89	2391,76	2636,24	0	0	0	0	61,39	122,79	183,09
157	511,89	951,58	0	951,58	0	0	0	0	0	0
158	511,89	1290,98	401,86	941,36	0	0	0	0	0	52,24
159	511,89	2824,07	0	2824,07	0	0	0	0	0	0
160	511,89	2324,2	2446,53	0	0	0	0	122,33	244,65	0
161	511,89	4859,86	0	5023,25	0	163,39	163,39	0	0	0
162	511,89	7326,46	6021,75	1605,8	0	0	0	301,09	602,18	0
163	442,55	1878,88	0	1878,88	0	0	0	0	0	0
164	442,55	5401,1	5576,66	0	0	0	0	175,57	351,13	0
165	442,55	3921,9	4148,75	0	0	19,41	19,41	207,44	414,88	0
166	442,55	1709,21	1799,17	0	0	0	0	89,96	179,92	0
167	442,55	1992,57	2257,84	0	0	0	0	17,66	35,32	247,61
168	442,55	1191,61	1254,33	0	0	0	0	62,72	125,43	0
169	442,55	1510,49	1736,2	0	0	0	0	0	0	225,71
170	442,55	902,08	949,56	0	0	0	0	47,48	94,96	0
171	856,89	2345,68	2469,14	0	0	0	0	123,46	246,91	0
172	856,89	1353,1	495,28	922,21	0	0	0	0	0	64,39
173	856,89	2645,78	1981,11	922,21	0	0	0	0	0	257,54
174	856,89	878,34	924,57	0	0	0	0	46,23	92,46	0
175	856,89	2651,5	2791,05	0	0	0	0	139,55	279,11	0
176	856,89	3164,99	3531,19	0	0	0	0	58,03	116,06	308,18
177	421,08	1904,76	0	1904,76	0	0	0	0	0	0
178	421,08	3135,03	2439,83	952,38	0	0	0	37,5	75	219,68
179	421,08	924,44	0	924,44	0	0	0	0	0	0
180	421,08	1848,88	0	1848,88	0	0	0	0	0	0
181	421,08	1882,05	1981,11	0	0	0	0	99,06	198,11	0
182	421,08	321,72	351,33	0	0	0	0	10,04	20,08	19,57
183	421,08	722,23	794,1	0	0	0	0	19,6	39,21	52,26
184	421,08	944,99	0	944,99	0	0	0	0	0	0
185	421,08	1126,04	1185,3	0	0	0	0	59,27	118,53	0
186	633,26	1899,21	2,51	1897,03	0	0	0	0	0	0,33
187	633,26	310,49	356,89	0	0	0	0	0	0	46,4
188	633,26	1535,36	1616,17	0	0	0	0	80,81	161,62	0
189	633,26	2487,69	2685,18	0	0	0	0	94,74	189,48	102,76
190	633,26	1227,08	1291,66	0	0	0	0	64,58	129,17	0
191	633,26	2653,12	2987,4	0	0	0	0	33,8	67,6	300,48
192	633,26	2692,79	2897,9	0	0	0	0	107,26	214,52	97,85
193	591,82	935,46	0	935,46	0	0	0	0	0	0
194	591,82	1567,31	1801,5	0	0	0	0	0	0	234,2
195	591,82	1693,07	1768,14	0	0	0	0	75,06	150,13	0
196	591,82	1995,66	2201,83	0	0	0	0	50,04	100,08	156,13
197	591,82	1794,48	2062,62	0	0	0	0	0	0	268,14
198	591,82	2280	2400	0	0	0	0	120	240	0
199	591,82	1888,92	0	1888,92	0	0	0	0	0	0
200	591,82	78,71	0	78,71	0	0	0	0	0	0
201	591,82	1079,85	1148,94	0	0	0	0	50,17	100,34	18,91
202	3699,46	2481,71	2612,33	0	0	0	0	130,62	261,23	0
203	3699,46	1159	1220	0	0	0	0	61	122	0
204	427,73	665,56	700,59	0	0	0	0	35,03	70,06	0
205	427,73	2184,06	2509,06	0	0	0	0	0	0	325
206	427,73	125,47	144,22	0	0	0	0	0	0	18,75
207	427,73	316,93	333,61	0	0	0	0	16,68	33,36	0
208	427,73	2602,32	2739,28	0	0	0	0	136,96	273,93	0
209	427,73	1201	0	1201	0	0	0	0	0	0
210	427,73	760	800	0	0	0	0	40	80	0
211	427,73	1377,5	1450	0	0	0	0	72,5	145	0
212	427,73	1140	1200	0	0	0	0	60	120	0
213	1038,2	2879,42	3047,52	0	0	0	0	142,55	285,09	25,56
214	1038,2	931,4	0	931,4	0	0	0	0	0	0
215	1038,2	2217,49	1482	928,15	0	0	0	0	0	192,66
216	1038,2	4391,73	4622,88	0	0	0	0	231,14	462,29	0
217	1038,2	1292,67	1485,83	0	0	0	0	0	0	193,16
218	1038,2	1802,14	0	1802,14	0	0	0	0	0	0
219	475,11	1711,43	1801,5	0	0	0	0	90,08	180,15	0
220	475,11	1915,59	2201,83	0	0	0	0	0	0	286,24
221	475,11	864,78	994	0	0	0	0	0	0	129,22
222	475,11	937,78	0	937,78	0	0	0	0	0	0
223	475,11	4157,81	4503,75	0	0	20,94	20,94	0	0	325
224	475,11	3702,8	2040	1928	0	0	0	0	0	265,2
225	475,11	1209,73	1390,49	0	0	0	0	0	0	180,76
226	475,11	60,42	69,44	0	0	0	0	0	0	9,03
227	475,11	1127,5	1250	0	0	0	0	25	50	97,5
228	260,4	4823,99	5261,36	0	0	0	0	112,37	224,74	325
229	260,4	949,12	0	949,12	0	0	0	0	0	0
230	260,4	1332,62	1470,66	0	0	0	0	33,22	66,44	104,82
231	260,4	4906,99	3483,12	1876,68	0	0	0	0	0	452,81
232	260,4	941,36	0	941,36	0	0	0	0	0	0
233	260,4	0	0	0	0	0	0	0	0	0
234	260,4	1966,44	1148,59	940,4	0	0	0	16,73	33,45	105,83
235	260,4	6040,69	5921,38	391,83	0	155,09	155,09	0	0	117,42
236	433,74	1331,11	0	1331,11	0	0	0	0	0	0
237	433,74	14959,21	6705,59	11009,17	0	2420,27	2420,27	335,28	670,56	0
238	433,74	2202,72	2527,97	0	0	0	0	0,25	0,5	325
239	433,74	8176,61	9007,51	0	0	380,52	380,52	450,38	900,75	0
240	433,74	4637,72	2999	1908,59	0	0	0	75	150	194,87
241	433,74	3479,25	3775	0	0	0	0	0	0	295,75
242	433,74	25260,19	33142,31	0	0	7557,12	7557,12	0	0	325
243	812,32	4909,59	5294,41	0	0	0	0	189,66	379,32	195,16
244	812,32	2697,15	1937	937	0	0	0	46,85	93,7	130
245	812,32	3400	0	3400	0	0	0	0	0	0
246	812,32	1865,81	957,28	956,39	0	0	0	47,86	95,73	0
247	443,38	900,88	948,29	0	0	0	0	47,41	94,83	0
248	443,38	1744,36	2005,01	0	0	0	0	0	0	260,65
249	443,38	285,71	300,75	0	0	0	0	15,04	30,08	0
250	443,38	944,99	0	944,99	0	0	0	0	0	0
251	443,38	1882,05	1981,11	0	0	0	0	99,06	198,11	0
252	514,67	1868,55	0	1868,55	0	0	0	0	0	0
253	514,67	3,64	4,18	0	0	0	0	0	0	0,54
254	514,67	13379,05	15038,98	0	0	1009,93	1009,93	0	0	650
255	514,67	1250,4	1316,21	0	0	0	0	65,81	131,62	0
256	514,67	5467,28	5994	0	0	201,72	201,72	0	0	325
257	514,67	1410,03	1551,58	0	0	0	0	37,6	75,2	103,95
258	514,67	3616,15	3806,47	0	0	0	0	190,32	380,65	0
259	514,67	1002,12	75,35	936,57	0	0	0	0	0	9,8
260	514,67	1846,27	1065,17	919,57	0	0	0	0	0	138,47
261	676,67	6370,93	4697,83	1873,14	0	5,13	5,13	194,91	389,82	0
262	676,67	2553,6	2688	0	0	0	0	134,4	268,8	0
263	676,67	9705,9	11130,86	0	0	868,42	868,42	556,54	1113,09	0
264	676,67	3813,9	4047,59	0	0	31,31	31,31	202,38	404,76	0
265	456,03	313,16	351,64	0	0	0	0	4,52	9,04	33,96
266	456,03	1917,5	0	1917,5	0	0	0	0	0	0
267	456,03	175,49	184,73	0	0	0	0	9,24	18,47	0
268	456,03	855,16	944,54	0	0	0	0	20,88	41,76	68,5
269	456,03	2876,54	3070,14	0	0	0	0	128,44	256,89	65,16
270	456,03	1548,63	1714,65	0	0	0	0	35,55	71,1	130,47
271	456,03	1430,17	1505,44	0	0	0	0	75,27	150,54	0
272	456,03	940,4	0	940,4	0	0	0	0	0	0
273	456,03	298,93	336,21	0	0	0	0	4,01	8,03	33,27
274	2071,04	2802,53	1961,15	939,44	0	0	0	98,06	196,12	0
275	2071,04	4738,24	800	3978,24	0	0	0	40	80	0
276	594,68	1163,41	1337,25	0	0	0	0	0	0	173,84
277	594,68	1758,87	940,57	940,57	0	0	0	0	0	122,27
278	594,68	517,07	594,33	0	0	0	0	0	0	77,26
279	594,68	944,99	0	944,99	0	0	0	0	0	0
280	594,68	1500,53	1621,21	0	0	0	0	56,3	112,59	64,39
281	594,68	5127,64	4762,22	947,96	0	0	0	0	0	582,54
282	431,2	41735,89	55255,77	0	0	13194,88	13194,88	0	0	325
283	431,2	986,59	29,3	958,75	0	0	0	1,47	2,93	0
284	431,2	3337,05	3512,68	0	0	0	0	175,63	351,27	0
285	431,2	14660,4	15054,35	2824,07	0	2465,31	2465,31	752,72	1505,44	0
286	431,2	1799,03	907,43	937,38	0	0	0	45,11	90,23	0,67
287	431,2	7667,75	8213,58	0	0	135,15	135,15	410,68	821,36	0
288	516,73	2094,67	251,85	1875,56	0	0	0	0	0	32,74
289	516,73	1393,16	1601,33	0	0	0	0	0	0	208,17
290	516,73	8348,97	9007,5	0	0	208,16	208,16	450,38	900,75	0
291	516,73	1685,04	840,28	954	0	0	0	0	0	109,24
292	516,73	9514,72	9432	954	0	374,68	374,68	171,6	343,2	325
293	516,73	2994,49	2289,4	954	0	0	0	30,44	60,88	218,47
294	516,73	954	0	954	0	0	0	0	0	0
295	516,73	2116,6	2228	0	0	0	0	111,4	222,8	0
296	516,73	435	500	0	0	0	0	0	0	65
297	434,38	2554,44	2688,88	0	0	0	0	134,44	268,89	0
298	434,38	2881,61	0	2881,61	0	0	0	0	0	0
299	434,38	3658,37	4103,51	0	0	0	0	55,2	110,4	389,94
300	434,38	1908,88	0	1908,88	0	0	0	0	0	0
301	434,38	1259,66	1429,11	0	0	0	0	10,21	20,42	159,24
302	434,38	3863,33	4083,16	0	0	15,67	15,67	204,16	408,32	0
303	434,38	1394,14	482,82	935,46	0	0	0	24,14	48,28	0
304	731,99	1527,07	1607,44	0	0	0	0	80,37	160,74	0
305	731,99	2058,22	2191,93	0	0	0	0	94,53	189,05	39,18
306	731,99	541,36	622,25	0	0	0	0	0	0	80,89
307	731,99	9916,34	10633,22	0	0	178,97	178,97	527,76	1055,51	10,15
308	731,99	1039,93	106,48	939,13	0	0	0	5,1	10,21	0,57
309	731,99	3516,51	3701,59	0	0	0	0	185,08	370,16	0
310	876,69	644,27	678,18	0	0	0	0	33,91	67,82	0
311	876,69	3444,38	2635,77	940,4	0	0	0	131,79	263,58	0
312	876,69	1250,59	1316,41	0	0	0	0	65,82	131,64	0
313	876,69	1274,45	351,63	940,4	0	0	0	17,58	35,16	0
314	876,69	998,71	1053,81	0	0	0	0	51,18	102,37	3,91
315	876,69	2821,2	0	2821,2	0	0	0	0	0	0
316	316,7	1721,47	1858,61	0	0	0	0	65,3	130,61	71,83
317	316,7	2421,45	2552,56	0	0	0	0	125,45	250,91	5,66
318	316,7	4784,2	5037,64	0	0	0	0	250,91	501,81	2,54
319	316,7	1806,52	1003,62	933,37	0	0	0	0	0	130,47
320	316,7	2210,05	1421,31	973,51	0	0	0	0	0	184,77
321	657,94	480,92	506,23	0	0	0	0	25,31	50,62	0
322	657,94	1346,58	1417,45	0	0	0	0	70,87	141,75	0
323	657,94	0	0	0	0	0	0	0	0	0
324	657,94	3183,03	1350,52	1900,04	0	0	0	67,53	135,05	0
325	657,94	4045,42	4258,34	0	0	0	0	212,92	425,83	0
326	657,94	3975,73	4336,73	0	0	0	0	126,74	253,47	234,26
327	657,94	948,15	0	948,15	0	0	0	0	0	0
328	657,94	1894,09	1993,78	0	0	0	0	99,69	199,38	0
329	657,94	1056,42	1214,28	0	0	0	0	0	0	157,86
330	430,72	0	0	0	0	0	0	0	0	0
331	430,72	0	0	0	0	0	0	0	0	0
332	430,72	0	0	0	0	0	0	0	0	0
333	430,72	1191,98	1356,14	0	0	0	0	7,59	15,18	156,57
334	430,72	0	0	0	0	0	0	0	0	0
335	430,72	2836,34	953,44	1882,9	0	0	0	0	0	0
336	430,72	3456,65	3668,61	0	0	0	0	165,6	331,2	46,36
337	430,72	4624,79	5034,85	0	0	15,76	15,76	3,35	6,69	390,96
338	430,72	382,23	402,35	0	0	0	0	20,12	40,24	0
339	589,81	942,44	0	942,44	0	0	0	0	0	0
340	589,81	3616,11	2998,61	942,5	0	0	0	0	0	325
341	589,81	2095,43	2205,72	0	0	0	0	110,29	220,57	0
342	589,81	901,55	949	0	0	0	0	47,45	94,9	0
343	589,81	1099,6	1158,22	0	0	0	0	57,47	114,95	1,14
344	589,81	1286,4	99,95	1199,44	0	0	0	0	0	12,99
345	589,81	1745,94	1837,83	0	0	0	0	91,89	183,78	0
346	589,81	1670,45	1758,37	0	0	0	0	87,92	175,84	0
347	674,79	2889,89	3214,89	0	0	0	0	0	0	325
348	674,79	286,33	301,4	0	0	0	0	15,07	30,14	0
349	674,79	949,39	0	949,39	0	0	0	0	0	0
350	674,79	991,58	33,49	959,77	0	0	0	1,67	3,35	0
351	674,79	1579,48	1670,13	0	0	0	0	79,04	158,08	11,61
352	674,79	1295,09	1363,26	0	0	0	0	68,16	136,33	0
353	674,79	1720,21	850,2	940,4	0	0	0	25,09	50,17	45,3
354	674,79	2312,09	2433,78	0	0	0	0	121,69	243,38	0
355	548,98	3154,07	3479,07	0	0	0	0	0	0	325
356	548,98	1915,26	0	1915,26	0	0	0	0	0	0
357	548,98	1626,54	703,26	958,44	0	0	0	35,16	70,33	0
358	548,98	2596,48	2733,97	0	0	0	0	136,2	272,4	1,29
359	475,71	950,02	0	950,02	0	0	0	0	0	0
360	475,71	2,42	2,78	0	0	0	0	0	0	0,36
361	475,71	379,82	399,81	0	0	0	0	19,99	39,98	0
362	475,71	1260,61	359,83	947,56	0	0	0	0	0	46,78
363	475,71	213,66	224,91	0	0	0	0	11,25	22,49	0
364	475,71	1414,85	549,75	936,57	0	0	0	0	0	71,47
365	623,36	2559,6	1491,03	1143,12	0	0	0	74,55	149,1	0
366	623,36	2438,95	2567,32	0	0	0	0	128,37	256,73	0
367	623,36	1333,33	1403,51	0	0	0	0	70,18	140,35	0
368	623,36	11925,9	11094,21	2014,79	0	628,39	628,39	554,71	1109,42	0
369	623,36	0	0	0	0	0	0	0	0	0
370	623,36	3405,49	3744,36	0	0	0	0	13,87	27,74	325
371	593,36	1571,58	1654,29	0	0	0	0	82,71	165,43	0
372	593,36	3489,05	4010,4	0	0	0	0	0	0	521,35
373	593,36	3457,89	3824,25	0	0	0	0	41,36	82,73	325
374	593,36	924,87	973,55	0	0	0	0	48,68	97,36	0
375	837,8	699,24	803,72	0	0	0	0	0	0	104,48
376	837,8	727,76	836,51	0	0	0	0	0	0	108,75
377	837,8	1006,58	25,58	982,28	0	0	0	1,28	2,56	0
378	837,8	1999,16	2129,18	0	0	0	0	91,73	183,47	38,29
379	837,8	894,29	941,36	0	0	0	0	47,07	94,14	0
380	837,8	1016,94	1154,17	0	0	0	0	8,01	16,02	129,22
381	837,8	2309,32	2605,17	0	0	0	0	26,76	53,52	269,1
382	837,8	747,78	790,07	0	0	0	0	37,76	75,52	4,53
383	362,31	1099,75	165,67	942,36	0	0	0	8,28	16,57	0
384	362,31	864,8	994,02	0	0	0	0	0	0	129,22
385	362,31	1129,24	1188,67	0	0	0	0	59,43	118,87	0
386	362,31	941,02	990,55	0	0	0	0	49,53	99,06	0
387	362,31	957,28	0	957,28	0	0	0	0	0	0
388	362,31	818,58	861,67	0	0	0	0	43,08	86,17	0
389	362,31	944,58	0	944,58	0	0	0	0	0	0
390	486,63	3517,94	3703,09	0	0	0	0	185,15	370,31	0
391	486,63	2948,16	2218,07	937,78	0	0	0	50,41	100,82	157,28
392	486,63	1827	2100	0	0	0	0	0	0	273
393	486,63	6093,28	6851,67	0	0	265,8	265,8	167,58	335,17	325
394	486,63	931,65	0	931,65	0	0	0	0	0	0
395	486,63	1060,83	1116,67	0	0	0	0	55,83	111,67	0
396	486,63	3450	3800	0	0	0	0	90	180	260
397	621,81	1450,2	1526,53	0	0	0	0	76,33	152,65	0
398	621,81	409,2	430,74	0	0	0	0	21,54	43,07	0
399	621,81	1853,56	2060	0	0	0	0	38,35	76,7	168,09
400	621,81	2283,54	1397	956,39	0	0	0	69,85	139,7	0
401	621,81	1448,47	594,33	931,4	0	0	0	0	0	77,26
402	621,81	169,69	178,62	0	0	0	0	8,93	17,86	0
403	621,81	251,89	267	0	0	0	0	12,25	24,5	2,86
404	621,81	2885,17	3037,02	0	0	0	0	151,85	303,7	0
405	585,48	0	0	0	0	0	0	0	0	0
406	585,48	621,61	0	621,61	0	0	0	0	0	0
407	585,48	1982,37	2087,41	0	0	0	0	103,95	207,9	1,09
408	585,48	1901,9	2002	0	0	0	0	100,1	200,2	0
409	585,48	2899,7	3221,75	0	0	0	0	60,49	120,98	261,56
410	585,48	481,6	506,95	0	0	0	0	25,35	50,7	0
411	585,48	0	0	0	0	0	0	0	0	0
412	440,16	4192,38	4543,03	0	0	25,65	25,65	0	0	325
413	440,16	5175,44	3725,24	1912,86	0	137,66	137,66	0	0	325
414	440,16	2722,2	2046,94	941,36	0	0	0	0	0	266,1
415	440,16	1018,64	1170,85	0	0	0	0	0	0	152,21
416	440,16	1686,09	802,9	923,33	0	0	0	40,15	80,29	0
417	440,16	3694,35	1003,62	2821,2	0	0	0	0	0	130,47
418	440,16	1104,66	903,26	318,83	0	0	0	0	0	117,42
419	440,16	1939,5	2041,58	0	0	0	0	102,08	204,16	0
420	999,98	151,43	174,06	0	0	0	0	0	0	22,63
421	999,98	1152,67	1213,33	0	0	0	0	60,67	121,33	0
422	999,98	6404,23	6800,96	0	0	56,68	56,68	340,05	680,1	0
423	999,98	491,02	174,92	324,85	0	0	0	8,75	17,49	0
424	999,98	2236,68	2354,4	0	0	0	0	117,72	235,44	0
425	999,98	74,65	78,58	0	0	0	0	3,93	7,86	0
426	999,98	3228,51	3398,43	0	0	0	0	169,92	339,84	0
