idhh	dwt	ils_dispy	ils_origy	ils_ben	ils_bensim	ils_tax	ils_taxsim	ils_sicee	ils_sicer	ils_sicse	ils_bennt
370	623,36	3382,52	3741,36	-4	0	15,97	15,97	13,87	27,74	325	0
371	593,36	1932,58	1648,29	367	675	0	0	82,71	165,43	0	375
372	593,36	3477,05	4004,4	-6	0	0	0	0	0	521,35	0
373	593,36	3438,45	3818,25	-8	0	5,44	5,44	41,36	82,73	325	0
374	593,36	1296,87	972,55	373	675	0	0	48,68	97,36	0	375
375	837,8	1058,24	795,72	367	675	0	0	0	0	104,48	375
376	837,8	1615,31	999,81	746	1350	0	0	0	0	130,5	750
377	837,8	2117,58	18,58	2100,28	2025	0	0	1,28	2,56	0	1125
378	837,8	3676,8	2348,5	1488	2700	0	0	91,73	183,47	67,97	1500
379	837,8	1639,29	939,36	747	1350	0	0	47,07	94,14	0	750
380	837,8	1388,94	1153,17	373	675	0	0	8,01	16,02	129,22	375
381	837,8	2653,49	3013,17	-10	0	0	0	26,76	53,52	322,92	0
382	837,8	1534,22	836,86	746	1350	0	0	37,76	75,52	10,87	750
383	362,31	2898,65	156,67	2750,26	2116,9	0	0	8,28	16,57	0	1816,9
384	362,31	1602,8	988,02	744	1350	0	0	0	0	129,22	750
385	362,31	1489,24	1181,67	367	675	0	0	59,43	118,87	0	375
386	362,31	1676,02	983,55	742	1350	0	0	49,53	99,06	0	750
387	362,31	2291,6	-4	2295,6	683,04	0	0	0	0	0	383,04
388	362,31	1561,58	858,67	746	1350	0	0	43,08	86,17	0	750
389	362,31	943,59	-2	945,59	2,01	0	0	0	0	0	2,01
390	486,63	3476,35	3702,09	-2	0	38,59	38,59	185,15	370,31	0	0
391	486,63	2942,16	2215,07	934,78	0	0	0	50,41	100,82	157,28	0
392	486,63	2569	2096	746	1350	0	0	0	0	273	750
393	486,63	5965,83	6847,67	-6	0	383,25	383,25	167,58	335,17	325	0
394	486,63	912,65	-10	922,65	0	0	0	0	0	0	0
395	486,63	1034,83	1104,67	-14	0	0	0	55,83	111,67	0	0
396	486,63	3439	3795	-6	0	0	0	90	180	260	0
397	621,81	2193,2	1523,53	746	1350	0	0	76,33	152,65	0	750
398	621,81	1256,75	421,74	856,55	1466,55	0	0	21,54	43,07	0	866,55
399	621,81	2968,56	2056	1119	2025	0	0	38,35	76,7	168,09	1125
400	621,81	2271,54	1392	949,39	0	0	0	69,85	139,7	0	0
401	621,81	1816,47	590,33	1303,4	675	0	0	0	0	77,26	375
402	621,81	813,92	173,62	649,24	955,24	0	0	8,93	17,86	0	655,24
403	621,81	1086,59	372	744	1350	0	0	12,25	24,5	17,16	750
404	621,81	2872,17	3032,02	-8	0	0	0	151,85	303,7	0	0
405	585,48	373,01	-2	375,01	677,01	0	0	0	0	0	377,01
406	585,48	997,65	-4	1001,65	683,04	0	0	0	0	0	383,04
407	585,48	2048,5	2173,51	-8	0	0	0	103,95	207,9	13,06	0
408	585,48	2265,9	1997	369	675	0	0	100,1	200,2	0	375
409	585,48	2886,7	3216,75	-8	0	0	0	60,49	120,98	261,56	0
410	585,48	1224,6	503,95	746	1350	0	0	25,35	50,7	0	750
411	585,48	750,04	-4	754,04	1358,04	0	0	0	0	0	758,04
412	440,16	4096,04	4531,03	-12	0	97,99	97,99	0	0	325	0
413	440,16	5063,5	3724,24	1911,86	0	247,6	247,6	0	0	325	0
414	440,16	2739,34	2080,59	936,36	0	6,61	6,61	0	0	271	0
415	440,16	2274,98	1329,31	1119	2025	0	0	0	0	173,33	1125
416	440,16	1684,09	801,9	922,33	0	0	0	40,15	80,29	0	0
417	440,16	3681,35	996,62	2815,2	0	0	0	0	0	130,47	0
418	440,16	1472,66	899,26	690,83	675	0	0	0	0	117,42	375
419	440,16	2295,5	2032,58	365	675	0	0	102,08	204,16	0	375
420	999,98	347,44	409,75	-8	0	0	0	0	0	54,31	0
421	999,98	1888,67	1207,33	742	1350	0	0	60,67	121,33	0	750
422	999,98	6321,77	6796,96	-6	0	129,14	129,14	340,05	680,1	0	0
423	999,98	872,23	171,92	709,05	687,2	0	0	8,75	17,49	0	387,2
424	999,98	2972,68	2348,4	742	1350	0	0	117,72	235,44	0	750
425	999,98	446,65	77,58	373	675	0	0	3,93	7,86	0	375
426	999,98	3200,28	3395,43	-4	0	21,22	21,22	169,92	339,84	0	0
427	629,63	1810,58	1566,31	448,54	675	0	0	0	0	204,27	375
428	629,63	2743,99	1988,87	934,78	0	0	0	49,55	99,1	130,11	0
429	629,63	2191,93	299,25	1907,94	1577,16	0	0	15,26	30,53	0	977,16
430	629,63	1596,03	1294,08	367	675	0	0	65,05	130,11	0	375
431	629,63	1877,6	-4	1881,6	8,04	0	0	0	0	0	8,04
432	629,63	1694,69	1071,25	742	1350	0	0	0	0	118,56	750
433	629,63	1873,01	-1	1874,01	1,01	0	0	0	0	0	1,01
434	623,76	1279,16	618,63	742	1350	0	0	0	0	81,46	750
435	623,76	2020,62	380,43	1659,76	2271,76	0	0	19,57	39,14	0	1671,76
436	623,76	2335,64	1730,5	744	1350	0	0	54,14	108,28	84,72	750
437	623,76	2159,71	1494,9	740	1350	0	0	75,2	150,39	0	750
438	623,76	2572,24	1927,54	744	1350	0	0	94,96	189,91	4,34	750
439	623,76	3001,46	1981,75	1119	2025	0	0	99,29	198,58	0	1125
440	623,76	3217,99	2746,33	744	1350	0	0	53,17	106,34	219,17	750
441	623,76	2170,04	1898,21	367	675	0	0	95,16	190,32	0	375
442	623,76	2993,85	1730,05	1490	2700	0	0	0	0	226,21	1500
443	925,84	4827,01	-2	5024,26	2,01	195,25	195,25	0	0	0	2,01
444	925,84	3251,33	3431,09	-8	0	0	0	171,75	343,51	0	0
445	925,84	2383,05	2510,63	-2	0	0	0	125,58	251,16	0	0
446	925,84	1079,39	504,95	599,79	0	0	0	25,35	50,69	0	0
447	925,84	937,15	156,94	788,16	1392,16	0	0	7,95	15,89	0	792,16
448	925,84	1954,4	2193,94	-6	0	0	0	0	0	233,54	0
449	925,84	1951,49	2093,81	-4	0	0	0	83,84	167,67	54,48	0
450	517,58	3286,92	1500	1982,44	0	0	0	0	0	195,52	0
451	517,58	1662,13	964,51	746	1350	0	0	48,38	96,75	0	750
452	517,58	1885,6	-1	1886,6	1,01	0	0	0	0	0	1,01
453	517,58	3727,18	4006,4	-6	0	72,7	72,7	200,52	401,04	0	0
454	517,58	1143,64	328,32	852,88	1460,88	0	0	3,77	7,54	33,78	860,88
455	517,58	5557,69	675,87	4994,49	0	78,62	78,62	34,04	68,09	0	0
456	517,58	3568,45	1593,87	2054,57	2025	0	0	79,99	159,99	0	1125
457	1622,65	1384,07	686,81	740	1350	0	0	29,82	59,64	12,92	750
458	1622,65	5691,4	6221,88	-6	0	213,19	213,19	311,29	622,59	0	0
459	1622,65	1885,8	1599,1	367	675	0	0	80,31	160,61	0	375
460	1622,65	1030,35	327,43	746	1350	0	0	0	0	43,09	750
461	1622,65	2199,11	935,57	1310,57	675	0	0	47,03	94,06	0	375
462	762,11	10905,48	7358,74	4650,61	0	728,42	728,42	363,65	727,29	11,8	0
463	762,11	6645,45	2469,39	4648,61	0	150,62	150,62	0	0	321,93	0
464	762,11	2614,91	2927,64	-8	0	0	0	47,98	95,96	256,75	0
465	302,34	1281,46	593,5	742	1350	0	0	15,01	30,03	39,03	750
466	302,34	5135,11	5535,17	-8	0	48,33	48,33	235,31	470,61	108,42	0
467	302,34	3014,19	3192	-8	0	9,86	9,86	159,95	319,9	0	0
468	302,34	1754,4	1463	365	675	0	0	73,6	147,2	0	375
469	302,34	2527	895	1677	1350	0	0	45	90	0	750
470	302,34	1875,29	-4	1879,29	8,04	0	0	0	0	0	8,04
471	302,34	923,7	-2	925,7	2,01	0	0	0	0	0	2,01
472	302,34	1793,9	1500,16	369	675	0	0	75,26	150,52	0	375
473	488,65	2718,35	1690,42	1113	2025	0	0	85,07	170,14	0	1125
474	488,65	1002,15	272	744	1350	0	0	13,85	27,7	0	750
475	488,65	2173,08	2500,08	-2	0	0	0	0	0	325	0
476	488,65	2639	1995	744	1350	0	0	100	200	0	750
477	488,65	914,01	-2	916,01	2,01	0	0	0	0	0	2,01
478	708,12	1163,59	834,41	371	675	0	0	41,82	83,64	0	375
479	708,12	1669,98	974,98	744	1350	0	0	49	98	0	750
480	708,12	2165,75	724,45	1490	2700	0	0	29,15	58,31	19,55	1500
481	708,12	2433,55	813,92	1660,58	1350	0	0	40,95	81,89	0	750
482	708,12	1675,4	1497,31	373	675	0	0	0	0	194,91	375
483	708,12	956,64	-2	958,64	2,01	0	0	0	0	0	2,01
484	708,12	1698,84	1029,33	744	1350	0	0	37,48	74,97	37,01	750
485	553,13	-1,99	-2	0,01	2,01	0	0	0	0	0	2,01
486	553,13	17117,53	20700,84	-8	0	2415,95	2415,95	834,36	1668,72	325	0
487	553,13	14218,88	16428,34	-10	0	1203,24	1203,24	671,22	1342,45	325	0
488	553,13	4390,44	4766,21	-2	0	135,41	135,41	238,36	476,72	0	0
489	553,13	2274,49	103,99	2176,63	1839,13	0	0	5,03	10,06	1,09	1239,13
490	553,13	11655,24	5758,66	6551,43	0	15,5	15,5	68,08	136,16	571,27	0
491	540,81	2818	1516,04	1486	2700	0	0	9,21	18,42	174,83	1500
492	540,81	2765,07	2301,33	740	1350	0	0	15,05	30,1	261,21	750
493	540,81	3421,99	1470,87	2055,36	2025	0	0	55,26	110,51	48,98	1125
494	540,81	2658,38	2807,03	-8	0	0	0	140,65	281,3	0	0
495	540,81	957,65	-4	961,65	0	0	0	0	0	0	0
496	540,81	1909,72	94,36	1828,41	1193,01	0	0	0	0	13,05	893,01
497	540,81	4651,3	5097,95	-8	0	183,46	183,46	255,2	510,4	0	0
498	540,81	939,41	-2	941,41	2,01	0	0	0	0	0	2,01
499	615,45	1800,71	1502,9	373	675	0	0	75,2	150,39	0	375
500	615,45	1506,96	1198,12	369	675	0	0	60,16	120,31	0	375
501	615,45	1940,21	1683,92	365	675	0	0	69,61	139,21	39,1	375
502	615,45	1897,96	27,42	1874,88	0	0	0	0	0	4,34	0
503	615,45	2973,62	2152	929,57	0	0	0	107,95	215,9	0	0
504	615,45	1118,82	394,81	744	1350	0	0	19,99	39,98	0	750
505	615,45	1318,42	999,65	369	675	0	0	50,23	100,47	0	375
506	615,45	2887,08	2332,84	746	1350	0	0	69,94	139,87	121,83	750
507	839,15	734	-8	742	1350	0	0	0	0	0	750
508	839,15	2653,01	878,51	1857,52	0	0	0	19,9	39,8	63,12	0
509	839,15	750,85	427,32	369	675	0	0	6,71	13,41	38,77	375
510	839,15	1126,18	1189,82	-4	0	0	0	59,64	119,28	0	0
511	839,15	3253,96	2372,33	1000,5	0	0	0	118,87	237,73	0	0
512	839,15	2146,54	1478,83	742	1350	0	0	74,29	148,58	0	750
513	839,15	2736,05	2895,36	-4	0	10,39	10,39	144,92	289,84	0	0
514	839,15	436,56	81,15	367	675	0	0	0	0	11,59	375
515	839,15	1962,56	1401,54	744	1350	0	0	0	0	182,98	750
516	571,63	4665,89	4799	-8	0	0	0	125,1	250,21	0	0
517	571,63	8872,45	2532,55	6994	0	524,72	524,72	125,48	250,95	3,9	0
518	571,63	1795	1896	-6	0	0	0	95	190	0	0
519	1318,33	2876,93	3036,98	-8	0	0	0	152,05	304,1	0	0
520	1318,33	2606,45	1635,84	1117	2025	0	0	41,91	83,81	104,48	1125
521	1318,33	3295,32	3511,29	-8	0	0	0	155,72	311,44	52,24	0
522	1318,33	10694,86	4814,39	6821,64	0	700,3	700,3	240,87	481,74	0	0
523	1318,33	2192,08	2318,4	-10	0	0	0	116,32	232,64	0	0
524	1318,33	4845,59	5316,2	-4	0	200,65	200,65	265,96	531,92	0	0
525	1318,33	1311,5	-4	1315,5	683,04	0	0	0	0	0	383,04
526	412,13	525,63	414,61	165,44	0	0	0	0	0	54,42	0
527	412,13	720,62	399,86	373	675	0	0	0	0	52,24	375
528	412,13	530,94	166,3	373	675	0	0	8,37	16,73	0	375
529	412,13	2825	3156	-6	0	0	0	0	0	325	0
530	412,13	264,63	-6	270,63	18,09	0	0	0	0	0	18,09
531	412,13	781,66	44,18	744	1350	0	0	0	0	6,52	750
532	412,13	5278,78	5919,44	-8	0	46,45	46,45	0	0	586,21	0
533	412,13	3207,5	3562,7	-8	0	22,2	22,2	0	0	325	0
534	607,98	2849,52	1995,2	1115	2025	0	0	0	0	260,68	1125
535	607,98	1579,31	954,55	740	1350	0	0	6,27	12,53	108,97	750
536	607,98	938,45	-2	940,45	2,01	0	0	0	0	0	2,01
537	607,98	-0,96	-3	2,04	6,04	0	0	0	0	0	6,04
538	607,98	4278,56	4534,17	-10	0	18,56	18,56	227,06	454,12	0	0
539	607,98	-11	-5	-6	0	0	0	0	0	0	0
540	932,63	3241,83	3457,05	-6	0	0	0	150,45	300,9	58,77	0
541	932,63	2412	2153	367	675	0	0	108	216	0	375
542	932,63	4924,17	3146,82	1885,74	0	63,18	63,18	45,21	90,42	0	0
543	932,63	1270,59	554,52	744	1350	0	0	27,93	55,85	0	750
544	932,63	3448,5	3807,77	-8	0	0	0	90,33	180,65	260,94	0
545	932,63	936,5	-4	940,5	8,04	0	0	0	0	0	8,04
546	932,63	970	629,58	372	675	0	0	31,58	63,16	0	375
547	472,26	951,39	-2	953,39	2,01	0	0	0	0	0	2,01
548	472,26	3115,81	1888,03	1322,38	675	0	0	94,6	189,2	0	375
549	472,26	2202,2	1585,43	744	1350	0	0	49,7	99,4	77,53	750
550	472,26	1776,13	1184,66	746	1350	0	0	0	0	154,53	750
551	472,26	2434,84	1779,99	744	1350	0	0	89,15	178,3	0	750
552	472,26	3936,04	4154,33	-7	0	3,27	3,27	208,02	416,03	0	0
553	472,26	1588,21	1676,17	-4	0	0	0	83,96	167,92	0	0
554	472,26	4782,85	1881,51	2995,72	2025	0	0	94,38	188,75	0	1125
555	725,5	3352,81	2596,01	926,4	0	0	0	105,25	210,5	64,35	0
556	725,5	1719,8	487,01	1297,4	675	0	0	0	0	64,61	375
557	725,5	2510,43	2655,72	-12	0	0	0	133,29	266,57	0	0
558	725,5	956,64	-2	958,64	2,01	0	0	0	0	0	2,01
559	725,5	2959,17	1987,89	1119	2025	0	0	69,43	138,86	78,3	1125
560	725,5	367	-4	371	675	0	0	0	0	0	375
561	725,5	5209,34	5496,51	-12	0	0	0	275,18	550,35	0	0
562	340,63	2670,96	-4	2674,96	8,04	0	0	0	0	0	8,04
563	340,63	3681,87	3882,07	-6	0	0	0	194,2	388,41	0	0
564	340,63	9819,07	11024,59	-8	0	646,09	646,09	551,43	1102,86	0	0
565	340,63	-1,99	-2	0,01	2,01	0	0	0	0	0	2,01
566	340,63	2827,61	2987,27	-10	0	0	0	149,66	299,33	0	0
567	340,63	2860,51	2730,06	371	675	0	0	71,63	143,27	168,92	375
568	502,72	1676,46	160,44	1524,39	2132,39	0	0	8,37	16,74	0	1532,39
569	502,72	2367,07	496,37	1936,01	1350	0	0	0	0	65,31	750
570	502,72	1872,73	1052	957,75	0	0	0	0	0	137,02	0
571	502,72	2025,06	2335,45	-6	0	0	0	0	0	304,39	0
572	502,72	2242,76	-8	2250,76	675	0	0	0	0	0	375
573	502,72	1025,33	296,4	744	1350	0	0	15,07	30,14	0	750
574	502,72	2830,29	-6	2836,29	18,09	0	0	0	0	0	18,09
575	591,87	2642,03	2397,24	365	675	0	0	120,21	240,42	0	375
576	591,87	1359,67	648,33	744	1350	0	0	32,67	65,33	0	750
577	591,87	1876,04	-4	1880,04	8,04	0	0	0	0	0	8,04
578	591,87	2908,36	-2	2910,36	4,04	0	0	0	0	0	4,04
579	591,87	3172,38	2350,07	922,65	0	0	0	100,34	200,69	0	0
580	692,77	1946,15	1572,56	452,28	675	0	0	78,68	157,36	0	375
581	692,77	3202,91	3691	-8	0	0	0	0	0	480,09	0
582	692,77	3263,93	3493,92	-10	0	44,85	44,85	175,15	350,29	0	0
583	692,77	7076,33	7652,05	-6	0	91,46	91,46	323,15	646,29	155,11	0
584	692,77	630,51	296,29	373	675	0	0	0	0	38,78	375
585	575,94	1066,13	797	373	675	0	0	0	0	103,87	375
586	575,94	730	-10	740	1350	0	0	0	0	0	750
587	575,94	5196,57	1541,58	3837,12	0	0	0	0	0	182,13	0
588	575,94	2504,68	2866,7	-6	0	0	0	0	0	356,01	0
589	575,94	1097,36	407,06	744	1350	0	0	0	0	53,7	750
590	575,94	1313,02	989,55	373	675	0	0	49,53	99,06	0	375
591	432,13	1587,61	1285,22	367	675	0	0	64,61	129,22	0	375
592	432,13	2410,64	1916,57	744	1350	0	0	0	0	249,93	750
593	432,13	2798,8	2973,06	-10	0	15,16	15,16	149,1	298,21	0	0
594	432,13	2354,04	1188,82	1320,29	675	0	0	0	0	155,07	375
595	432,13	1884,39	1737,53	373	675	0	0	0	0	226,14	375
596	432,13	1137,49	809,65	373	675	0	0	37,64	75,29	7,51	375
597	432,13	1761,74	1071,52	744	1350	0	0	53,78	107,55	0	750
598	728,78	930,78	-4	934,78	0	0	0	0	0	0	0
599	728,78	2576,36	2537,78	369	675	0	0	0	0	330,42	375
600	728,78	4893,97	5525,47	-6	0	300,5	300,5	0	0	325	0
601	728,78	3990,98	4314,6	-10	0	15,77	15,77	165,14	330,28	132,71	0
602	728,78	3903,36	3299,76	934,78	0	6,18	6,18	0	0	325	0
603	728,78	999,24	718,46	369	675	0	0	3,65	7,29	84,57	375
604	728,78	1260	594	744	1350	0	0	0	0	78	750
605	520,08	4730	5375,55	-6	0	6,09	6,09	0	0	633,46	0
606	520,08	1765,58	522,6	1311,44	675	0	0	0	0	68,46	375
607	520,08	4670,93	5072,66	-8	0	71,87	71,87	211,4	422,8	110,45	0
608	520,08	1296,57	-8	1304,57	675	0	0	0	0	0	375
609	520,08	2532,78	1701,88	929,57	0	0	0	77,01	154,03	21,66	0
610	520,08	4120,58	4485,17	-12	0	0	0	144,78	289,57	207,81	0
611	685,48	3600,85	3649,04	-8	0	7,66	7,66	32,53	65,05	0	0
612	685,48	11253,97	13919	-2	0	1967,03	1967,03	696	1392	0	0
613	685,48	987,4	287,75	699,65	0	0	0	0	0	0	0
614	685,48	1603	1297	371	675	0	0	65	130	0	375
615	685,48	2584,1	2977,87	-6	0	0	0	0	0	387,77	0
616	685,48	3586,64	3971,17	-6	0	53,53	53,53	0	0	325	0
617	685,48	2654,72	1984,59	928,65	0	0	0	0	0	258,52	0
618	136,73	2250,78	1195,98	1115	2025	0	0	60,2	120,4	0	1125
619	136,73	2512,7	2807,03	-8	0	0	0	25,12	50,23	261,21	0
620	136,73	757,67	16,61	744	1350	0	0	0	0	2,94	750
621	136,73	755,88	14,93	742	1350	0	0	1,05	2,09	0	750
622	136,73	2017,77	948,44	1117	2025	0	0	47,67	95,34	0	1125
623	136,73	1858,12	1958,02	-2	0	0	0	97,9	195,8	0	0
624	129,52	5031,99	5419,12	-8	0	107,87	107,87	271,26	542,51	0	0
625	129,52	2453,74	2597,96	-8	0	0	0	126,44	252,87	9,78	0
626	129,52	750,04	-4	754,04	1358,04	0	0	0	0	0	758,04
627	129,52	14259,79	17036,31	921,23	0	2823,38	2823,38	838,61	1677,22	35,76	0
628	129,52	1811,59	1156,01	738	1350	0	0	43,23	86,46	39,18	750
629	129,52	2269,39	2397,51	-8	0	0	0	120,13	240,25	0	0
630	129,52	2338,44	129,11	2216,14	1582,74	0	0	6,81	13,61	0	1282,74
631	129,52	15627,65	17316,87	2000,25	0	2823,38	2823,38	866,09	1732,19	0	0
632	129,52	886,91	591	373	675	0	0	0	0	77,09	375
633	387,71	4404,42	4674,28	-8	0	27,94	27,94	233,91	467,83	0	0
634	387,71	2157,57	1124,7	1091,06	0	0	0	55,26	110,51	2,94	0
635	387,71	4951,16	5314,28	-6	0	91,3	91,3	265,81	531,63	0	0
636	387,71	1519,84	895,26	742	1350	0	0	0	0	117,42	750
637	387,71	6006,76	1637,63	4572,35	2700	0	0	7,51	15,02	195,71	1500
638	387,71	1652,86	1048,16	742	1350	0	0	0	0	137,3	750
639	236,44	1290,47	582,07	738	1350	0	0	29,6	59,21	0	750
640	236,44	373,01	-2	375,01	677,01	0	0	0	0	0	377,01
641	236,44	2102,39	469,4	1680,78	1350	0	0	8,76	17,51	39,03	750
642	236,44	3418,5	3597,59	145,3	0	0	0	90,38	180,75	234,01	0
643	236,44	1330,04	-4	1334,04	683,04	0	0	0	0	0	383,04
644	236,44	766,67	26,33	742	1350	0	0	1,67	3,33	0	750
645	236,44	5490,49	186	5330,49	3734,49	0	0	0	0	26	3434,49
646	236,44	1305	593	742	1350	0	0	30	60	0	750
647	208,46	730	-10	740	1350	0	0	0	0	0	750
648	208,46	2963,17	2340,6	740	1350	0	0	117,43	234,86	0	750
649	208,46	2651,26	2193	744	1350	0	0	0	0	285,74	750
650	208,46	2192,52	-6	2198,52	675	0	0	0	0	0	375
651	208,46	1781,51	1193,44	744	1350	0	0	0	0	155,93	750
652	208,46	2073,96	1397,91	746	1350	0	0	69,95	139,89	0	750
653	208,46	2646,64	2794,57	-8	0	0	0	139,93	279,86	0	0
654	208,46	2633,59	1594,52	1119	2025	0	0	79,93	159,85	0	1125
655	312,23	4046,88	3262	948,28	0	0	0	163,4	326,8	0	0
656	312,23	2472,38	1566,9	1111	2025	0	0	0	0	205,52	1125
657	312,23	7422,36	8302,92	-6	0	459,22	459,22	415,35	830,69	0	0
658	312,23	2989,57	2015,5	1115	2025	0	0	76,33	152,65	64,61	1125
659	312,23	2868,57	3025,97	-6	0	0	0	151,4	302,8	0	0
660	343,42	2129,6	2250,37	-8	0	0	0	112,77	225,54	0	0
661	343,42	1633,8	316,17	1333,54	675	0	0	15,91	31,82	0	375
662	343,42	1229,94	902,09	373	675	0	0	45,15	90,31	0	375
663	343,42	2058,58	989,29	1119	2025	0	0	49,71	99,43	0	1125
664	287,41	2153,99	2481,05	-4	0	0	0	0	0	323,06	0
665	287,41	3872,91	4210,52	-2	0	125,08	125,08	210,53	421,05	0	0
666	287,41	4545,51	5009,53	-4	0	135,02	135,02	0	0	325	0
667	287,41	2022,67	1475,83	740	1350	0	0	0	0	193,16	750
668	287,41	2295,83	1642,56	736	1350	0	0	82,73	165,46	0	750
669	287,41	1673,02	982,55	740	1350	0	0	49,53	99,06	0	750
670	287,41	2007,39	1140,75	939,99	0	0	0	47,25	94,5	26,1	0
671	287,41	1906,68	-3	1909,68	6,04	0	0	0	0	0	6,04
672	287,41	2679,51	-4	2683,51	8,04	0	0	0	0	0	8,04
673	134,96	355	-10	365	675	0	0	0	0	0	375
674	134,96	1433,41	527,7	932,44	0	0	0	26,74	53,47	0	0
675	134,96	2660,57	1950,32	932,44	0	0	0	20,16	40,33	202,02	0
676	134,96	3342,82	2456,98	1008,89	0	0	0	123,05	246,1	0	0
677	134,96	779,61	35,48	746	1350	0	0	1,87	3,75	0	750
678	134,96	1256,84	542,25	742	1350	0	0	27,41	54,82	0	750
679	134,96	3027,45	3287,47	-10	0	0	0	111,41	222,83	138,61	0
680	134,96	1615,61	1005,19	742	1350	0	0	0	0	131,58	750
681	134,96	1611,37	518,44	1119	2025	0	0	26,07	52,14	0	1125
682	286,82	2082,19	2293,29	-4	0	0	0	57,06	114,11	150,04	0
683	286,82	1900,89	2005,25	-4	0	0	0	100,36	200,73	0	0
684	286,82	3233,03	2665,59	933,5	0	33,11	33,11	7,95	15,89	325	0
685	286,82	22011,36	25935,19	1294,25	0	3921,17	3921,17	1296,91	2593,82	0	0
686	474,13	1947,43	1706,28	367	675	0	0	60,47	120,93	65,38	375
687	474,13	2180,27	1919,61	367	675	0	0	90,08	180,15	16,26	375
688	474,13	1313,82	-4	1317,82	683,04	0	0	0	0	0	383,04
689	474,13	2149,93	1874,87	369	675	0	0	93,94	187,89	0	375
690	267,43	802,33	65,34	746	1350	0	0	0	0	9,01	750
691	267,43	2969,04	2135,95	939,99	0	0	0	106,9	213,79	0	0
692	267,43	3350,25	1956,32	1492	2700	0	0	98,07	196,13	0	1500
693	267,43	2538,65	2809,67	-2	0	0	0	60,23	120,46	208,79	0
694	267,43	2279,87	1672,98	746	1350	0	0	49,23	98,46	89,88	750
695	267,43	2310,1	1343,15	1111	2025	0	0	20,08	40,15	123,97	1125
696	33,88	-0,96	-3	2,04	6,04	0	0	0	0	0	6,04
697	33,88	1663,52	163,84	1510,8	2118,8	0	0	6,77	13,54	4,35	1518,8
698	33,88	2762,23	2122,51	746	1350	0	0	106,28	212,55	0	750
699	33,88	375,14	6,72	369	675	0	0	0,59	1,17	0	375
700	33,88	2179,51	-4	2183,51	683,04	0	0	0	0	0	383,04
701	33,88	6011	6614	-10	0	51,99	51,99	199,91	399,81	341,1	0
702	33,88	2121,05	729,44	1488	2700	0	0	0	0	96,39	1500
703	33,88	922,91	120,45	808,73	1114,73	0	0	6,27	12,55	0	814,73
704	33,88	902,65	584,29	373	675	0	0	13,32	26,64	41,32	375
705	154,49	4280,04	4624,86	-8	0	105,38	105,38	231,44	462,89	0	0
706	154,49	6197,92	6797,67	-10	0	249,46	249,46	340,28	680,57	0	0
707	154,49	373,01	-1	374,01	676,01	0	0	0	0	0	376,01
708	154,49	1215,4	496,42	744	1350	0	0	25,02	50,04	0	750
709	154,49	10123,63	7892	2745	0	118,37	118,37	395	790	0	0
710	154,49	12635,04	-2	15601,01	2,01	2963,97	2963,97	0	0	0	2,01
711	154,49	1154	898	373	675	0	0	0	0	117	375
712	154,49	4685,05	5097	-4	0	104,95	104,95	225	450	78	0
713	358,46	1497,95	1193	365	675	0	0	60,05	120,1	0	375
714	358,46	5343,81	5794,21	-16	0	0	0	200,26	400,51	234,14	0
715	358,46	1514,91	876,97	746	1350	0	0	3,96	7,93	104,09	750
716	358,46	936,79	-1	937,79	1,01	0	0	0	0	0	1,01
717	358,46	1042,87	1099,92	-2	0	0	0	55,05	110,09	0	0
718	358,46	1086,5	1148	-4	0	0	0	57,5	115	0	0
719	358,46	2239,95	1189	1111	2025	0	0	60,05	120,1	0	1125
720	358,46	3165,63	1600,04	1678	1350	0	0	60,4	120,8	52	750
721	234,79	363	-6	369	675	0	0	0	0	0	375
722	234,79	2495,75	133,98	2380,23	3588,23	0	0	0	0	18,46	2388,23
723	234,79	3831,57	4050	-10	0	5,58	5,58	202,85	405,7	0	0
724	234,79	2452	1598	934	0	0	0	80	160	0	0
725	234,79	1693	-6	1699	1350	0	0	0	0	0	750
726	115,27	2401,26	2539,78	-8	0	0	0	125,1	250,21	5,42	0
727	115,27	5372,65	5999	-8	0	318,1	318,1	300,25	600,5	0	0
728	115,27	2342,25	1760,49	744	1350	0	0	41,89	83,77	120,35	750
729	115,27	4819,43	5135,35	-6	0	52,96	52,96	256,97	513,94	0	0
730	115,27	2398,2	2554	-4	0	0	0	112,8	225,6	39	0
731	115,27	1193,29	517,33	744	1350	0	0	0	0	68,03	750
732	115,27	1286,6	621,98	746	1350	0	0	0	0	81,38	750
733	115,27	2046	-10	2056	2025	0	0	0	0	0	1125
734	228,54	1642,08	1856,53	-6	0	0	0	20,89	41,77	187,57	0
735	228,54	4494,24	4822,22	-10	0	76,57	76,57	241,41	482,82	0	0
736	228,54	16120,49	20796,08	-4	0	3631,69	3631,69	1039,9	2079,81	0	0
737	228,54	3350,36	1684,81	1749,94	0	0	0	84,39	168,78	0	0
738	228,54	4173,7	4509,69	-4	0	106,4	106,4	225,58	451,17	0	0
739	228,54	2667,77	1442,47	1321,77	0	0	0	57,47	114,95	39	0
740	228,54	3116,88	3497,83	-6	0	0	0	50,1	100,2	324,85	0
741	228,54	4248,34	2022,78	2225,56	0	0	0	0	0	0	0
742	150,99	940,37	-2	942,37	2,01	0	0	0	0	0	2,01
743	150,99	27269,01	35128,39	-8	0	6094,81	6094,81	1756,57	3513,14	0	0
